-0.927278,-0.462822
0.555046,-0.832027
1.04915,2.49082
-0.927278,-0.257708
-0.927278,-0.421799
-0.680224,-0.257708
-0.927278,-0.339754
-0.680224,1.46525
1.66679,0.439678
-0.680224,-1.24225
0.555046,-0.626913
-0.927278,0.0294508
-0.556697,1.83445
-0.927278,-1.24225
-0.680224,0.152519
0.8021,-0.749982
0.8021,-0.298731
0.555046,-0.257708
-0.927278,0.152519
0.184465,-0.339754
-0.927278,-1.3243
-0.803751,-0.216686
-0.927278,-0.626913
0.8021,-0.749982
1.66679,-0.462822
1.41973,0.152519
-0.680224,-0.0115719
-0.927278,-0.257708
-0.927278,-0.955095
-0.927278,-0.955095
1.41973,-0.544868
-0.680224,-0.216686
0.184465,1.21911
0.555046,-0.503845
1.41973,-0.544868
-0.680224,-1.24225
-0.927278,-0.257708
-0.0625892,1.26013
-0.0625892,0.726838
0.8021,-0.626913
-0.927278,-0.832027
1.41973,0.275587
-0.927278,0.234565
1.41973,0.726838
-0.927278,-0.749982
0.8021,-0.749982
1.41973,-0.544868
-0.680224,1.21911
-0.43317,-0.955095
0.555046,-0.832027
-0.927278,-0.749982
1.66679,-0.462822
-0.680224,-1.24225
-0.680224,0.972974
-0.680224,-1.24225
-0.927278,0.357633
-1.05081,0.0294508
-0.680224,0.480701
0.307992,-0.462822
0.8021,-0.749982
-0.927278,-1.24225
0.0609378,-0.749982
-0.556697,2.61388
1.66679,-0.0525947
-0.309643,2.24468
-0.927278,-0.544868
-0.927278,-0.832027
-0.680224,-0.339754
0.184465,-0.421799
0.8021,-0.257708
0.184465,0.972974
0.8021,1.50627
-1.17433,-1.24225
0.184465,-0.462822
1.66679,2.20366
-0.927278,0.76786
-0.927278,0.931951
-0.927278,-0.832027
-0.680224,-0.339754
1.41973,0.0294508
-0.927278,0.439678
0.184465,1.67036
0.555046,0.644792
0.8021,0.480701
-0.680224,0.685815
-0.680224,0.972974
-0.680224,-0.0115719
-0.927278,-0.749982
1.66679,-0.462822
-0.680224,-1.24225
-0.927278,-0.749982
-0.927278,-1.3243
0.555046,-0.339754
0.555046,0.0294508
-0.43317,-0.339754
0.8021,0.234565
0.184465,-0.708959
-0.803751,0.0294508
0.184465,-0.462822
0.555046,-0.832027
0.184465,0.152519
-0.680224,-1.24225
0.184465,1.58832
0.555046,2.61388
-0.927278,-1.03714
-0.0625892,-0.749982
0.184465,0.275587
0.431519,-0.339754
-0.680224,1.014
-0.680224,0.972974
1.66679,0.726838
1.66679,0.76786
-0.927278,1.17809
-0.556697,-0.257708
-0.680224,-0.832027
-0.680224,-1.24225
1.66679,-0.462822
-0.927278,2.61388
-0.680224,-0.175663
-0.0625892,-1.03714
-0.927278,-0.339754
1.41973,0.152519
0.184465,0.644792
1.66679,-0.257708
1.41973,-0.544868
-0.680224,-0.257708
0.184465,-0.257708
-0.680224,-0.544868
1.66679,-0.462822
0.555046,-0.0115719
-0.680224,-1.24225
-0.927278,-1.3243
1.66679,-0.462822
0.184465,0.152519
-0.927278,-0.503845
-0.927278,-1.3243
0.8021,-0.749982
0.8021,2.16263
1.66679,-0.462822
-0.680224,-0.749982
1.41973,0.562747
-1.17433,-0.257708
0.8021,-0.749982
-0.927278,-0.0115719
-0.680224,0.193542
-0.680224,-0.832027
-0.927278,-0.462822
-0.680224,-1.24225
0.555046,-0.175663
-0.927278,-0.462822
7.71961,1.54729
-0.803751,2.12161
1.41973,1.05502
-0.680224,-1.24225
-0.556697,-0.339754
-0.186116,-0.749982
-0.43317,-0.257708
-0.0625892,0.152519
-0.927278,-1.3243
0.555046,1.21911
-0.927278,-0.955095
0.184465,0.0294508
0.184465,0.31661
-0.927278,-1.3243
0.307992,0.193542
1.66679,1.46525
-0.680224,-0.380777
0.8021,-0.749982
-0.680224,-0.749982
-0.680224,0.726838
3.51969,0.152519
-0.186116,1.75241
0.184465,-0.832027
-0.927278,-0.0525947
-0.927278,1.71138
0.184465,-0.257708
0.8021,0.234565
0.555046,0.275587
