Model,num_rows,num_cols,acc,std
TabPFN,3,0.428,0.015654426245029267
TabPFN,5,0.452,0.01574623586588058
TabPFN,15,0.538,0.015773547629015002
LR,3,0.442,0.015712507211864152
LR,5,0.455,0.015755101498347232
LR,15,0.559,0.015708779894242766
CatBoost,3,0.431,0.01566794448817344
CatBoost,5,0.457,0.0157606915901365
CatBoost,15,0.523,0.015802554246726087
R_Forest,3,0.433,0.01567663091218125
R_Forest,5,0.455,0.015755101498347232
R_Forest,15,0.51,0.015816135752773183
KNN,3,0.43,0.01566350361015521
KNN,5,0.468,0.015786868759359005
KNN,15,0.51,0.015816135752773183
SVC,3,0.422,0.015625625112620622
SVC,5,0.446,0.015726771166750392
SVC,15,0.536,0.015778243024904673
FTTransformer,3,0.431,0.01566794448817344
FTTransformer,5,0.455,0.015755101498347232
FTTransformer,15,0.536,0.015778243024904673
