0.874081,-1.85064,0.882318,-2.29853,-1.84966,0.944747,2.67768,-1.85043,0.956647,-2.34525,2.8052,-2.29795,2.79069,-2.29118,-1.85284,0.880336,-2.31418,0.938555,2.55345,-1.85796,-2.28185,-2.32895,-1.84532,3.02013,-1.99761,2.67367,0.90104,-2.28448,2.56228
0.694317,-0.885216,0.702961,0.507,-0.667444,0.825281,0.443891,-0.678082,0.536498,0.811008,0.398194,0.813675,0.614851,0.520443,-0.673002,1.18024,0.626179,0.519432,0.494297,-0.393543,0.798446,0.607934,-1.17557,0.401806,-0.441809,0.444834,0.90104,0.82604,0.286606
1.13776,0.173983,1.38047,1.06881,-0.130316,1.44645,0.695836,-0.145817,1.45324,1.22898,0.585482,1.05711,0.8124,1.25579,-0.0642109,0.951145,0.87395,1.15925,0.696517,-0.37835,0.989676,1.24675,-0.118103,0.795625,0.238656,0.690109,1.29398,1.29391,0.704446
1.11377,0.154471,1.12146,1.29606,-0.224114,1.36288,0.709818,-0.238451,1.07669,1.03019,0.719128,1.0328,0.720989,1.31121,-0.156824,1.12026,1.1967,1.05831,0.705492,-0.173881,1.01847,1.04627,-0.20815,0.882722,-0.0713797,0.710172,1.38076,1.04509,0.709986
-0.623951,0.154471,-0.851461,-0.194383,0.0714393,-1.1459,-0.619816,0.0546358,-0.904015,-0.197242,-0.832052,-0.194315,-0.818022,-0.00673584,0.433094,-0.97905,-0.207654,-0.917562,-0.667277,0.411885,-0.213651,-0.356415,0.387187,-0.827203,0.150878,-0.616517,-0.718009,-0.181592,-0.666002
1.11377,-0.142582,0.822532,0.901528,-0.445779,1.06421,0.709818,-0.458267,0.776583,1.03019,0.719128,0.8575,0.880198,1.13548,-0.156824,1.36018,1.02115,1.05831,0.705492,0.119002,1.23849,1.04627,-0.431401,0.722417,-0.367723,0.710172,1.1409,1.04509,0.498296
-0.0653279,-0.34659,0.182899,-0.632941,-0.354163,0.303606,-0.188591,-0.66699,0.558919,0.404567,0.223595,0.104427,0.605016,-0.794014,-0.360797,0.34843,0.0908602,-0.180994,0.281507,-0.37835,0.214557,0.419487,-0.343277,0.589851,0.387769,0.433152,0.689713,-0.227366,0.498317
1.47329,-1.99917,1.18125,-2.29853,-1.84966,1.90047,3.20953,-1.85043,1.25675,-2.25758,2.8052,-2.16647,2.57842,-2.29118,-1.85284,1.48014,-2.18252,2.19593,2.76465,-1.85796,-2.36986,-2.15361,-1.84532,2.59265,-1.70127,2.83288,1.86048,-2.15305,2.56228
1.35345,0.154471,1.3606,1.20838,0.145328,1.12395,0.709818,0.127908,1.43682,1.20554,0.61215,1.25193,0.614851,1.22335,0.138135,0.940317,1.24058,1.41755,0.916687,0.119002,1.19448,1.22161,0.163936,0.829287,-0.0713797,0.710172,1.26083,1.26414,0.921677
0.634395,-1.85064,1.48017,-1.904,-1.62799,0.944747,1.5076,-1.4108,1.91699,-2.25758,2.8052,-2.29795,2.36614,-2.29118,-1.85284,1.48014,-1.78755,0.399683,1.97266,-1.41863,-2.28185,-2.24128,-1.84532,3.02013,-1.99761,2.83288,1.20086,-2.28448,2.77397
-0.967647,-0.0491197,-0.954791,-0.152961,0.168146,-0.839239,-0.812893,-0.145817,-0.812368,-0.0727215,-0.913765,0.0178195,-0.535595,-0.139822,-0.0642109,-1.2789,0.00385019,-0.851115,-0.807895,-0.081663,-0.0868779,0.288867,0.182128,-0.902011,0.238656,-1.00581,-0.277118,0.0334246,-1.04765
-0.0653279,-0.34659,-0.535642,0.0215773,0.541225,-0.177592,-0.188591,0.822077,-0.931611,-0.68018,0.0168019,-0.415218,-0.120827,-0.314273,-0.0642109,0.107344,0.26488,0.0626868,-0.0816273,0.51171,0.214557,-0.973796,-0.0430456,-0.130358,-0.656024,-0.183544,-0.82096,-0.705481,-0.0685379
-0.546565,0.54582,-0.535642,0.0215773,0.541225,-0.478341,-0.760868,0.151996,-0.454641,0.231008,-0.913765,0.104427,-0.483749,0.20908,0.528961,-0.857001,0.0908602,-0.485595,-0.807895,0.51171,0.0423086,0.419487,0.857647,-0.696237,0.685995,-0.748849,-0.337545,0.51154,-0.635393
0.0951039,1.19416,0.344248,0.9892,1.40143,0.407152,0.018408,0.787354,0.716562,0.50415,0.0237715,0.813675,0.190296,1.00369,0.949272,0.100594,0.582293,0.160184,0.230303,0.631548,0.3144,0.695602,1.42903,-0.185981,1.03991,0.232564,0.361357,1.00128,0.445373
0.2956,0.54582,-0.176372,0.196116,0.765071,-0.59864,-0.0845409,0.747623,0.0819493,0.491347,0.0168019,0.191034,-0.742979,0.20908,0.528961,0.167615,0.52591,-0.180994,-0.60039,1.10508,0.645179,0.114706,0.78259,-0.181801,0.536882,-0.646066,-0.518826,0.0334246,-0.377731
-0.0846599,-1.18227,-0.0742499,0.156309,-0.962998,0.287687,-0.194333,-0.97117,0.296412,0.197291,0.0237715,0.0686388,-0.12812,-0.00673584,-0.894221,-0.139327,0.0556615,0.040434,-0.0864901,-0.906088,0.00636995,0.0380916,-0.95232,0.0277598,-1.18267,0.0202937,0.121498,0.0812685,-0.0838528
1.13776,0.768923,0.602048,-2.11652,-1.4734,1.08555,1.99646,-1.48598,0.797403,0.0140583,1.05077,-1.06477,0.138403,-1.44821,-0.434944,0.830602,-1.99738,1.09833,2.20093,-1.5651,-1.37874,0.724268,-1.24397,-0.233245,1.13334,0.690109,0.327151,0.555005,1.2713
-2.1819,-0.885216,-2.16674,-1.07111,-0.889109,-2.10162,-1.68352,-1.19099,-1.92438,-0.591774,-0.992519,-1.027,-2.14476,-1.06109,-1.18918,-1.45889,-0.90983,-2.35456,-1.72325,-0.906088,-0.30166,-1.14543,-0.654652,-1.36155,-0.738152,-1.83707,-2.63688,-1.18922,-1.51276
0.874081,-1.25653,0.643176,0.200145,-0.667444,0.646083,0.816189,-0.16518,0.356433,-1.77537,1.30751,-0.588746,1.88852,-1.89579,-0.967961,1.06028,1.06504,0.878681,0.758291,-0.173881,-0.213651,-1.4961,-1.62207,2.11173,-1.47901,0.816308,0.78111,-1.27684,2.08597
-1.0434,1.04563,-0.134035,0.375491,0.662546,-0.369373,-0.779373,0.64081,-0.363823,-0.0218938,-0.885541,0.331593,-0.234259,0.388648,0.433094,-0.91907,0.0117755,-0.378689,-0.350484,0.411885,-0.0376343,0.34493,0.684855,-0.666897,0.669479,-0.404247,-0.178326,0.519369,-0.348466
0.874081,-1.25653,0.643176,-0.895765,-0.667444,-0.130442,1.77353,-1.19099,-0.123737,-2.1699,2.10984,-2.03499,1.30475,-0.182462,-1.70536,1.06028,-2.05087,0.639182,0.599895,-1.71152,-2.19384,-1.4961,0.0895186,2.27204,-1.25675,1.61232,0.78111,-1.67114,-0.136775
0.39471,1.41695,0.404034,0.857691,1.40143,0.526618,0.018408,1.37353,0.836604,0.372639,-0.136695,0.638372,-0.12812,1.04762,1.39171,-0.139327,0.626179,0.519432,0.283102,1.07087,0.358404,0.607934,1.42903,0.0277598,1.18808,0.232564,0.121498,1.00128,0.286606
0.2956,1.58697,0.542169,0.894269,1.362,0.664504,-0.0845409,1.04544,0.380055,1.05542,0.223595,0.927198,0.501325,0.906884,1.27043,0.589516,0.743435,0.123607,0.177754,1.25343,1.03274,1.07259,1.75834,0.229747,1.80434,0.124804,0.870994,0.946191,0.189123
-0.623951,-1.3308,-0.851461,-0.545074,-1.48022,-0.668037,-0.407075,-1.48407,-0.66393,-0.547937,-0.0832064,-0.676397,-0.446537,-0.709641,-1.33666,0.0406134,-0.514856,-0.678063,-0.456082,-1.56508,-0.213651,-0.838589,-1.47324,-0.453157,-1.18267,-0.616517,-1.19773,-0.663503,-0.666002
0.155025,1.11989,0.702961,0.857691,1.10588,0.825281,-0.194333,1.08044,0.836604,0.591823,0.0237715,0.813675,0.243365,0.696169,1.09675,0.100594,0.450635,0.519432,0.705492,0.485106,0.578425,0.827105,1.13136,0.0277598,1.48442,0.444834,0.361357,0.82604,0.286606
0.874081,1.49121,0.882318,0.9892,0.810323,0.407152,0.390706,1.08044,0.176369,1.46856,0.61215,1.20811,0.402573,1.00369,1.76041,0.880336,1.1967,0.699056,-0.192088,1.72986,1.23849,1.48462,0.833689,0.615546,1.70668,0.232564,0.90104,1.00128,-0.189698
0.874081,-0.439636,1.18125,0.813855,-0.371891,0.944747,0.390706,-0.384995,1.25675,0.854845,0.61215,0.813675,0.402573,1.00369,-0.451783,0.880336,0.801723,0.938555,0.599895,-0.466764,1.06247,0.870939,-0.356984,0.615546,-0.441809,0.604037,1.20086,0.82604,0.604141
-1.94222,-0.736689,-1.5091,-1.02727,-0.962998,-1.56403,-1.52397,-1.26426,-1.38419,-1.16165,-0.671585,-1.11465,-0.234259,-1.01716,-0.746742,-0.97905,-1.43646,-1.81568,-1.24806,-1.05253,-1.31376,-1.14543,-0.729069,-0.239416,-0.664066,-1.09413,-0.718009,-1.1016,-0.877692
-1.08796,-0.123487,-1.31406,-0.152961,0.0935307,-0.899389,-1.07302,-0.22027,-1.52782,-0.333061,-1.22395,-0.458522,-1.20959,-0.314273,-0.138357,-1.21863,-0.17017,-1.3994,-0.859772,-0.155835,-0.345251,-0.320695,-0.193161,-1.21067,-0.0595707,-1.26276,-1.42523,-0.314296,-1.20225
-0.504109,-1.70211,-0.193821,-0.501237,-1.5541,-0.608304,-0.247519,-1.33753,-0.603908,-0.460263,-0.350651,-0.194315,-0.18119,-0.665709,-1.4104,-0.319268,-0.383198,-0.199065,-0.192088,-1.41863,-0.477677,-0.444083,-1.54766,-0.346286,-1.40492,-0.245044,-0.298255,-0.181592,-0.401389
-0.983479,-0.0683189,-1.21017,-0.501237,-0.150226,-1.08617,-0.832558,0.127908,-1.08408,-0.635611,-0.93903,-0.194315,-0.924161,-0.841435,0.138135,-1.27895,-0.207654,-1.09719,-0.825673,0.119002,-0.477677,-0.268747,-0.133733,-0.934073,-0.0713797,-1.04106,-0.777973,-0.356832,-0.824769
-0.144581,1.04563,0.344248,0.813855,0.958099,0.646083,-0.194333,1.15371,0.65654,0.328802,-0.457629,0.682198,-0.075051,1.00369,0.728053,0.0406134,0.494521,0.639182,0.0191076,0.704768,0.3144,0.5641,1.20577,-0.0791105,0.965822,0.0202937,0.301392,0.86985,0.0219924
