0.170472,-0.792995,2.33909,-1.26839,-0.254333,-0.592394,-0.0857457,-1.01052,2.04256,-0.278242,-0.822399,-0.207101,-0.870385,-0.641371,-0.211518,-1.2282,-0.181335,-0.370584,1.52435,0.0851546
0.0871012,-0.982332,0.053809,-1.15167,-0.451442,-0.721706,-0.361173,-0.896691,-0.701251,-0.505863,1.62887,0.0233714,-0.675696,2.05001,-0.428182,-1.03143,0.385499,0.10185,-0.870318,1.68287
-0.24478,1.02065,-0.738634,-1.48626,1.25334,2.66751,0.0334188,-1.27094,-0.725413,3.60259,0.166854,-0.0376152,-0.680135,1.06889,1.20903,-1.2083,0.194431,-0.041974,-1.24218,-1.12841
0.0237712,-0.140281,-0.920336,1.16637,-0.440054,-0.18355,-0.415134,1.64273,-0.682063,0.37307,-0.897599,-0.644645,-0.651597,-0.283157,1.88785,1.3813,-0.491289,-0.602704,0.151168,-0.210408
0.137605,2.73092,-0.397643,-1.04274,-0.152712,-0.556775,-0.029536,-1.15165,-0.359429,-0.236549,-0.839305,0.250298,-0.88941,-0.618466,-0.149489,-1.33358,-0.190889,-0.39243,-0.337921,-0.102722
-0.685685,0.998233,-0.947551,-1.57185,1.35408,0.750286,0.145838,-1.38711,-0.863989,3.011,-0.634109,-0.482959,1.7817,2.05001,1.33745,-1.19651,4.25674,3.45713,1.52435,-1.11848
-0.881286,-1.22025,2.33909,-0.477553,-0.586353,-0.842501,-0.529802,-1.11734,2.04256,-0.70306,-0.808409,-0.660955,1.7817,-0.873606,-0.560976,0.138824,-0.0210507,1.19054,-1.01891,-1.06502
-0.563835,-0.304705,-0.290383,1.16637,-0.447938,-0.256337,-0.431997,0.221373,-0.345927,-0.00892775,1.62887,-0.373041,-0.76004,-0.235438,-0.447402,1.3813,-0.487043,-0.544446,-0.853144,-0.76411
-0.67847,-0.684625,-0.556932,1.16637,-0.301639,-0.521156,-0.237512,0.110658,-0.356587,-0.112597,-0.324566,1.89552,-0.35671,-0.561839,-0.302377,1.3813,-0.325697,-0.460701,-0.558198,-0.463201
-0.818758,-1.23146,2.33909,-1.21534,-0.0397026,-0.850244,-0.109354,-1.13683,2.04256,-0.590376,1.62887,-1.28359,1.7817,-0.835431,-0.194045,-0.362295,-0.195135,-0.350557,-1.14212,-1.03905
0.313967,0.0390913,-0.416054,-1.27334,-0.28149,-0.596265,-0.0655102,1.64273,2.04256,-0.299652,-0.83056,0.299939,-0.888141,-0.647098,-0.240348,-1.19504,-0.188766,-0.376045,1.52435,1.68287
-0.902129,-1.17167,2.33909,-0.523532,-0.537294,-0.764294,4.59764,-1.15243,2.04256,-0.632069,-0.796167,-1.246,1.7817,-0.836067,-0.478853,0.0850271,1.5733,-0.323249,-1.03683,-1.08717
-0.915757,-0.200071,-0.994777,1.16637,-0.462831,2.47626,-0.229642,1.64273,-0.932211,-0.508117,-0.811323,-0.726196,-0.880531,-0.706906,-0.436919,-0.527369,0.0723601,-0.327801,1.48254,1.49652
-0.582273,-0.56878,-0.64258,1.16637,-0.370846,-0.452241,-0.337565,0.158998,0.305026,-0.0179425,1.62887,1.89552,1.7817,-0.505848,-0.378384,1.3813,-0.411678,-0.534433,0.0996457,-0.38301
-0.656826,-0.684625,0.563694,1.16637,-0.202646,-0.529673,-0.19142,-0.110772,-0.249989,-0.24331,-0.753029,1.89552,1.0486,-0.660459,-0.160847,0.0997659,-0.277931,-0.419738,-0.216209,-0.260814
2.01265,0.780246,-0.360022,-0.886412,0.920439,0.397968,0.513449,-0.650311,-0.136997,-0.253451,-0.377031,-0.142569,-0.00157647,0.197219,1.45277,-1.08671,0.388683,0.149184,-0.67991,-0.548739
0.230596,-0.876453,-0.897923,-1.21039,-0.369094,2.40347,-0.238636,-0.967642,-0.847644,-0.401067,-0.744868,0.171583,-0.807602,2.05001,-0.337323,-1.12134,0.210353,0.0399509,1.52435,1.68287
-0.859642,-1.27132,2.33909,-1.33347,-0.532914,-0.879668,0.134596,-1.14385,2.04256,-0.661367,-0.785674,-1.29493,1.7817,-0.865335,-0.0219373,-0.345345,-0.157983,-0.331442,-1.16004,-1.06349
-0.489282,-0.0642967,-0.347215,0.434244,3.43731,-0.17813,-0.451109,1.14218,-0.871095,0.0857266,-0.910424,-0.318437,-0.829798,-0.276158,-0.39411,1.3813,-0.518888,-0.627281,0.173569,1.68287
2.01265,0.698034,-1.00278,-1.2698,-0.302515,-0.593942,-0.168936,-1.02846,-0.939317,-0.315428,-0.818902,0.295684,-0.886239,2.05001,-0.276168,-1.15671,0.155156,-0.345096,-1.00248,1.68287
-0.775469,-0.873962,-0.438466,1.16637,0.0172402,-0.628787,-0.203786,1.64273,-0.399936,-0.275988,-0.245286,-1.08715,-0.263487,-0.651552,-0.268305,1.3813,-0.283238,-0.4252,-0.0190797,-0.537283
-0.378655,0.732912,-0.37283,-0.810016,-0.306019,0.411906,2.0491,-0.669024,-0.132733,0.213059,-0.460975,0.473679,0.00539937,0.194037,3.44381,-1.11324,0.434327,0.176492,-0.707538,-0.607546
0.0975226,-0.021945,-0.294386,1.16637,-0.162348,-0.399587,-0.0868699,1.64273,0.429389,-0.0258303,-0.809575,0.0822306,1.7817,-0.465764,-0.0595041,-0.329869,-0.186643,-0.36057,-0.259517,-0.155419
-0.882088,-0.166439,-1.0372,-0.703203,-0.234184,-0.162643,-0.346559,-0.429661,-0.947135,4.48941,-0.789172,-0.684357,-0.871019,2.05001,-0.376637,-1.09629,-0.40637,-0.5226,1.52435,1.68287
2.01265,0.912284,-0.645782,-1.34691,1.03783,0.600841,4.59764,-1.11188,-0.624501,1.45145,1.62887,-0.0957652,-0.611645,0.342922,1.06226,-1.24073,4.25674,1.25972,-0.753833,-0.67399
-0.581471,-0.238686,-0.33841,-0.214412,-0.428665,-0.282664,-0.412886,1.18506,-0.539223,0.207425,1.62887,-0.397152,-0.748625,-0.362053,-0.426435,1.3813,-0.483859,-0.595422,0.142954,-0.775566
0.124779,2.71846,-0.716222,-1.16794,-0.240316,2.21299,-0.029536,-0.791434,-0.935764,-0.254578,-0.837556,0.234697,-0.895117,2.05001,-0.151237,-1.32916,4.25674,-0.388789,-0.791915,-0.108068
-0.238367,-0.376952,0.388396,-1.0965,-0.447938,-0.325252,-0.446612,-0.867063,0.683801,0.304333,1.62887,-0.801366,1.7817,-0.0369247,-0.440413,1.3813,-0.513581,-0.62364,-0.887492,-0.779385
