Model,num_rows,num_cols,acc,std
TabPFN,3,0.428,0.015654426245029267
TabPFN,5,0.472,0.015794475789511517
TabPFN,15,0.629,0.015283736211823093
LR,3,0.457,0.0157606915901365
LR,5,0.529,0.015792669451628764
LR,15,0.648,0.01511040450564856
CatBoost,3,0.458,0.015763390640483554
CatBoost,5,0.531,0.015788865959538965
CatBoost,15,0.679,0.014770821817934751
R_Forest,3,0.463,0.015775927227262423
R_Forest,5,0.531,0.015788865959538965
R_Forest,15,0.693,0.014593284892852738
KNN,3,0.492,0.015817274929209084
KNN,5,0.585,0.015589035185604594
KNN,15,0.676,0.014806864733738986
SVC,3,0.481,0.015807874268505835
SVC,5,0.552,0.01573351656634789
SVC,15,0.656,0.015029633724408917
FTTransformer,3,0.463,0.015775927227262426
FTTransformer,5,0.526,0.0157978977580428
FTTransformer,15,0.673,0.014842213153411162
