0.589094,0.525186,-0.343286,-1.70573,0.380829
0.589094,-0.814039,0.309576,-0.124053,-1.51403
0.589094,-0.814039,0.0919555,1.45762,-0.5666
-1.41382,-0.814039,0.164496,-0.914891,0.380829
0.589094,0.525186,-0.270746,-0.124053,-1.51403
-1.41382,0.525186,-1.57647,-0.124053,0.380829
0.589094,0.525186,-1.14123,-1.70573,1.32826
-1.41382,-0.814039,-0.0531251,-0.124053,0.380829
0.589094,-0.814039,0.309576,1.45762,1.32826
0.589094,0.525186,-1.57647,-0.124053,0.380829
0.589094,0.525186,-0.633447,-0.124053,-1.51403
0.589094,1.86441,1.10752,-0.124053,1.32826
0.589094,-0.814039,0.599737,-0.124053,0.380829
0.589094,-0.814039,0.527197,-0.124053,0.380829
-1.41382,-0.814039,0.164496,-0.124053,-1.51403
0.589094,-0.814039,0.0194152,-0.124053,0.380829
0.589094,0.525186,-0.270746,1.45762,-0.5666
0.589094,0.525186,-0.851068,1.45762,1.32826
0.589094,0.525186,-1.79409,3.0393,0.380829
-1.41382,-0.814039,0.164496,-0.124053,0.380829
0.589094,-2.15326,-1.86663,-1.70573,0.380829
-1.41382,-0.814039,0.817358,-0.124053,1.32826
0.589094,-0.814039,0.889899,-0.124053,1.32826
0.589094,0.525186,-0.633447,-0.124053,1.32826
-1.41382,-0.814039,0.817358,1.45762,1.32826
-1.41382,-0.814039,0.0919555,-0.124053,-0.5666
-1.41382,-0.814039,0.962439,-0.914891,-1.51403
-1.41382,0.525186,-1.64901,-0.124053,-1.51403
0.589094,-0.814039,0.599737,1.45762,0.380829
0.589094,0.525186,-0.923609,-0.124053,-1.51403
0.589094,0.525186,-1.28631,-0.124053,0.380829
-1.41382,0.525186,-1.50393,1.45762,1.32826
0.589094,-0.814039,-0.0531251,1.45762,-0.5666
0.589094,1.86441,1.18006,-1.70573,-0.5666
0.589094,0.525186,-1.72155,-1.70573,0.380829
0.589094,-2.15326,1.83292,-1.70573,-1.51403
0.589094,1.86441,1.2526,-0.124053,0.380829
-1.41382,-0.814039,-0.0531251,-0.124053,0.380829
0.589094,0.525186,-1.43139,1.45762,0.380829
0.589094,0.525186,-1.14123,-0.124053,-1.51403
0.589094,1.86441,1.03498,1.45762,0.380829
-1.41382,0.525186,-1.06869,1.45762,0.380829
0.589094,0.525186,-0.198206,-1.70573,-1.51403
0.589094,0.525186,-0.778528,-0.124053,1.32826
0.589094,0.525186,-0.996149,-0.124053,0.380829
-3.41674,0.525186,-0.705988,-0.124053,-1.51403
-1.41382,-0.814039,0.0919555,-0.914891,0.380829
-1.41382,-0.814039,0.454657,-0.124053,0.380829
0.589094,-0.814039,0.0194152,1.45762,-0.5666
-1.41382,0.525186,-1.43139,-0.124053,0.380829
0.589094,0.525186,-0.705988,-0.124053,0.380829
0.589094,0.525186,-0.851068,-1.70573,1.32826
-1.41382,-0.814039,0.527197,-0.124053,-1.51403
0.589094,-0.814039,0.962439,-1.70573,-1.51403
-1.41382,1.86441,1.18006,1.45762,0.380829
0.589094,-0.814039,1.01322,-0.124053,-0.5666
0.589094,-0.814039,0.998709,1.45762,0.380829
-1.41382,-0.814039,0.237036,-0.124053,0.380829
0.589094,0.525186,-0.415827,-0.124053,1.32826
0.589094,-0.814039,0.454657,1.45762,1.32826
0.589094,1.86441,1.6153,-0.124053,1.32826
0.589094,-0.814039,0.382117,-0.124053,-1.51403
0.589094,0.525186,-1.64901,-0.124053,0.380829
0.589094,-0.814039,0.237036,1.45762,-0.5666
0.589094,-0.814039,0.527197,1.45762,-0.5666
0.589094,0.525186,-0.488367,-1.70573,0.380829
0.589094,-0.814039,0.382117,-0.124053,1.32826
-1.41382,-0.814039,0.237036,-0.124053,0.380829
0.589094,0.525186,-1.79409,1.45762,0.380829
0.589094,0.525186,-1.35885,-0.124053,0.380829
-1.41382,0.525186,-1.64901,-0.124053,0.380829
-3.41674,0.525186,-1.79409,-1.70573,0.380829
0.589094,1.86441,1.47022,-0.124053,0.380829
-1.41382,-0.814039,0.926169,-0.124053,0.380829
0.589094,1.86441,1.10752,-0.124053,1.32826
0.589094,0.525186,-1.43139,-0.124053,0.380829
0.589094,-0.814039,0.889899,-1.70573,0.380829
-1.41382,-0.814039,0.962439,-0.124053,-1.51403
0.589094,0.525186,-1.21377,-0.124053,1.32826
-1.41382,-0.814039,0.962439,-0.914891,-1.51403
0.589094,0.525186,-0.198206,-0.124053,0.380829
0.589094,1.86441,1.6153,-0.124053,-1.51403
0.589094,1.86441,1.39768,-0.124053,-1.51403
0.589094,0.525186,-0.488367,1.45762,0.380829
-1.41382,0.525186,-0.198206,-0.124053,-1.51403
0.589094,1.86441,1.54276,-0.124053,0.380829
0.589094,-0.814039,-0.125665,1.45762,0.380829
0.589094,-0.814039,0.817358,-0.124053,1.32826
0.589094,-0.814039,0.962439,-0.124053,-1.51403
0.589094,0.525186,-1.06869,-0.124053,-1.51403
0.589094,0.525186,-0.560907,-0.124053,0.380829
0.589094,-0.814039,0.672278,-0.124053,1.32826
0.589094,-0.814039,0.309576,-1.70573,-1.51403
0.589094,-0.814039,0.744818,-0.124053,0.380829
-1.41382,-0.814039,0.237036,-0.124053,0.380829
0.589094,-2.15326,1.90546,-1.70573,-1.51403
0.589094,1.86441,1.39768,-0.124053,-1.51403
0.589094,-0.814039,0.164496,1.45762,-0.5666
0.589094,1.86441,1.68784,-0.124053,0.380829
0.589094,-0.814039,0.0919555,-0.124053,0.380829
