Model,num_rows,num_cols,acc,std
TabPFN,3,0.538,0.015773547629015002
TabPFN,5,0.681,0.014746404865473359
TabPFN,15,0.888,0.009977753031397177
LR,3,0.582,0.015605111967541902
LR,5,0.752,0.013663187134877524
LR,15,0.917,0.008728527206074758
CatBoost,3,0.562,0.015697210019694662
CatBoost,5,0.69,0.014632638658632765
CatBoost,15,0.873,0.010534798620855643
R_Forest,3,0.542,0.015763390640483554
R_Forest,5,0.665,0.014933117490932627
R_Forest,15,0.867,0.010743669132397294
KNN,3,0.567,0.015676630912181255
KNN,5,0.738,0.013912208651021213
KNN,15,0.937,0.00768700787628646
SVC,3,0.577,0.015630589090476255
SVC,5,0.739,0.013895037677965185
SVC,15,0.854,0.011171786285496553
FTTransformer,3,0.555,0.015723301886761007
FTTransformer,5,0.705,0.014428554438445427
FTTransformer,15,0.871,0.010605256784796466
STUNT,3,0.704,0.014442734941575042
STUNT,5,0.74,0.01387777332977422
STUNT,10,0.845,0.01145015747079952
STUNT,15,0.874,0.010499249222407964
