0.269086,-1.56443,-0.0720007,-0.0837922,-1.21813,0.0904398,0.0538051,0.0321704,-1.21367,-0.468291,-0.162208,-1.46593,-0.0713481,-1.32305,-0.133342,0.167731,-0.0737913,0.0638254,-0.279674,-0.916821,-0.0624052,0.0642061,0.0394964,-0.161014,0.37688,-0.542452,-0.0593069,0.0150636,-0.0627557,-1.21837,-0.0962724,-0.835573,0.257919,-0.529891,-0.815041,-0.00092322,-0.645473,-1.10337,-0.161135,-0.532819,-0.47461,-0.527708,-1.07832,-0.553361,-0.440962,-0.467437,-0.444321,-0.475278,-0.245949,0.061417,-0.423848,-0.833318
-0.579361,0.670122,-0.833519,-0.819617,0.527562,-0.838575,-0.670806,-0.772995,0.492809,0.696553,-0.140864,0.796266,-0.74594,0.372114,-0.660881,-0.432554,-0.867595,-0.815047,-0.743544,0.829161,-0.176209,-0.837511,-0.713867,0.0244314,-0.679785,1.00747,-0.828917,-0.574663,-0.470153,0.88228,-0.285861,0.351948,-0.485572,0.913379,0.689983,-0.379691,0.813465,0.191867,-0.0144928,0.230617,0.172904,0.919599,0.536534,1.04312,-0.159918,0.80642,0.186855,0.561097,-0.249924,-0.450821,-0.098252,0.746791
-0.451419,-1.8416,-0.746669,-0.336929,-1.57574,-0.573606,-0.546529,-0.930928,-0.918785,-1.41429,-1.27872,-1.80125,-0.639895,-1.71171,-0.558293,-1.33748,-0.865897,-0.704555,-0.385703,-1.37069,-0.882724,-0.457939,-1.01961,-1.21897,-0.996984,-1.16621,-0.961176,-0.743161,-0.937988,-1.68341,-1.35929,-1.2797,-0.312224,-1.19894,-1.48132,-0.49362,-1.38124,-1.79192,-0.782756,-1.57457,-0.973336,-1.27663,-1.59566,-1.0765,-1.3801,-1.31301,-1.14827,-1.50536,-0.74358,-0.956175,-1.01439,-1.12025
-0.610813,0.50801,-0.619697,-0.392865,0.319093,-0.46459,-0.454494,-0.503464,-0.165147,0.332958,-0.172713,0.676834,-0.553238,-0.0304524,-0.441374,-0.271277,-0.517243,-0.372539,-0.539083,0.148325,-0.0607419,-0.448035,-0.396088,-0.166969,-0.304396,0.2945,-0.495133,-0.337405,-0.332691,0.422824,-0.156564,0.123234,-0.496945,0.339695,0.360538,-0.371736,0.279007,0.0369864,0.0924183,0.0678032,0.259452,0.408208,0.169016,0.290613,-0.345478,0.246336,-0.243855,0.175151,-0.471631,-0.176024,-0.380944,0.0492017
-0.378301,0.825087,-0.435828,-0.541899,0.688466,-0.511557,-0.420474,-0.414808,0.617772,0.62293,0.0601746,0.921876,-0.43319,0.449693,-0.493205,-0.172505,-0.438119,-0.48289,-0.541958,0.966955,0.0711359,-0.534808,-0.372377,0.195425,-0.370782,1.15137,-0.424665,-0.421322,-0.328949,1.05032,-0.0429309,0.553201,-0.331967,0.884008,0.773171,-0.267238,0.916883,0.266426,0.213717,0.197177,0.391228,1.03775,0.609656,1.02456,-0.0684902,0.757726,0.348087,0.4841,-0.200778,-0.186464,-0.0953796,0.852516
-0.973258,-1.4259,-0.937484,-1.04167,-1.4991,-1.05533,-0.933301,-1.0395,-1.62311,-1.33032,-1.42503,-1.38782,-0.959539,-1.23327,-1.08682,-1.28841,-0.978981,-1.12175,-1.03938,-1.40285,-1.50977,-1.05561,-1.12979,-1.49669,-1.20818,-1.30978,-1.01123,-1.05956,-1.15116,-1.39111,-1.36112,-1.56664,-0.978322,-1.30457,-1.29686,-1.02715,-1.31495,-1.23179,-1.57683,-1.27123,-1.58493,-1.32493,-1.249,-1.27622,-1.18925,-1.32217,-1.58695,-1.29845,-1.10124,-1.35048,-1.13834,-1.46363
-0.390535,0.0219124,-0.491351,-0.553899,0.107826,-0.376923,-0.249347,-0.209923,0.0310702,-0.0696491,-0.209272,0.18721,-0.407931,0.122024,-0.394559,-0.0771094,-0.423987,-0.376418,-0.550011,0.433478,0.124693,-0.474317,-0.210118,-0.0269818,-0.385874,0.18567,-0.33096,-0.393635,-0.407961,0.366774,-0.286849,0.0717372,-0.427709,-0.122053,0.0564817,-0.465073,0.174159,0.0250201,-0.122106,-0.288973,-0.130072,0.332466,0.142094,-0.120576,-0.232085,-0.0443959,0.164223,-0.140809,-0.457339,-0.21997,-0.303608,0.31883
0.0423452,1.16877,-0.285638,-0.21184,1.13326,-0.299099,-0.214494,-0.1373,0.990132,2.01447,0.45141,1.31739,-0.293941,1.46147,-0.0551771,0.344851,-0.1892,-0.196567,-0.0811039,1.28852,0.568782,-0.36129,-0.212919,0.725239,0.0542973,2.04085,-0.0819947,-0.00873175,0.209606,1.37375,0.196612,1.009,0.243453,2.22637,1.86237,0.339099,1.75965,1.21588,0.807772,1.38451,0.78297,1.8747,1.69411,2.30069,0.754965,2.0428,0.949735,1.89224,0.586488,0.161542,0.839595,1.29044
-0.288302,0.665635,-0.402652,-0.334938,0.566531,-0.304367,-0.351018,-0.173598,0.576256,0.549069,0.277698,0.776201,-0.389673,0.694297,-0.373749,0.0398791,-0.342354,-0.264906,-0.362624,0.507666,0.458083,-0.340139,-0.0869054,0.512003,-0.0115136,0.995912,-0.235687,-0.287346,-0.181813,0.651504,0.129124,0.709119,-0.248356,0.525625,0.914927,-0.182593,0.905992,0.498906,0.465555,0.255243,0.517119,1.06155,0.813688,0.697052,0.134079,0.576139,0.422467,0.476609,-0.0997778,0.138868,-0.023425,0.43197
-1.00742,-0.85797,-1.18394,-1.20799,-0.946075,-1.36482,-1.06013,-1.30362,-0.948149,-0.4606,-1.16946,-0.76802,-1.11597,-0.603335,-1.08404,-1.24609,-1.25134,-1.40065,-1.13741,-0.711354,-1.20499,-1.28927,-1.28057,-1.14307,-1.33145,-0.289828,-1.30298,-1.03883,-0.989966,-0.673609,-1.20403,-1.03364,-0.959974,-0.324179,-0.450198,-0.915271,-0.389551,-0.68731,-1.17617,-0.702392,-1.11434,-0.341145,-0.52218,-0.255128,-0.863634,-0.389565,-1.103,-0.533125,-0.879983,-1.23753,-0.835069,-0.78279
