Model,num_rows,num_cols,acc,std
TabPFN,3,0.329,0.014865395385928355
TabPFN,5,0.365,0.015231776226264848
TabPFN,15,0.39,0.01543172505386673
LR,3,0.332,0.014899597242811567
LR,5,0.365,0.015231776226264848
LR,15,0.41,0.015560917136921657
CatBoost,3,0.324,0.014806864733738986
CatBoost,5,0.361,0.015195720118175047
CatBoost,15,0.422,0.015625625112620622
R_Forest,3,0.335,0.014933117490932629
R_Forest,5,0.354,0.015129868238451812
R_Forest,15,0.428,0.015654426245029263
KNN,3,0.334,0.01492201952373293
KNN,5,0.376,0.015325105508898101
KNN,15,0.402,0.015512467135714957
SVC,3,0.333,0.01491084616423003
SVC,5,0.37,0.015275252316519466
SVC,15,0.402,0.015512467135714959
FTTransformer,3,0.338,0.014965960710224387
FTTransformer,5,0.39,0.01543172505386673
FTTransformer,15,0.391,0.015438826294681773
