-0.0613266,-0.548653,1.99584,2.06874,-0.387902,-0.822466,-0.628721,0.893997,-0.0333704,-0.334923,-0.757225,3.02884,-1.49948,1.05177,0.368461,1.45843,-0.621305,-1.61361,0.308257,-0.79805,1.0362,-0.95479,1.33042,-0.0887169,-1.28589,-0.124988,-0.0472192,-0.287776,-0.195953,-1.48945,0.0,0.968403,-0.130397,-0.0590611,-1.14633,-0.919407,-0.505529,-0.524677,1.00849,-0.29448,0.786201,1.01082,-0.0235899,-1.14933,-0.531136,1.3175,-0.163992,-1.25963,-0.403463,-0.11419
-0.0613266,-0.548653,-0.108928,-0.447825,0.960377,-0.822466,-0.628721,-1.84905,-0.0333704,-0.334923,-0.757225,2.0754,0.88028,0.189792,0.544185,-1.08908,-1.32996,0.987127,1.11575,-0.79805,-1.54614,-0.95479,1.33042,-0.0887169,-0.264191,-0.124988,-0.0472192,-1.05254,-0.195953,-0.808091,0.0,0.735161,-0.130397,-0.0590611,1.05683,-1.09498,-0.261063,0.962199,-1.09463,-0.103164,-0.490044,0.508,-0.0235899,1.44146,-0.531136,-0.421716,0.646718,0.676688,-0.403463,-0.11419
-0.0868626,0.545535,-0.411513,-0.75154,-1.74787,0.02506,-0.093885,-0.448258,-0.0323592,-0.347565,-0.763807,-0.756858,-1.5474,-0.013357,0.411018,-0.77427,1.25843,-1.2213,0.450535,-0.803439,0.261744,-0.047684,-1.25413,-0.0930402,0.855054,-0.135315,-0.0485707,1.46699,-0.175718,0.476226,-0.0361835,-0.540264,-0.1537,-0.0236261,-1.1601,0.572715,-0.522725,1.29801,-0.535845,0.800206,-1.49237,1.0679,-0.0161733,1.1092,0.202541,1.1727,-0.69335,1.26387,-0.408178,-0.112928
-0.0613266,1.90543,1.69516,2.34836,-0.893507,1.43916,1.54139,-2.7634,-0.0333704,-0.334923,1.07226,0.168544,-1.3295,-0.672185,1.07135,-1.08908,-1.32996,-0.963428,-0.337734,0.818223,-0.992778,1.20068,-0.426907,-0.0887169,1.43865,-0.124988,-0.0472192,-1.05254,-0.195953,1.23598,0.0,-1.36402,-0.130397,-0.0590611,1.56525,1.36309,1.4502,1.29262,-1.09463,-1.82501,-1.44723,-0.246235,-0.0235899,0.955686,-0.531136,-1.21227,-0.772024,1.32213,-0.403463,-0.11419
-0.0868626,-0.571241,-0.411513,-0.75154,-0.903297,-0.835459,-0.645649,0.0131557,-0.0323592,-0.347565,-0.763807,-0.756858,1.16327,-0.636088,-0.438437,0.229744,1.4349,-0.425487,-0.36538,-0.803439,-0.290185,-1.56261,-0.620852,-0.0930402,-1.31075,-0.135315,-0.0485707,1.46699,-0.175718,-1.56482,-0.0361835,-0.98103,-0.1537,-0.0236261,-1.1601,-1.49414,-0.522725,1.29801,0.759603,1.18919,1.09237,1.0679,-0.0161733,1.272,0.543349,1.01294,-2.09561,-0.325581,0.0895778,-0.112928
-0.0868626,-0.571241,-0.411513,-0.172512,-0.734382,-0.835459,-0.645649,0.705276,-0.0323592,-0.347565,-0.355781,-0.756858,-0.192062,-0.636088,-0.268546,0.430547,0.729013,0.0519993,-1.50766,-0.803439,0.997649,-0.216009,-1.25413,-0.0930402,-1.31075,-0.135315,-0.0485707,-0.0702049,-0.175718,-1.56482,-0.0361835,-0.319881,-0.1537,-0.0236261,0.22499,-1.49414,-0.274479,-1.39761,0.543695,0.9947,0.60773,0.320175,-0.0161733,1.1092,-0.479074,-1.22363,-0.292703,-1.27925,-0.408178,-0.112928
-0.0868626,-0.571241,2.85118,-0.75154,0.954772,-0.835459,-0.645649,-2.75532,-0.0323592,-0.347565,-0.763807,0.539354,1.16327,-0.324723,-0.94811,-1.17588,-1.38865,0.84781,1.10327,-0.803439,-1.94597,0.457291,1.27897,-0.0930402,-1.31075,-0.135315,-0.0485707,-0.992519,-0.175718,-1.05456,-0.0361835,-0.98103,-0.1537,-0.0236261,0.917533,0.056001,-0.522725,1.29801,-1.18357,-1.14473,1.09237,-2.67073,-0.0161733,1.4348,-0.479074,0.0544079,-0.893673,-0.484525,-0.408178,-0.112928
-0.0613266,0.371629,-0.40961,-0.727444,-0.219367,-0.822466,-0.357458,0.893997,-0.0333704,-0.334923,0.0558813,-0.784887,-0.989535,-0.672185,0.895631,0.870544,-0.975633,-0.800882,-0.983725,-0.79805,1.0362,-0.457373,1.33042,-0.0887169,1.43865,-0.124988,-0.0472192,-1.05254,5.18004,0.72496,0.0,0.968403,-0.130397,-0.0590611,1.56525,-0.217101,3.40593,1.12741,1.21881,0.470785,-1.44723,-0.497646,-0.0235899,-0.501632,-0.531136,-1.21227,0.849396,1.32213,-0.403463,-0.11419
-0.0868626,0.545535,-0.411513,-0.462026,-1.74787,0.598739,1.28552,0.705276,-0.0323592,-0.347565,-0.559794,0.215301,-1.03915,1.23211,1.09058,-0.372664,1.25843,-1.53962,1.10327,0.79871,0.44572,0.625616,-0.937489,-0.0930402,0.521853,-0.135315,-0.0485707,1.46699,-0.175718,0.476226,-0.0361835,0.561651,-0.1537,-0.0236261,-0.813824,1.08943,-0.522725,0.624107,-0.751753,0.411219,-1.49237,1.0679,-0.0161733,-1.16993,0.884157,0.693429,0.308266,1.10492,-0.408178,-0.112928
-0.0868626,-0.571241,-0.411513,-0.172512,-1.74787,2.60662,0.181997,0.474569,-0.0323592,-0.347565,2.5004,-0.756858,-0.192062,-0.636088,1.09058,0.430547,1.4349,0.211161,-0.691745,2.85862,0.261744,0.288966,-1.25413,-0.0930402,1.18826,-0.135315,-0.0485707,-0.531362,-0.175718,0.136052,-0.0361835,1.00242,-0.1537,-0.0236261,1.61008,-0.977426,2.20798,-0.89218,1.19142,0.411219,-1.49237,1.0679,-0.0161733,1.272,-0.479074,-1.22363,0.909235,-0.64347,-0.408178,-0.112928
