598,1.41308,0.706541
263,0.0,-1.41308
593,1.41308,0.706541
431,0.706541,0.0
96,-1.41308,0.706541
417,0.706541,-0.706541
305,0.0,0.0
270,0.0,-1.41308
430,0.706541,0.0
134,-0.706541,-1.41308
175,-0.706541,0.0
89,-1.41308,0.706541
412,0.706541,-0.706541
208,-0.706541,0.706541
320,0.0,0.0
5,-1.41308,-1.41308
599,1.41308,0.706541
6,-1.41308,-1.41308
192,-0.706541,0.0
507,1.41308,-1.41308
293,0.0,-0.706541
282,0.0,-0.706541
171,-0.706541,-0.706541
394,0.706541,-1.41308
289,0.0,-0.706541
286,0.0,-0.706541
488,0.706541,1.41308
258,0.0,-1.41308
105,-1.41308,1.41308
8,-1.41308,-1.41308
152,-0.706541,-0.706541
532,1.41308,-0.706541
327,0.0,0.706541
427,0.706541,0.0
161,-0.706541,-0.706541
239,-0.706541,1.41308
415,0.706541,-0.706541
215,-0.706541,0.706541
311,0.0,0.0
546,1.41308,-0.706541
453,0.706541,0.706541
148,-0.706541,-1.41308
352,0.0,1.41308
190,-0.706541,0.0
617,1.41308,1.41308
353,0.0,1.41308
596,1.41308,0.706541
509,1.41308,-1.41308
521,1.41308,-1.41308
272,0.0,-1.41308
7,-1.41308,-1.41308
287,0.0,-0.706541
344,0.0,0.706541
445,0.706541,0.0
68,-1.41308,0.0
108,-1.41308,1.41308
612,1.41308,1.41308
278,0.0,-0.706541
334,0.0,0.706541
606,1.41308,1.41308
604,1.41308,1.41308
98,-1.41308,0.706541
497,0.706541,1.41308
396,0.706541,-1.41308
247,-0.706541,1.41308
35,-1.41308,-0.706541
198,-0.706541,0.0
245,-0.706541,1.41308
434,0.706541,0.0
560,1.41308,0.0
95,-1.41308,0.706541
163,-0.706541,-0.706541
130,-0.706541,-1.41308
226,-0.706541,1.41308
444,0.706541,0.0
115,-1.41308,1.41308
456,0.706541,0.706541
99,-1.41308,0.706541
26,-1.41308,-0.706541
572,1.41308,0.0
238,-0.706541,1.41308
22,-1.41308,-1.41308
27,-1.41308,-0.706541
609,1.41308,1.41308
513,1.41308,-1.41308
307,0.0,0.0
465,0.706541,0.706541
90,-1.41308,0.706541
331,0.0,0.706541
439,0.706541,0.0
437,0.706541,0.0
206,-0.706541,0.706541
371,0.0,1.41308
440,0.706541,0.0
173,-0.706541,-0.706541
159,-0.706541,-0.706541
616,1.41308,1.41308
323,0.0,0.0
51,-1.41308,0.0
195,-0.706541,0.0
299,0.0,-0.706541
129,-0.706541,-1.41308
265,0.0,-1.41308
322,0.0,0.0
237,-0.706541,1.41308
124,-1.41308,1.41308
314,0.0,0.0
518,1.41308,-1.41308
494,0.706541,1.41308
435,0.706541,0.0
510,1.41308,-1.41308
246,-0.706541,1.41308
261,0.0,-1.41308
565,1.41308,0.0
447,0.706541,0.0
525,1.41308,-0.706541
508,1.41308,-1.41308
505,1.41308,-1.41308
535,1.41308,-0.706541
17,-1.41308,-1.41308
449,0.706541,0.0
109,-1.41308,1.41308
244,-0.706541,1.41308
484,0.706541,1.41308
