-0.66647,-0.500316,-0.299039,-0.318976,-0.937519,-0.387882,0.798392,1.64824,-0.253095,-0.925907,-0.368421,0.579858,-0.315409,-0.342965,1.06115,-0.322464,-0.392383,1.71579,0.412322,-0.367334,0.516326,-0.244539,-0.401053
1.48129,-0.500316,-0.299039,-0.318976,-0.937519,-0.387882,0.209464,-0.603581,-0.144321,1.36719,-1.65624,0.0117143,-0.0879394,-0.342965,-0.937519,-0.269491,-0.392383,-0.579818,-0.356817,-0.367334,0.516326,-0.244539,2.48059
-0.66647,-0.500316,-0.299039,-0.318976,-0.937519,-0.387882,1.38732,-0.603581,0.334283,-0.925907,-0.368421,0.0117143,-0.315409,-0.342965,-0.937519,-0.0704981,-0.392383,-0.579818,-0.356817,-0.367334,0.516326,-0.244539,-0.401053
0.622187,-0.500316,-0.299039,-0.318976,1.06115,-0.387882,-0.379464,-0.603581,0.0841033,-0.925907,0.275486,-0.556429,-0.315409,-0.342965,1.06115,0.240429,-0.392383,-0.579818,-0.356817,-0.367334,0.516326,-0.244539,-0.401053
0.622187,-0.500316,-0.299039,-0.318976,-0.937519,-0.387882,0.209464,-0.603581,-0.253095,-0.161541,1.5633,0.0117143,-0.0879394,-0.342965,1.06115,-0.322464,-0.392383,-0.579818,-0.356817,-0.367334,-1.92678,-0.244539,-0.401053
-0.66647,1.98843,-0.299039,-0.318976,-0.937519,-0.387882,0.209464,-0.603581,-0.253095,0.602825,1.5633,0.0117143,-0.315409,-0.342965,1.06115,-0.322464,2.5354,1.71579,1.18146,-0.367334,0.516326,-0.244539,2.48059
-0.66647,1.98843,-0.299039,-0.318976,1.06115,-0.387882,-0.968392,-0.603581,-0.23134,-0.161541,0.275486,-1.12457,-0.0879394,-0.342965,1.06115,-0.164928,-0.392383,1.71579,-0.356817,-0.367334,0.516326,-0.244539,-0.401053
-0.66647,-0.500316,-0.299039,-0.318976,1.06115,-0.387882,-0.379464,1.64824,-0.242217,1.36719,-1.01233,1.71614,-0.315409,-0.342965,1.06115,-0.223428,-0.392383,-0.579818,1.18146,-0.367334,0.516326,-0.244539,2.48059
0.622187,1.98843,-0.299039,-0.318976,1.06115,-0.387882,-0.968392,-0.603581,-0.155199,-0.925907,-0.368421,1.148,-0.0879394,-0.342965,1.06115,-0.271334,-0.392383,1.71579,1.18146,-0.367334,0.516326,-0.244539,-0.401053
0.622187,-0.500316,-0.299039,-0.318976,1.06115,-0.387882,1.97625,1.64824,-0.23134,-0.925907,0.919394,1.71614,-0.0879394,-0.342965,-0.937519,-0.277322,-0.392383,-0.579818,0.412322,-0.367334,0.516326,-0.244539,2.48059
4.91771,-0.500316,-0.299039,-0.318976,-0.937519,-0.387882,1.38732,-0.603581,2.25957,1.36719,-1.65624,0.0117143,11.0581,1.95135,-0.937519,3.99044,-0.392383,-0.579818,-0.356817,-0.367334,0.516326,-0.244539,-0.401053
-0.66647,1.98843,-0.299039,3.11887,1.06115,2.20691,-0.968392,1.64824,-0.253095,1.36719,-1.65624,1.148,-0.315409,1.95135,1.06115,-0.322464,-0.392383,1.71579,1.9506,1.79214,0.516326,-0.244539,-0.401053
-0.66647,1.98843,-0.299039,-0.318976,-0.937519,-0.387882,-0.968392,-0.603581,0.127613,-0.925907,0.919394,0.0117143,2.86917,1.95135,-0.937519,-0.0101553,-0.392383,1.71579,-0.356817,-0.367334,0.516326,-0.244539,-0.401053
0.622187,1.98843,3.32681,-0.318976,1.06115,-0.387882,-0.968392,1.64824,-0.220463,0.602825,-1.01233,-1.12457,-0.0879394,-0.342965,1.06115,-0.134987,-0.392383,1.71579,1.9506,1.79214,0.516326,-0.244539,-0.401053
0.622187,-0.500316,-0.299039,3.11887,1.06115,2.20691,2.56518,-0.603581,0.0623486,-0.161541,0.275486,2.28429,-0.315409,-0.342965,-0.937519,0.239968,2.5354,-0.579818,1.18146,-0.367334,0.516326,-0.244539,-0.401053
-0.66647,-0.500316,-0.299039,-0.318976,1.06115,-0.387882,-0.379464,-0.603581,-0.0355477,-0.925907,0.275486,-0.556429,-0.0879394,-0.342965,-0.937519,0.777526,-0.392383,-0.579818,-0.356817,-0.367334,0.516326,4.06824,-0.401053
0.622187,-0.500316,-0.299039,-0.318976,1.06115,-0.387882,-0.968392,1.64824,-0.187831,-0.161541,0.275486,1.71614,-0.0879394,-0.342965,-0.937519,-0.268109,-0.392383,-0.579818,-0.356817,-0.367334,0.516326,-0.244539,-0.401053
-0.66647,1.98843,-0.299039,-0.318976,1.06115,-0.387882,0.798392,-0.603581,-0.253095,1.36719,-1.65624,-1.12457,1.27688,-0.342965,1.06115,-0.322464,-0.392383,-0.579818,-0.356817,1.79214,0.516326,-0.244539,2.48059
0.622187,-0.500316,-0.299039,-0.318976,-0.937519,-0.387882,-0.968392,1.64824,-0.253095,0.602825,1.5633,-1.12457,-0.0879394,-0.342965,1.06115,-0.320622,-0.392383,1.71579,1.18146,1.79214,0.516326,-0.244539,-0.401053
-0.66647,-0.500316,-0.299039,-0.318976,-0.937519,-0.387882,3.1541,-0.603581,-0.253095,-0.925907,0.919394,1.148,-0.315409,-0.342965,-0.937519,-0.317397,2.5354,-0.579818,-1.12596,-0.367334,-1.92678,-0.244539,-0.401053
-0.66647,-0.500316,-0.299039,-0.318976,-0.937519,-0.387882,0.209464,1.64824,-0.253095,1.36719,-1.65624,0.0117143,-0.315409,-0.342965,1.06115,-0.322464,-0.392383,-0.579818,0.412322,-0.367334,-1.92678,-0.244539,2.48059
-0.66647,-0.500316,-0.299039,-0.318976,1.06115,-0.387882,-0.379464,-0.603581,-0.220463,-0.925907,0.275486,-0.556429,-0.0879394,-0.342965,-0.937519,-0.270413,-0.392383,-0.579818,-1.12596,-0.367334,0.516326,-0.244539,-0.401053
-0.66647,-0.500316,-0.299039,-0.318976,-0.937519,-0.387882,-0.968392,-0.603581,-0.253095,-0.925907,0.919394,1.148,-0.315409,-0.342965,-0.937519,-0.322003,-0.392383,-0.579818,-1.12596,-0.367334,0.516326,-0.244539,-0.401053
0.622187,-0.500316,-0.299039,-0.318976,1.06115,-0.387882,-0.379464,-0.603581,-0.242217,-0.161541,0.275486,-0.556429,-0.315409,-0.342965,1.06115,-0.199015,-0.392383,-0.579818,-0.356817,-0.367334,-1.92678,-0.244539,-0.401053
-0.66647,1.98843,-0.299039,-0.318976,-0.937519,-0.387882,2.56518,1.64824,-0.242217,-0.925907,0.919394,2.28429,-0.315409,-0.342965,-0.937519,-0.300814,2.5354,-0.579818,0.412322,8.27058,0.516326,-0.244539,-0.401053
0.622187,-0.500316,-0.299039,-0.318976,1.06115,-0.387882,-0.379464,1.64824,-0.253095,-0.925907,0.275486,-0.556429,0.139531,-0.342965,1.06115,-0.322464,-0.392383,-0.579818,0.412322,-0.367334,0.516326,-0.244539,2.48059
3.1995,-0.500316,-0.299039,-0.318976,-0.937519,-0.387882,1.38732,-0.603581,-0.220463,0.602825,-1.01233,1.148,-0.0879394,1.95135,1.06115,-0.240472,-0.392383,-0.579818,-0.356817,-0.367334,-1.92678,-0.244539,-0.401053
0.622187,-0.500316,-0.299039,-0.318976,-0.937519,-0.387882,-0.968392,-0.603581,-0.253095,-0.925907,-0.368421,-1.12457,-0.315409,-0.342965,-0.937519,-0.321082,-0.392383,-0.579818,-0.356817,-0.367334,0.516326,-0.244539,-0.401053
-0.66647,-0.500316,3.32681,-0.318976,1.06115,-0.387882,-0.379464,-0.603581,-0.155199,-0.925907,0.919394,-0.556429,-0.315409,-0.342965,-0.937519,0.667896,-0.392383,1.71579,-1.12596,-0.367334,-1.92678,-0.244539,-0.401053
-0.66647,-0.500316,-0.299039,-0.318976,-0.937519,2.20691,-0.968392,-0.603581,-0.187831,-0.925907,-0.368421,-1.12457,-0.315409,-0.342965,-0.937519,-0.303578,-0.392383,-0.579818,-1.12596,-0.367334,0.516326,-0.244539,-0.401053
