CatBoost,10,-3,0.66,0.014987482264363973
CatBoost,15,-3,0.713,0.014312087053810001
CatBoost,3,-3,0.577,0.015630589090476255
CatBoost,5,-3,0.599,0.01550610974549837
FTTransformer,10,-3,0.628,0.015292149942040518
FTTransformer,15,-3,0.672,0.01485384248727031
FTTransformer,3,-3,0.545,0.015755101498347232
FTTransformer,5,-3,0.575,0.01564032031704017
KNN,10,-3,0.599,0.01550610974549837
KNN,15,-3,0.631,0.015266698139154782
KNN,3,-3,0.576,0.015635487471405186
KNN,5,-3,0.58,0.015615500115072968
LR,10,-3,0.595,0.01553113699045296
LR,15,-3,0.662,0.014965960710224385
LR,3,-3,0.53,0.015790799515836722
LR,5,-3,0.562,0.015697210019694662
Model,num_rows,num_cols,acc,std
R_Forest,10,-3,0.655,0.015039986742055369
R_Forest,15,-3,0.718,0.01423652621529138
R_Forest,3,-3,0.534,0.015782683329937694
R_Forest,5,-3,0.575,0.01564032031704017
STUNT,10,-3,0.628,0.015292149942040518
STUNT,15,-3,0.671,0.014865395385928355
STUNT,3,-3,0.557,0.015716169953204184
STUNT,5,-3,0.578,0.015625625112620622
SVC,10,-3,0.59,0.015560917136921657
SVC,15,-3,0.651,0.015080663991563052
SVC,3,-3,0.551,0.015736792768752044
SVC,5,-3,0.577,0.015630589090476255
TabNet,10,-3,0.541,0.015766025737882314
TabNet,15,-3,0.555,0.015723301886761007
TabNet,3,-3,0.475,0.01579951342999602
TabNet,5,-3,0.512,0.01581474331458169
Iwata,3,-3,0.564,0.03508205739050591
Iwata,5,-3,0.608,0.03453799173190116
Iwata,10,-3,0.602,0.034629166596659225
Iwata,15,-3,0.651,0.0337213898309683
TabPFN,3,-3,0.505,0.01581850894443674
TabPFN,5,-3,0.538,0.015773547629015002
TabPFN,10,-3,0.577,0.015630589090476255
TabPFN,15,-3,0.626,0.015308767369006507
