-0.147042,0.659233,-1.30895,0.585775,0.185788,0.759022,0.976163,0.237225,1.09745,1.30767,0.82755,-0.054425,-1.43366,-0.430904,-1.60057,-0.770923,0.856626,-1.00697,1.02972,-1.19052,1.45784,1.29925,0.721259,0.328833,0.093499,0.480052,0.288312,0.627444,-0.807863,-0.321651,-0.591212,-0.491266,-0.655689,-1.54407,0.163284,-0.0630779,-0.163793,0.720041,-1.18519,0.684473,0.661592,-0.0893521,1.25457,-0.961315,-0.892185,-0.0965015,-1.49573,-1.44668,0.577207,-1.3445,0.0695574,-0.420908,-0.3129,-1.3758,-1.06035,-0.0923592,0.21959,-0.894557,-0.266158,-1.49449,0.165795,-0.609547,-1.49755,-0.931168,-1.5158,-0.806595,-0.416272,0.114746,0.1552,-0.348557,-1.57517,-1.60888,0.97345,-0.713712,-1.34322,-0.49923,-0.0255413,-0.878588,-0.0157989,-1.59485,-1.37294,0.745201,0.300379,-0.127963,-1.26431,-1.21925,-0.363541,-0.295417,1.03828,-0.586837,-1.37575,-0.899317,-1.48105,0.795901,-1.19196,-0.337677,-1.48902,1.31584,-0.627418,0.109878,-1.46896,-1.09944,-0.00354679,-1.359,-1.41343,0.416687,-0.145623,0.607022,1.11751,-0.233394,-1.58941,-0.216855,0.93028,-1.65042,-0.462241,1.33636,0.358756,-0.0168523,0.593039,-1.38298,0.614322,-0.250092,-0.654183,0.736473,-0.103203,0.637064,-0.086997,0.323615,-0.315726,-0.327114,1.01459,0.189472,-0.969207
-0.290322,0.400654,0.495859,-0.181354,0.474007,-0.426465,-0.875958,-0.161079,-0.893643,-0.940558,-1.13855,0.320124,0.595568,-0.754686,-0.0901196,1.82323,-0.468102,-0.811972,-1.37179,1.49765,-0.757835,-0.993107,-0.930449,-0.62345,0.191206,-0.980343,0.378311,0.600526,-0.00765348,-0.258181,-0.673081,1.36886,1.19309,0.659489,0.336996,0.416342,-0.163793,-0.61298,1.44187,-0.529561,0.0175256,0.527554,-1.1056,-0.177085,1.24122,0.104731,-0.0870707,0.640338,-0.965528,0.0743119,-0.383375,0.989515,0.35029,0.509194,0.371676,-1.22267,-1.2131,1.3857,0.433587,0.623417,0.414914,0.626409,0.428498,-0.379935,0.477105,-0.107982,0.463663,0.360948,-0.000425026,-0.348557,0.265697,0.760225,-0.807236,-0.424251,0.589704,0.363735,-0.726198,-0.828221,0.160261,0.296602,0.48692,-0.539052,-0.820158,1.20863,-0.510922,0.943764,0.150646,3.7544,-0.936384,1.12323,0.526393,0.557306,0.657556,-0.454873,1.36305,0.0583475,0.322788,-0.83532,0.848492,0.0688029,0.737321,1.05866,-1.10609,1.51878,0.620837,0.0802681,-0.18708,0.00904018,-0.827069,-0.530859,0.679574,0.296167,-0.459135,0.103562,-0.575811,-0.86309,-0.0999685,-1.03239,-0.219552,0.559569,-0.923157,0.504239,0.129675,-0.954235,0.445675,-1.03525,0.854152,0.547227,1.93559,1.03561,-0.95257,1.91799,0.573337
-0.290322,0.538563,-0.206011,0.390232,-0.406662,1.45637,1.25943,1.02056,0.87716,0.442967,-0.907243,-0.179275,0.509675,1.46713,0.665108,0.362445,0.663437,-1.00697,0.225595,-1.20376,0.648268,0.814179,-0.930449,-0.897095,-1.23776,-0.850791,-2.1529,-1.20303,-0.786805,-0.258181,-0.476595,-1.01499,-1.21162,0.815034,-2.14459,-2.04765,-0.163793,-0.996032,-1.19708,-1.94593,0.538913,-2.11467,0.764142,-1.30442,-0.861415,-1.84052,0.352328,-1.48814,0.541329,-1.29558,-0.802337,-0.541457,-2.16983,0.406376,-1.09803,-0.360063,1.43661,-0.894557,-0.778471,0.47807,-2.33851,-0.943982,0.416231,0.0074178,0.755394,-0.863858,-0.608257,0.0200527,0.575387,-0.348557,0.293801,0.61144,1.36797,-0.298398,0.4835,-0.226714,-0.414795,-0.838294,-1.72609,0.72984,0.48692,-2.12255,-0.692096,-1.23118,-1.11943,-1.21925,-0.363541,-0.295417,-0.951811,-0.621737,0.578365,0.541643,0.758992,-0.439803,0.625412,0.385498,0.708279,-0.153844,0.0877133,-2.23138,0.675792,0.597037,-0.67541,0.542391,0.466893,-1.91422,-0.145623,-2.34771,1.05888,-0.593483,0.730448,0.0698336,1.49971,0.720704,-0.575811,0.829574,-1.26207,-1.03239,-1.66698,0.615875,1.29765,-2.11674,-0.753947,1.24009,-1.44491,-0.855157,-0.0500892,-1.18577,0.35572,-0.599659,1.00653,0.296548,-1.0098
-0.0754024,-0.168222,1.33142,1.77407,0.153764,-0.482252,-0.995802,-0.0681412,-0.758079,0.570792,-0.863873,-0.678673,1.90544,-0.341585,0.525681,0.198736,-0.730288,-0.169624,1.55131,1.70953,-0.229481,0.610762,-0.264214,-0.929932,-0.126342,-0.909678,0.400811,0.250582,-0.449874,-0.337518,-0.361978,-1.01499,0.0553809,1.29031,0.225324,0.472088,-0.163793,-0.98071,0.93072,1.63836,-1.02525,0.434436,-0.27801,1.29335,-0.748591,0.493781,0.610798,0.626517,0.469574,0.734793,-0.824983,0.266221,2.33986,1.25177,0.346553,-0.627768,0.234995,-0.563347,0.371109,1.6097,0.388691,0.0884048,1.61848,0.111705,0.719485,1.3007,0.0636927,-0.983696,-0.296113,-0.682891,0.46243,0.668665,-0.860549,-0.310983,0.600325,-0.0450375,0.10421,1.2469,0.122534,0.708706,0.803941,-0.177466,0.524487,-1.23118,1.0538,0.688408,-0.363541,-0.295417,-0.766686,-0.621737,0.848615,0.76092,0.775897,-0.439803,0.700245,1.57357,0.66973,0.823211,-0.125305,2.04039,1.88001,0.389304,0.0136805,0.144127,1.68745,0.0682531,-0.145623,0.255268,-0.866156,-0.436922,2.01247,0.100011,0.611398,0.634087,1.45096,-0.903632,-0.237586,1.16281,-0.283036,0.634643,0.18155,0.28689,0.115423,-0.441627,0.186483,-0.919477,-1.12042,-1.17179,0.145071,0.526071,-0.509152,-0.11646,0.837194
-0.147042,0.383415,0.378881,-0.391939,1.65891,-1.05408,-1.13743,-0.386784,-0.927534,-0.970635,-0.79159,-0.553823,0.541885,-0.497893,0.85101,-0.0657163,-0.619894,-0.76609,-0.806727,0.160187,-0.826009,-0.985283,-0.930449,-0.864257,-0.162982,-0.803682,0.45706,0.627444,-0.61834,-0.242313,0.161984,-1.01499,-1.03062,0.858241,0.163284,0.438641,-0.163793,-0.996032,0.205603,0.727831,0.416233,0.27148,-0.196273,0.288552,-0.861415,0.0913157,0.597875,-1.04586,0.505451,-1.05095,-0.791014,-0.0954262,0.374406,0.463497,0.145567,0.011748,0.373643,-0.830863,0.0962097,0.332723,-0.0439897,2.1968,0.514373,0.141502,0.82721,-0.714974,-0.224286,-0.0746406,-0.809675,-0.599308,0.617007,0.336761,-0.860549,-0.310983,0.844596,0.318316,-0.233143,-0.747634,0.0219282,0.793241,0.539757,0.645453,-0.564035,-1.23118,-0.945568,0.538199,-0.363541,-0.295417,-0.951811,-0.621737,0.859009,0.0874276,0.758992,0.268466,0.753697,0.127221,0.814289,-0.851741,0.209438,0.150952,0.640632,0.98942,-0.330865,0.144127,0.466893,0.248478,-0.145623,0.607022,-0.866156,0.158008,0.771148,-0.458277,-0.960235,0.850628,-0.514658,-0.731325,-0.13055,-1.03239,0.174047,0.625259,-0.980101,-0.0966685,0.0299111,-0.999201,-1.38392,-0.777973,0.0237264,-1.18577,0.197733,0.383874,-1.00094,0.571887,-1.05039
-0.147042,0.245506,0.195058,-1.8209,0.073703,-0.273049,-0.886853,0.0779036,-0.893643,-0.963115,-0.950613,0.257699,0.541885,-0.464399,0.548919,1.72249,-0.592295,0.564489,-1.80645,-0.0516892,-0.68966,-1.0244,-0.930449,-0.918986,1.48582,-0.897901,0.367061,1.82533,-0.197177,-0.305783,-0.476595,-1.00596,-1.28919,0.78911,0.572747,0.516686,-0.128956,-1.01135,1.52508,0.221984,-0.68788,0.457715,-0.60496,0.0557333,-0.943469,2.02315,0.352328,1.30376,0.290186,-0.684019,-0.824983,1.85747,0.41058,1.67446,0.3968,-0.553405,0.419859,-0.716213,0.471073,1.62008,0.414914,-0.158786,0.637052,0.1564,0.719485,-1.84879,1.95155,-0.529168,-0.0938,-0.599308,1.4461,2.23663,-0.828561,-0.310983,1.86416,-2.04348,0.10421,0.310075,1.73222,0.69814,1.03642,-0.31462,-0.0838048,-1.22057,0.821992,0.643345,-0.320692,-0.279346,-0.920957,-0.621737,2.16868,0.666944,0.758992,-0.364455,2.03655,-0.217148,0.640818,-0.859951,0.787629,1.27366,0.587892,1.91268,-0.348092,1.91704,1.86339,0.464747,-0.104166,0.161467,-0.856384,-0.436922,0.862721,0.265989,-0.994401,0.634087,-0.575811,-0.893497,-0.252877,-1.03239,-0.0544946,0.690949,-0.877602,0.363601,1.72589,-0.864304,-1.52114,-0.906613,-1.89548,-1.19974,1.73811,2.03099,-0.896135,1.29083,-1.25336
-0.0037626,0.0214034,0.378881,-0.482189,0.618116,0.22904,-0.254953,0.170841,-0.775025,-0.955596,0.711897,-0.803522,1.0143,-0.788181,0.421111,0.110585,0.401251,-0.823443,-1.00233,0.186671,-0.791922,-0.961812,1.66509,0.197484,0.484327,0.374055,0.0408161,-0.314712,-0.3867,-0.178843,1.09529,1.22438,0.94745,0.460736,-0.0104268,0.159908,2.41416,0.474888,0.276926,-0.153789,-0.197163,0.306399,-0.625394,0.276298,-0.0101059,0.238886,0.520334,-0.935289,0.146676,-0.561707,0.48852,0.471154,0.35029,0.737678,0.208375,0.130728,-0.874185,0.315635,0.508559,0.633799,0.152683,0.771816,0.968284,2.46562,0.647669,0.338672,-0.30428,-0.472352,0.684325,-0.682891,0.81374,0.737335,-0.871212,0.418963,0.462259,0.817927,1.5185,-0.566312,0.424351,0.972876,0.455218,1.58059,0.348402,1.0283,-0.68478,0.598282,-0.363541,-0.343629,0.822301,-0.41234,0.734278,1.77899,0.801256,0.389023,0.668174,0.0755659,0.467347,-0.827109,0.802845,-0.0270379,0.667002,0.377764,0.20318,0.439613,0.818766,0.0442232,-0.104166,0.642198,-0.846612,-0.061177,0.913595,0.688478,-1.02857,0.688222,-0.540866,-0.447526,1.73493,1.74752,0.78349,0.418804,-1.04843,0.580951,0.0156592,-0.76538,1.14702,0.611336,0.115996,0.5053,-0.0655791,0.348324,-0.742954,0.357735,-0.197935
-0.147042,0.866097,-0.373123,-0.0459784,0.105727,-0.970394,-1.12654,-0.360231,-0.902116,-0.933039,-0.950613,0.0704246,0.477465,-0.553718,0.525681,1.82323,-1.30986,1.79183,-0.350332,0.226398,-0.800444,-0.961812,-0.916569,-0.995607,0.484327,-0.94501,0.46831,0.142907,-0.934212,-0.305783,0.571329,-0.870514,-1.47019,0.633564,0.25014,0.438641,-0.163793,-0.996032,0.276926,0.178625,1.02963,0.341318,-0.870607,0.117001,0.0104076,0.0644847,0.352328,0.156593,0.97186,-0.781868,-0.858953,1.17034,0.567334,0.532042,1.91676,-0.64264,-0.273379,-0.474175,0.158687,0.654563,0.047791,-0.624088,-0.025412,-0.17136,0.73744,-1.35632,0.687646,0.815476,-0.871925,-0.432141,0.968317,1.10357,-0.78591,-0.512348,0.557843,-1.77097,-1.05058,0.582057,0.172837,0.412837,0.719402,0.421021,-1.38043,-1.1251,-0.481946,0.793555,-0.363541,-0.295417,-0.936384,-0.621737,0.536788,-0.304138,0.716727,-0.801473,1.20269,-0.0794003,0.737191,-0.83532,1.65492,0.274176,0.719742,0.689362,-1.00273,1.82711,0.4449,0.284523,-0.145623,0.524946,-0.807525,-0.139457,0.14031,-0.307388,-1.05134,0.504163,-0.575811,-1.0354,-0.00822363,-1.03239,0.351801,0.737871,-1.35593,0.0311842,2.02519,-0.981215,-1.64311,-0.932341,-0.71443,-1.18577,1.72494,1.03561,-0.992881,1.24494,-1.98404
-0.361962,0.0731194,-1.27553,-0.136229,0.2018,-0.161474,0.954374,-2.43141,1.16523,1.29263,0.0613495,-0.678673,0.649251,-1.04497,0.85101,0.349852,1.10501,-1.01844,0.68199,-1.0581,1.30445,1.18972,0.51306,0.733828,-1.39653,0.680267,-2.52415,-0.78579,-0.534107,-0.210578,0.178358,-0.491266,1.10259,0.78911,-2.19423,-2.56052,-0.163793,0.428922,-1.18519,0.0340976,-0.135823,-2.44058,1.05022,-1.12061,-0.830645,-1.57221,0.804651,-1.62635,0.254309,-0.80633,0.443226,-0.589677,-2.06131,0.532042,-1.21109,0.20509,0.342832,0.736017,-2.60281,0.592271,-2.01072,-1.32204,0.354891,-0.0372768,0.854141,0.579178,-1.16822,-0.623861,0.575387,-0.264974,0.237592,0.359651,0.962787,-0.512348,0.525982,0.545412,0.208011,-0.556239,-1.62549,0.518504,0.740536,-1.96046,-0.0357818,0.434254,-0.510922,-1.18921,-0.384965,-0.343629,0.359489,-0.610103,0.515999,-0.539077,0.733633,1.06715,0.625412,-1.16416,0.920299,1.38974,-0.353538,-1.76586,0.781271,0.723984,0.0309077,0.323988,0.433904,-2.19056,-0.104166,-2.57049,1.06865,-0.562171,0.343806,-0.488455,0.577232,0.742358,-0.427297,1.03229,-1.82783,1.18333,-2.11137,0.766024,0.80793,-1.75875,-1.05324,1.19512,0.704868,0.456968,0.00527254,0.659034,0.461045,-0.54041,1.20809,0.617777,-0.705351
-0.0037626,0.83162,0.963773,1.84928,0.137752,-0.468305,-0.984907,-0.0548644,-0.817388,0.0895664,-0.96507,0.0704246,0.606305,-0.486729,0.490825,0.186143,-0.757886,1.81477,1.50785,0.226398,-0.715226,0.454287,-0.916569,-0.929932,-0.126342,-0.909678,0.412061,0.0217725,-0.934212,-0.369253,-0.640333,-0.870514,-1.4314,0.745903,0.212916,0.483238,-0.163793,-0.996032,0.336362,0.323153,0.93762,0.434436,-0.635611,1.39137,-0.0408761,0.212055,0.404022,0.350091,0.97186,-0.757406,-0.81366,0.254166,0.519102,0.49777,1.84139,-0.672385,0.358238,-0.448697,0.383605,0.446924,0.178906,-0.0424612,0.808802,-0.186259,0.710508,-1.40213,0.815637,0.796537,-0.28055,-0.766474,0.392168,0.622885,-0.839224,-0.298398,0.600325,-1.86181,0.013384,0.592131,0.13511,0.719273,0.476353,-0.177466,-0.00376651,-1.1145,-0.308087,1.04891,-0.363541,-0.279346,-0.90553,-0.621737,0.83822,0.854895,0.78435,-0.409664,0.710935,1.81463,0.602269,-0.745004,-0.125305,0.0688029,0.535153,0.423926,-0.244728,0.144127,0.598845,0.0682531,-0.145623,0.266993,-0.875928,-0.436922,0.944119,0.1151,0.713896,0.62326,1.2675,-0.954311,-0.237586,-1.03239,-0.283036,0.60649,-0.365109,0.28689,2.06794,-0.540551,-1.61262,-0.932341,-0.825153,-1.18577,0.145071,0.514221,-0.589774,-0.131756,-1.96374
