Model,num_rows,num_cols,acc,std
TabPFN,3,0.65,0.015090650341444127
TabPFN,5,0.847,0.011389500459665504
TabPFN,15,0.987,0.003583830889403662
LR,3,0.655,0.015039986742055369
LR,5,0.864,0.010845350230473038
LR,15,0.984,0.003969856390319399
CatBoost,3,0.648,0.01511040450564856
CatBoost,5,0.849,0.011328165223341657
CatBoost,15,0.975,0.004939574819698493
R_Forest,3,0.639,0.015195720118175047
R_Forest,5,0.851,0.011266140684632244
R_Forest,15,0.985,0.0038457495745029724
KNN,3,0.661,0.014976758771620222
KNN,5,0.867,0.010743669132397294
KNN,15,0.981,0.0043194510829106135
SVC,3,0.661,0.014976758771620222
SVC,5,0.87,0.010640169792499234
SVC,15,0.982,0.00420638724961144
FTTransformer,3,0.649,0.015100563798316506
FTTransformer,5,0.851,0.011266140684632246
FTTransformer,15,0.982,0.00420638724961144
