0.0826325,-0.0416399,0.852832,-0.623334,-0.594233,-0.208292,-0.0562807,-0.665566,-0.127736,-0.995378,0.190989,0.190432,0.513939,-0.197032,-1.07581,0.261776
0.641397,1.35035,0.639465,-0.778213,-0.416836,0.374156,1.85045,0.170304,-0.313435,-0.211996,-0.681588,0.704166,0.470403,0.705678,-0.0284077,1.08956
0.118732,1.67002,-1.01983,0.939707,-1.07144,0.519893,-0.146078,-0.711929,-0.541113,0.0151976,1.04794,0.360781,-1.15134,0.367146,-0.948426,-0.0646971
0.415226,0.103483,0.159595,-1.1782,2.06622,-0.00433602,-0.106365,0.658353,0.143538,0.910668,0.537472,-1.61311,1.04506,-0.0371271,0.853854,-1.12774
-1.94027,-2.11335,0.407965,-0.533916,-0.955024,2.61228,-0.211212,-2.18177,-0.176617,1.56915,-1.30778,1.01659,-0.757552,0.468368,-1.48699,1.0534
-2.49403,2.02835,-1.8666,1.42351,0.259293,-0.201899,-0.924086,1.46481,-0.0965783,1.35323,-0.0117167,-1.61887,0.629379,-1.85028,-1.79669,0.544
0.548489,0.385656,0.31774,1.11437,0.147047,1.34143,0.543336,0.389913,0.77682,-0.207808,0.592008,0.666681,0.230003,0.643496,0.987445,0.377616
-1.78792,-0.486735,0.0377792,-0.0758745,-0.56393,-0.153983,0.0467961,0.481122,-0.54584,0.468352,0.202537,0.27583,0.461899,0.450567,0.645378,0.361261
-1.66104,-0.524366,-1.85782,-4.28667,-0.621505,-0.164845,-1.12019,0.103384,0.311265,-0.102802,-0.946611,-0.805564,-0.0204873,-1.37394,-0.605857,-1.3975
0.51802,-0.000385,0.314834,0.682654,-0.0321807,0.875233,-0.720209,0.612306,-0.348013,0.163437,0.315939,0.324959,-0.804071,0.220439,0.340754,0.783146
-0.0513809,-1.08007,-0.143744,-0.282463,-0.269299,0.137614,1.15857,-0.508449,0.32022,0.477652,0.25701,-0.208222,-0.561767,0.937033,-0.979723,0.3317
0.325258,-0.163688,0.254116,-0.664403,-0.128771,-1.5363,1.27442,0.438807,-1.27483,-0.128484,-0.162899,1.50519,-1.85103,-0.527645,-0.591181,-2.06452
0.628259,-0.94556,1.07618,-2.26957,0.197173,2.48733,1.07921,1.00934,-0.372951,0.371846,-0.0724029,-0.566832,-0.608286,-1.89951,0.322942,1.3861
0.64878,1.71522,-0.276743,1.05252,-0.666454,0.846372,1.7425,-0.472332,-0.0369379,-2.05424,-0.396983,-0.38644,-0.281005,-0.839352,-0.448559,-4.56651
1.72802,1.10536,0.748771,-0.509461,0.495402,2.19269,0.630603,0.948678,0.627191,-0.953807,-2.53443,-1.18701,-0.376962,-0.839597,-0.0155504,0.307137
-0.23482,-0.682139,-0.27788,0.138865,0.666802,0.246668,-0.532331,0.0348189,-0.392914,-0.472015,-0.852036,-1.02421,0.204935,-0.211273,0.268188,-0.668272
-0.227813,-0.840484,-2.47151,-1.62572,-1.06355,1.15032,-0.472698,-0.246587,0.564192,-1.40844,-0.797563,0.685935,0.0440551,0.381572,2.89472,-1.79538
-1.60624,-1.45784,-1.59012,0.871321,-0.211345,-2.5086,-1.80302,3.27096,0.344474,-1.61617,0.99265,2.12696,-0.434777,-0.377562,-0.694416,-1.21587
0.41923,-0.513751,-0.652931,-0.996002,-0.306799,0.876351,-0.516775,1.52749,-0.0772371,-0.855084,-0.145013,0.256768,-0.00252709,0.439457,-0.468127,0.792465
0.515767,-0.907611,1.83823,-1.27483,0.498495,-0.845609,1.65872,-1.90245,-0.473513,-0.900227,-2.91211,-0.113037,-0.997508,1.36144,2.01753,0.496788
0.180358,0.742012,-0.22784,1.02408,0.602282,1.18278,-0.0424317,-1.32945,0.652875,0.323254,0.270377,-0.300977,0.387012,-0.0771494,-0.298725,0.0455262
0.308303,-0.0813056,0.408218,-1.38336,-0.422454,0.351191,-0.160559,0.0414603,-0.9905,-0.168947,-0.0327404,-1.27241,-0.529655,0.914014,1.28009,0.578869
-0.421513,-0.0808606,-0.315979,-0.215384,0.335808,-0.518323,-0.0942863,-0.883657,0.870354,-0.165806,1.23734,2.38341,-0.931506,-0.236072,0.412629,0.127484
0.879706,1.13555,-0.267518,-0.05422,-0.601871,-0.89396,0.926743,0.242221,-0.290052,0.417174,0.108589,1.01793,0.441019,-0.0859273,0.445556,0.287203
0.687445,1.62031,1.15093,0.0790046,0.296035,-0.694597,1.34139,0.939443,-0.116355,0.048516,0.329118,-0.419896,0.0904469,-0.206485,-1.11582,1.09913
0.145572,1.48015,-0.524987,-0.177924,0.08802,-0.479531,-0.156955,0.344435,-0.167724,1.33808,0.3706,-0.125702,-0.174767,0.463335,0.481933,0.471361
0.294476,0.0131547,1.42489,0.165062,0.602345,-0.349498,-1.52769,-0.0530375,0.050688,0.570032,-0.840363,1.10391,0.475353,0.320004,0.0250912,-0.383148
-0.545829,0.785237,-0.0763283,0.222434,0.0604319,-0.0243841,-3.01193,1.25551,-0.0469505,0.358051,0.898891,-0.865439,1.00654,0.568485,2.49501,-0.787073
0.0394629,-0.47898,-0.462878,0.280179,0.356325,0.522003,0.174156,0.352974,0.440309,1.11963,-0.477438,0.239944,-0.153761,-0.0748782,1.40691,-0.108453
0.119358,0.889932,-0.490615,-0.524707,-0.578955,0.615105,2.03586,-0.337606,-2.41503,-0.824845,-0.907765,1.54114,0.706677,-1.36019,1.05236,1.33926
0.402213,0.0483707,0.338527,-0.167906,0.0320232,-0.750769,0.278181,0.56278,-0.0185296,-0.186191,-0.755704,0.171561,0.80733,-0.512729,-0.577948,-0.415733
0.338459,0.248797,0.549683,1.24573,-0.333566,0.425363,-0.788253,0.143422,0.979374,0.401716,0.314998,0.286769,-0.155918,-0.362338,-0.480044,0.544432
0.133623,0.404536,-1.21064,0.195428,-0.0114107,0.131221,-0.214248,0.565436,0.255169,0.681627,0.0258122,0.420464,1.44146,0.43872,0.163135,-0.159121
-1.48511,-0.614695,-0.140143,-1.02873,0.381136,0.812234,3.26621,1.82003,0.938079,1.21743,-1.29786,0.602136,-1.52013,0.342409,-1.005,1.1119
2.22641,-0.244227,-1.12705,1.89207,-0.219742,0.630871,-0.786103,1.80637,-0.223135,0.00017047,-0.539442,0.689581,-0.198058,0.338173,-0.718061,-0.874586
-0.000578461,1.80707,0.115557,-0.0493665,-0.2806,-1.02312,-0.365827,-0.553357,-0.646837,0.010825,0.396707,-0.135874,0.166413,-0.0250345,0.556505,-1.21174
-0.671209,0.256552,-0.222027,-0.994384,-0.571569,-1.04894,0.945525,-2.77178,-0.380103,-1.79798,-1.52253,-1.29058,-1.17793,-0.811054,-0.328641,-0.0713624
-0.415319,-0.295526,0.157699,0.226417,-0.303958,-0.786644,0.0755059,0.51901,0.0472054,-1.54079,0.125973,1.43111,0.45441,0.325958,0.91996,-0.803058
0.425236,0.325077,-0.945845,0.128412,-0.699093,0.147793,-0.221899,0.565563,0.207096,0.355279,-1.03158,-0.108559,0.245552,0.179619,0.311464,0.714457
0.483109,-0.282749,-0.479306,-0.331745,-0.134073,0.869399,0.197933,-0.523313,0.0830269,-0.207685,0.743378,0.54917,1.02552,1.25015,-0.0474114,-0.880263
-2.34819,-1.97166,-3.10277,-0.0629938,-0.207116,0.216317,-0.795841,0.049177,1.46831,0.609078,1.06024,0.570343,0.305271,-1.42287,-2.80646,0.207775
0.183862,-0.662878,0.124023,0.521801,1.41124,-0.0563492,0.419643,0.260501,-0.135945,0.159064,-0.383867,0.623054,0.421155,0.969199,0.426365,0.164266
0.18455,-0.179198,-0.420167,0.230088,0.292753,2.01661,0.613023,-0.658735,0.286762,-0.310904,0.00340782,0.472727,0.83132,1.39244,0.292272,0.744574
-0.824617,1.09888,0.0566075,-0.450223,1.85871,0.421576,-0.814496,-0.866579,0.389376,0.69222,-0.473233,-0.402944,0.0536381,0.165685,1.09049,1.75337
0.942208,0.376376,0.409544,0.263939,0.439216,-0.171672,-0.508048,-0.485299,-0.102922,0.802214,-0.95113,0.686959,0.280076,0.099329,0.576199,0.330218
-0.781135,-0.00337264,0.435197,-0.730362,-0.34575,-1.62612,-0.169602,-0.635648,1.96111,-2.6164,0.100807,-0.804988,1.35585,-1.78699,1.34394,0.313617
0.655787,-0.276519,-0.143997,0.716006,-0.00856982,-0.0325771,0.887473,-0.546906,0.728063,-0.221295,1.27688,1.11664,0.137283,-0.790429,0.56008,0.277328
-0.218866,-1.42886,1.01369,1.15818,2.36672,0.909123,-2.60411,-1.52104,2.29706,2.11339,0.827975,-0.65447,0.847312,1.86485,0.292147,-0.94346
-0.880988,1.01535,-0.132561,1.00809,-0.532806,0.191303,0.76435,0.215276,0.502624,0.255755,0.31255,-0.264579,0.322406,0.768351,-0.191413,2.00492
1.39837,0.0162695,0.0101053,-0.625201,1.00493,-0.454145,-0.123312,0.0206506,0.146274,0.12088,0.00773807,0.987421,0.836397,0.42632,-0.362509,-0.111724
0.774847,-1.03538,-0.191383,-1.23134,-1.42219,2.50279,-0.426345,1.36095,1.78144,-0.191364,0.153711,-1.61272,-1.05342,-0.318756,4.01374,-0.229662
-1.17942,-0.0416399,0.0856714,0.11746,-0.409954,-0.742576,0.23948,-0.744251,-1.09877,1.82874,1.47168,-0.155064,2.46246,1.98473,-0.733929,0.95922
-0.11357,-0.302327,-0.701581,-0.196654,-0.698019,0.184786,-0.214248,0.630143,-0.192786,-0.325562,-1.36596,0.289072,-0.378992,-1.10017,-0.77156,0.262455
0.35141,0.480244,-0.330637,-0.361551,-0.167722,0.0309808,0.608849,-0.239566,-1.02725,0.903462,1.07875,0.245701,0.68015,0.207119,0.549983,0.449761
-0.0753432,-2.06192,0.827749,-0.272942,-0.0912709,-0.988615,-2.03377,-1.99733,-1.6999,1.2194,0.51877,0.645955,-0.837135,-0.396468,0.792076,1.27545
0.115291,0.183768,-0.167121,0.355161,0.820461,-0.0929074,-0.00227603,0.546967,0.0248169,0.0951987,1.6019,-0.0545051,0.424519,0.216388,-0.197371,0.860969
0.0464701,-1.7001,0.011748,-0.954249,-2.81662,-0.282216,-0.604295,1.15292,1.68175,0.597315,0.756683,0.929465,0.0956509,0.761967,-0.503187,-0.581315
