Model,num_rows,num_cols,acc,std
TabPFN,3,0.467,0.015784807891138876
TabPFN,5,0.456,0.01575792855397918
TabPFN,15,0.658,0.015008706182121804
LR,3,0.484,0.015811198373114985
LR,5,0.508,0.015817274929209084
LR,15,0.712,0.014326941797231577
CatBoost,3,0.493,0.01581774956184353
CatBoost,5,0.495,0.015818508944436743
CatBoost,15,0.752,0.013663187134877523
R_Forest,3,0.461,0.015771104201283047
R_Forest,5,0.479,0.015805341148131185
R_Forest,15,0.723,0.014158794845306272
KNN,3,0.502,0.01581917337430266
KNN,5,0.51,0.015816135752773183
KNN,15,0.66,0.014987482264363973
SVC,3,0.503,0.015819015179246818
SVC,5,0.54,0.0157685969143944
SVC,15,0.704,0.014442734941575042
FTTransformer,3,0.494,0.015818160898606833
FTTransformer,5,0.531,0.015788865959538965
FTTransformer,15,0.709,0.014370995982378032
STUNT,3,0.497,0.015819015179246818
STUNT,5,0.499,0.015819268290576817
STUNT,10,0.641,0.015177264224798528
STUNT,15,0.69,0.014632638658632763
