CatBoost,10,-3,0.735,0.013963164754810065
CatBoost,15,-3,0.873,0.010534798620855644
CatBoost,3,-3,0.696,0.014553205687950535
CatBoost,5,-3,0.616,0.01538768276189696
FTTransformer,10,-3,0.859,0.01101091459599248
FTTransformer,15,-3,0.907,0.009188875634996669
FTTransformer,3,-3,0.717,0.01425181090648182
FTTransformer,5,-3,0.715,0.01428212095520056
KNN,10,-3,0.864,0.01084535023047304
KNN,15,-3,0.9,0.00949157995752499
KNN,3,-3,0.722,0.014174516461485273
KNN,5,-3,0.759,0.01353152253451555
LR,10,-3,0.58,0.015615500115072968
LR,15,-3,0.569,0.01566794448817344
LR,3,-3,0.66,0.014987482264363973
LR,5,-3,0.573,0.01564978964446219
Model,num_rows,num_cols,acc,std
R_Forest,10,-3,0.719,0.014221154708434942
R_Forest,15,-3,0.84,0.011598902298689068
R_Forest,3,-3,0.648,0.01511040450564856
R_Forest,5,-3,0.613,0.015410011955494015
STUNT,10,-3,0.766,0.01339490288966006
STUNT,15,-3,0.813,0.012336254828074166
STUNT,3,-3,0.7,0.014498627873361333
STUNT,5,-3,0.684,0.014709193056057166
SVC,10,-3,0.521,0.015805341148131185
SVC,15,-3,0.522,0.01580397942816194
SVC,3,-3,0.671,0.014865395385928355
SVC,5,-3,0.567,0.015676630912181255
TabNet,10,-3,0.601,0.015493193313163008
TabNet,15,-3,0.64,0.015186527932039985
TabNet,3,-3,0.478,0.01580397942816194
TabNet,5,-3,0.473,0.01579621855130273
Iwata,3,-3,0.753,0.030510422577963187
Iwata,5,-3,0.779,0.029353988769103535
Iwata,10,-3,0.855,0.02490974699782186
Iwata,15,-3,0.887,0.022397693110154375
TabPFN,3,-3,0.636,0.015222868840522005
TabPFN,5,-3,0.59,0.015560917136921657
TabPFN,10,-3,0.735,0.013963164754810065
TabPFN,15,-3,0.865,0.010811655372416008
