Model,num_rows,num_cols,acc,std
TabPFN,3,0.63,0.015275252316519466
TabPFN,5,0.68,0.014758652303574938
TabPFN,15,0.948,0.00702462421381709
LR,3,0.62,0.015356947477797658
LR,5,0.71,0.01435639599990562
LR,15,0.919,0.008632121032139988
CatBoost,3,0.625,0.015316971293620996
CatBoost,5,0.685,0.014696631960792617
CatBoost,15,0.912,0.008963053962592012
R_Forest,3,0.589,0.01556667341859915
R_Forest,5,0.645,0.015139491543780595
R_Forest,15,0.895,0.00969892102602496
KNN,3,0.614,0.015402637476784335
KNN,5,0.707,0.014399942998441292
KNN,15,0.923,0.00843458014024066
SVC,3,0.63,0.015275252316519466
SVC,5,0.741,0.013860415257527861
SVC,15,0.93,0.008072494358323525
FTTransformer,3,0.608,0.015445859463771338
FTTransformer,5,0.717,0.01425181090648182
FTTransformer,15,0.923,0.00843458014024066
STUNT,3,0.683,0.014721675438880174
STUNT,5,0.76,0.013512312258920845
STUNT,10,0.892,0.009820001651345708
STUNT,15,0.92,0.00858333697775368
