-0.0749458,-0.421483,-0.0503017,-0.210773,-0.302323,0.189759,0.775798,-0.093688,-0.123425,-0.158774,-0.480901,0.61277,0.501101,-0.726469,0.379559,0.64772,-0.49477,0.497065,0.263438,-1.23035,-0.573506,0.246821,-0.38925,-0.331215,-0.232528,-0.353257,-0.194651,0.523074,-0.0451423,0.336954,0.377986,-0.272087,0.465131,-0.517241,0.0947528,0.13389,-0.120419,0.454944,-0.161881,-0.277646,-0.281536,0.0548838,-0.25633,0.200846,-0.15582,0.61482,-0.173194,-0.0258231,0.48522,-0.1859,0.244286,-0.2063,-0.125603,-0.277367,-0.258807,-0.376997,-0.286168,0.593015,-0.467084,0.0381816,-0.434147,-0.267719,0.367287,0.608584,-0.35391,-0.304366,0.3714,-0.0961018,0.402381,-0.240904,0.528182,0.00894048,0.636261,-0.239714,0.641153,3.95862e-05,-0.339413,-0.20672,-0.175913,-0.158079
-0.734588,-0.37113,-0.784052,-0.895083,-0.82186,-1.09551,0.465754,-1.08845,-0.703531,-1.56438,-1.09457,0.051256,-0.25305,-0.65986,1.30189,0.688038,-0.628979,-0.756354,-0.748866,0.101096,1.71416,-0.307165,-0.814571,-0.798217,-1.07393,-1.05214,-0.891337,-0.356432,1.47034,-0.313623,-1.54043,-0.91041,0.265658,1.6062,-1.59231,-1.35539,-0.800749,-0.732975,-1.04835,-0.711718,-0.691319,-0.929937,1.54923,-1.57726,-1.16468,0.359977,-1.2176,-1.11389,0.0918473,-0.76388,1.57137,-0.702638,-0.906953,-0.800316,-0.297807,-1.11353,-0.806789,-0.10396,1.63213,-0.947777,-0.875622,-0.662125,-0.388427,-0.276586,-1.1391,-0.570808,-0.84566,-1.04429,-1.03735,-0.641494,-0.312776,-1.04875,0.183444,-0.70975,0.864374,-0.957173,-0.7091,-1.2169,-1.1714,-0.77293
0.195969,1.80125,0.82241,0.358354,0.2709,0.462061,-1.47395,0.563378,0.299085,2.24251,1.77513,-1.34729,-1.15658,2.20992,-0.911486,-1.23693,2.02682,-0.00667208,-0.367187,0.328027,-0.106476,0.832057,0.73075,0.53585,0.530362,0.366244,1.80347,-0.685754,-0.548421,0.697144,0.761551,1.33543,-1.48913,-0.209858,1.56242,1.2381,1.94137,-0.644263,1.87325,0.555113,0.43768,1.29706,-0.372411,1.74681,0.684048,-1.38927,1.16149,1.12514,-1.45531,0.353453,-0.742322,0.281726,1.84087,0.0842086,0.680578,2.29411,2.15669,-1.25959,-0.267084,1.12797,2.26809,0.32037,-0.822711,-1.23721,1.82873,1.80783,-0.408316,0.651229,-0.633958,0.586305,-0.940285,0.775825,-1.43976,0.531115,-1.21499,1.6508,0.3455,1.44329,1.23757,0.281005
-0.476045,1.17444,-0.398793,-0.584267,-0.485984,0.962292,-0.113735,-0.495023,-0.396586,1.39863,0.77479,0.0819365,0.276855,1.47935,-0.10964,-0.122395,0.967786,0.728791,0.710888,-0.0232826,-0.117986,0.476938,-0.430561,-0.393599,-0.486959,-0.535167,0.679432,0.317213,-0.309066,0.392797,0.868889,-0.333424,0.00480559,-0.0991462,0.389586,0.869586,0.172055,0.211941,-0.0950295,-0.439631,-0.618817,-0.356818,-0.205164,1.03609,-0.450821,-0.0372441,-0.165375,-0.55101,0.150077,-0.36344,-0.156383,-0.652952,-0.0914664,-0.255287,1.40292,0.615454,1.41721,0.199944,-0.163361,-0.582323,1.16326,-0.302033,0.724408,0.197074,0.866555,0.936181,0.569428,-0.417093,0.26249,-0.352896,0.290799,-0.473967,0.0115983,-0.365983,-0.0160727,-0.186568,-0.58632,0.889446,-0.485029,-0.418536
1.49856,3.10698,1.35679,1.55013,1.70937,-2.11643,-2.97433,2.12416,1.61968,2.84147,2.74019,-2.88439,-2.94344,2.71766,-2.15572,-3.07261,2.92713,-2.3192,-2.90492,1.49836,0.278071,-0.594102,1.61141,1.69221,1.51989,1.55845,3.31586,-2.92987,-0.201081,-0.534204,-1.34135,2.94952,-2.76537,0.527144,1.79021,-1.91165,3.27228,-3.113,3.27981,1.53521,1.60448,2.66615,0.556122,0.646397,1.72654,-2.85478,2.80209,1.8927,-2.80624,1.60425,-0.977565,1.62417,3.30983,1.49928,-0.748847,3.57426,3.08052,-3.04649,0.644318,2.2292,2.89158,1.51194,-3.09448,-2.98317,3.18156,2.90965,-2.7893,1.50444,-2.93038,1.64094,-2.91982,1.59953,-2.77017,1.55075,-2.77671,3.39518,1.66431,0.80859,2.51483,1.78967
-0.0159709,0.297613,0.00683737,-0.0338909,-0.0929481,0.301968,-0.18992,0.0610845,-0.467779,0.212601,0.512661,0.366906,0.385262,0.408259,-0.721481,-0.440223,0.406338,0.265848,0.365038,-0.183,-0.0305439,-0.79581,-0.178042,-0.186859,0.00110856,-0.0339178,0.481876,0.442966,-0.555846,-0.620762,0.403034,0.0401915,0.197177,-0.0859272,0.299269,0.356871,0.147263,0.464384,0.18136,-0.277547,-0.324043,0.0788319,-0.325682,0.281301,0.0277876,-0.0298893,0.0141445,0.0689339,0.268065,-0.242975,-0.638194,-0.314641,0.162686,-0.334329,-0.509762,0.394153,0.445546,0.398596,-0.153791,-0.0673954,0.276371,-0.331737,0.275296,0.31385,0.277615,0.393661,0.321827,0.0222059,0.28289,-0.0366256,0.385787,0.0951673,0.0338366,-0.294961,-0.590695,0.121471,-0.344524,0.536652,0.043487,-0.202443
2.03432,1.00131,2.11423,2.22916,1.80498,-0.40072,-1.69911,2.42922,1.93282,0.504629,0.742962,-1.43356,-1.19723,0.488327,-1.73842,-1.79465,0.436248,-0.532276,-0.794707,-0.793461,-0.696905,-0.131026,1.78275,1.78311,2.06104,1.97367,1.15517,-1.06134,-1.33469,-0.132131,-0.171088,1.66445,-1.59979,-0.738711,0.581662,-0.229648,1.53647,-1.05537,1.56266,1.85274,1.62475,1.86316,-0.920594,0.389893,2.57089,-1.77509,2.16183,2.52408,-1.54496,1.76991,-1.52293,1.76484,1.50241,1.65546,0.0531907,0.704153,0.660729,-1.24943,-0.771456,2.24326,0.753697,1.63352,-1.15597,-1.30143,0.586021,1.13121,-0.634566,2.34293,-0.920477,1.93296,-1.12569,2.43392,-1.6686,1.57657,-1.85418,1.67013,1.76789,0.52684,2.23066,1.96952
-0.236627,-0.276123,-0.20876,-0.19473,-0.287682,0.0265644,0.223884,-0.345487,-0.282497,-0.33852,-0.151344,0.812727,0.529288,-0.0195951,-0.280651,0.109848,-0.349181,-0.0402222,0.236404,-0.440765,0.213707,-0.704899,-0.309415,-0.355508,-0.195857,-0.198218,-0.339324,0.414641,-0.309003,-0.604009,0.113891,-0.421877,0.750812,0.152603,-0.306333,-0.233883,-0.483809,0.296196,-0.447781,-0.296607,-0.321553,-0.278636,-0.248702,-0.533952,-0.0841906,0.502601,-0.357978,-0.1763,0.722094,-0.367502,-0.333296,-0.307305,-0.419556,-0.361252,-0.480936,-0.392012,-0.619583,0.588657,0.0156783,-0.205323,-0.501586,-0.359713,0.50272,0.707425,-0.406819,-0.280873,0.144193,-0.140484,0.255322,-0.231015,0.50197,-0.203797,0.62601,-0.345315,-0.0654833,-0.393862,-0.424985,-0.319034,-0.318044,-0.37217
0.157418,-0.809136,0.229162,0.300758,0.0319781,0.206081,1.15903,0.113113,-0.17062,0.0357117,-0.56001,1.1785,1.45308,-2.23587,0.235946,1.32403,-1.69245,0.192874,1.21114,-0.359694,-1.19168,1.46559,0.616529,-0.148795,0.00192202,0.243123,-0.863159,1.20258,-0.821979,1.40915,-0.110323,-0.429666,1.35513,-1.39362,-0.285056,0.341207,-0.695571,1.01125,-0.67793,-0.0283893,-0.246812,-0.525177,-1.32192,-1.35803,0.27163,1.36785,-0.1398,0.143435,1.47323,-0.0609257,-0.280277,-0.300732,-0.476277,0.0298138,1.80987,-1.10274,-0.0585937,1.57004,-1.35247,-0.219096,-0.557668,-0.0390839,1.215,1.45107,-1.1407,-0.195761,1.37024,0.088052,1.21862,0.204474,1.0931,-0.156694,1.26747,-0.00373733,0.438364,-0.810762,-0.176046,0.210127,0.0303702,-0.26347
-0.526566,-0.19648,-0.428491,-0.679832,-0.529334,-0.361043,0.356833,-0.800964,-0.441255,-0.37237,-0.154354,0.288703,0.0581286,-0.289997,0.637608,0.333422,-0.25958,-0.302575,-0.131281,-1.05781,0.928413,-0.102617,-0.562295,-0.51143,-0.607407,-0.526214,-0.744895,-0.175303,0.593037,-0.157261,-0.965279,-0.715842,0.388734,0.900343,-0.688924,-0.484924,-0.585602,-0.000687828,-0.940141,-0.69752,-0.583477,-0.467765,0.791625,-0.634521,-0.542932,0.213348,-0.666348,-0.798524,0.331004,-0.457692,0.663968,-0.593857,-0.625472,-0.565014,-0.616587,-0.438864,-0.602797,-0.0439473,0.843021,-0.933442,-0.483709,-0.545293,-0.0332438,0.126733,-0.982182,0.133407,-0.142207,-0.780277,-0.277289,-0.601533,-0.0782156,-0.65288,0.340712,-0.511564,0.371205,-0.681627,-0.594491,-0.550671,-0.80573,-0.576777
