-1.3124,-1.28861,0.199174,1.39396,-1.2058,-1.32876,-1.18667,-0.238458,-1.25831,-1.55696,-1.0486,1.20216,1.14482,0.55254,0.986945,1.34636,1.34464,-0.487524,1.42933,1.1077,1.29315,-1.26989,-1.03035,1.21195,1.13517,-1.32431,-0.537488,1.31131,-0.652103,0.8516,1.21511,1.4275,-0.359769,-1.02192,-1.1984,1.07444,0.295929,0.382379,0.502972,-1.31731,-1.40722,1.16439,-1.33579,1.185,0.880501,-1.60198
0.482625,-0.4241,0.199174,0.514438,0.43285,-0.431635,-1.18667,1.39229,-0.38654,-0.701842,-1.0486,-0.508297,-0.564348,-1.36776,0.986945,1.34636,-0.312707,-0.487524,-0.3022,0.183163,0.379325,0.423298,0.774893,0.343931,-1.37166,1.54053,1.18899,1.31131,-0.652103,-1.58812,1.21511,-1.29073,-1.26776,1.36757,-0.399468,-0.588197,0.295929,-1.45999,0.502972,1.49413,-1.40722,0.28278,-1.33579,-1.3272,-0.816464,1.06519
-0.414888,0.440412,0.199174,-1.24461,-0.386473,0.465489,1.36307,-1.05383,-1.25831,1.00839,-0.219111,1.20216,-1.41893,-0.407612,-0.756658,-0.507069,0.515966,1.29446,0.563563,-0.741376,0.379325,-1.26989,-1.03035,-0.524085,0.299558,0.58558,0.32575,-0.295614,0.28199,0.0383604,-0.46857,-0.384656,0.54822,1.36757,-1.1984,-0.588197,0.295929,0.382379,-0.416253,0.556984,0.389953,1.16439,-1.33579,-1.3272,0.880501,-0.712925
0.482625,1.30492,1.2548,0.514438,-1.2058,-0.431635,0.513155,-1.05383,1.357,1.00839,-1.0486,1.20216,-1.41893,-0.407612,-0.756658,-1.43378,-1.14138,1.29446,-1.16796,0.183163,0.379325,-0.423298,-1.03035,1.21195,-0.536051,-0.369366,0.32575,1.31131,1.21608,0.8516,-0.46857,-1.29073,-0.359769,-0.225423,-1.1984,1.07444,-1.39967,0.382379,0.502972,1.49413,-0.508634,1.16439,1.14831,1.185,0.880501,1.06519
1.38014,-0.4241,1.2548,-1.24461,-0.386473,-0.431635,-1.18667,-1.05383,-1.25831,1.00839,1.43987,-0.508297,-1.41893,-1.36776,0.115144,-0.507069,0.515966,0.403468,-1.16796,1.1077,1.29315,-1.26989,-0.12773,-0.524085,1.13517,0.58558,-1.40073,0.50785,-0.652103,-1.58812,-0.46857,-1.29073,0.54822,1.36757,0.399468,1.07444,-1.39967,-1.45999,-1.33548,1.49413,1.28854,-1.48044,-1.33579,1.185,-0.816464,0.176134
-1.3124,-1.28861,0.199174,0.514438,1.25217,1.36261,0.513155,-0.238458,0.485232,-0.701842,0.610381,-0.508297,1.14482,0.55254,-1.62846,0.419643,-1.14138,0.403468,0.563563,0.183163,1.29315,0.423298,-1.03035,0.343931,-0.536051,-0.369366,0.32575,-0.295614,1.21608,-1.58812,-1.31041,-1.29073,-1.26776,1.36757,0.399468,-0.588197,-1.39967,0.382379,1.4222,-0.380164,-1.40722,0.28278,-1.33579,-1.3272,-1.66495,1.06519
-1.3124,-1.28861,-0.856448,-0.365085,-0.386473,-0.431635,-1.18667,1.39229,1.357,1.00839,-0.219111,0.346933,-0.564348,1.51269,-1.62846,0.419643,0.515966,-0.487524,-1.16796,-0.741376,-0.534504,-1.26989,-1.03035,-1.3921,1.13517,-0.369366,0.32575,-0.295614,-0.652103,0.0383604,-1.31041,-0.384656,0.54822,-1.02192,-0.399468,-1.41951,1.14373,0.382379,-1.33548,0.556984,-1.40722,0.28278,0.320277,0.347599,-0.816464,0.176134
0.482625,0.440412,0.199174,1.39396,-0.386473,1.36261,1.36307,-1.05383,-1.25831,1.00839,-0.219111,-1.36353,1.14482,1.51269,-1.62846,-1.43378,1.34464,-1.37852,-0.3022,1.1077,-0.534504,-0.423298,-0.12773,-0.524085,0.299558,-0.369366,-0.537488,-1.09908,0.28199,-0.774879,0.373268,0.521422,-1.26776,-0.225423,-0.399468,-1.41951,1.14373,1.30356,-1.33548,0.556984,-0.508634,1.16439,1.14831,1.185,-1.66495,0.176134
1.38014,0.440412,-1.91207,1.39396,-1.2058,-1.32876,0.513155,1.39229,0.485232,-1.55696,1.43987,-1.36353,-1.41893,-1.36776,-1.62846,-0.507069,1.34464,1.29446,0.563563,-1.66592,0.379325,-0.423298,-0.12773,0.343931,0.299558,1.54053,-1.40073,-0.295614,-0.652103,0.0383604,1.21511,1.4275,0.54822,0.571072,0.399468,-0.588197,0.295929,0.382379,-1.33548,-0.380164,0.389953,0.28278,1.14831,-0.489799,-1.66495,1.06519
-1.3124,-1.28861,1.2548,-0.365085,-1.2058,1.36261,1.36307,-1.05383,-1.25831,0.153276,-0.219111,1.20216,-0.564348,1.51269,0.115144,1.34636,-1.14138,1.29446,1.42933,1.1077,-1.44833,-1.26989,-1.03035,-1.3921,-1.37166,0.58558,0.32575,-0.295614,1.21608,-1.58812,-1.31041,0.521422,-1.26776,0.571072,0.399468,1.07444,0.295929,-1.45999,1.4222,-0.380164,-1.40722,-0.598829,0.320277,-0.489799,0.880501,-0.712925
