13,-1.00692
1,-1.00692
27,-1.00692
46,-1.00692
118,1.10281
72,-1.00692
83,0.0479484
104,0.0479484
87,1.10281
128,-1.00692
97,-1.00692
49,1.10281
81,-1.00692
158,1.02070494069429
122,-1.00692
24,1.10281
137,1.02070494069429
111,0.0479484
64,2.15768
109,0.0479484
147,-0.078515764668792
94,-1.00692
121,-1.00692
82,-1.00692
78,0.0479484
34,2.15768
131,-1.00692
139,1.02070494069429
90,0.0479484
73,-1.00692
133,-1.17773647003188
15,-1.00692
140,1.02070494069429
61,0.0479484
95,0.0479484
14,2.15768
114,-1.00692
146,1.02070494069429
28,-1.00692
91,1.10281
16,0.0479484
127,-1.00692
136,-1.17773647003188
39,2.15768
57,-1.00692
79,-1.00692
156,-1.17773647003188
155,1.02070494069429
117,0.0479484
23,0.0479484
2,-1.00692
125,-1.00692
37,0.0479484
55,-1.00692
45,0.0479484
71,-1.00692
22,-1.00692
105,0.0479484
56,0.0479484
42,0.0479484
119,1.10281
112,1.10281
12,-1.00692
106,1.10281
36,-1.00692
123,0.0479484
69,-1.00692
129,0.0479484
67,-1.00692
26,0.0479484
7,2.15768
153,-0.078515764668792
144,-0.078515764668792
62,-1.00692
76,-1.00692
58,0.0479484
86,0.0479484
102,0.0479484
149,1.02070494069429
59,-1.00692
63,1.10281
80,0.0479484
60,0.0479484
4,-1.00692
141,-0.078515764668792
89,0.0479484
75,2.15768
65,1.10281
11,0.0479484
101,-1.00692
25,0.0479484
41,0.0479484
115,1.10281
126,2.15768
32,0.0479484
43,0.0479484
17,0.0479484
8,0.0479484
88,-1.00692
143,-1.17773647003188
159,2.11992564605738
18,1.10281
52,0.0479484
30,2.15768
33,-1.00692
77,2.15768
70,-1.00692
68,1.10281
108,2.15768
103,-1.00692
130,0.0479484
132,-1.17773647003188
135,-1.17773647003188
107,0.0479484
92,1.10281
84,2.15768
148,1.02070494069429
10,0.0479484
116,1.10281
44,-1.00692
124,1.10281
98,-1.00692
85,1.10281
21,0.0479484
40,0.0479484
151,1.02070494069429
120,0.0479484
9,0.0479484
154,-1.17773647003188
134,-0.078515764668792
31,0.0479484
96,0.0479484
157,-0.078515764668792
113,-1.00692
35,-1.00692
48,0.0479484
20,0.0479484
53,-1.00692
110,0.0479484
47,-1.00692
93,0.0479484
145,-0.078515764668792
38,0.0479484
6,-1.00692
19,-1.00692
50,1.10281
0,-1.00692
5,-1.00692
3,2.15768
100,1.10281
152,-0.078515764668792
29,0.0479484
142,-0.078515764668792
150,-1.17773647003188
99,1.10281
138,-1.17773647003188
66,-1.00692
51,0.0479484
