-0.0233185,-0.372622,-0.830371,-1.78269,-0.918529,-0.627042,0.237655,0.953958,-0.722855,-0.347713,-0.894654,-0.86357
0.952522,1.52787,-0.453727,0.542556,-0.918529,-0.514985,0.237655,-1.04674,0.268432,0.154216,-0.894654,-0.86357
-0.819093,0.98487,-0.060007,0.542556,-0.918529,0.244013,0.237655,0.953958,2.28644,1.66,1.11613,1.15631
1.38236,0.170375,-0.654604,0.542556,-0.918529,-0.241567,0.237655,0.953958,-0.695015,1.66,1.11613,-0.86357
-0.30213,1.25637,-0.805262,-1.78269,1.08712,-0.440281,0.237655,-1.04674,-0.856152,1.15807,-0.894654,-0.86357
-0.95269,-0.915618,1.35417,-1.78269,1.08712,0.232061,0.237655,-1.04674,-0.673924,1.66,-0.894654,-0.86357
0.51107,-0.101123,-0.897665,0.542556,1.08712,-0.627042,0.237655,-1.04674,-0.364305,1.66,-0.894654,1.15631
-0.116256,0.170375,-0.604384,-1.78269,1.08712,-0.58969,0.237655,0.953958,0.500435,0.154216,-0.894654,-0.86357
-0.13949,1.52787,-0.797227,-1.78269,-0.918529,-0.46568,0.237655,-1.04674,-0.842654,-0.347713,-0.894654,-0.86357
0.092853,-0.372622,-0.847446,-1.78269,-0.918529,-0.514985,0.237655,0.953958,0.704598,-0.347713,1.11613,1.15631
0.325196,-1.45861,-0.805262,-1.78269,-0.918529,-0.489586,0.237655,-1.04674,0.409321,-0.347713,-0.894654,-0.86357
1.9516,1.79936,1.07796,0.542556,-0.918529,0.0826515,0.237655,0.953958,0.55696,-0.347713,1.11613,1.15631
-0.197576,-0.915618,-0.453727,0.542556,-0.918529,0.680288,0.237655,0.953958,0.303865,-0.347713,1.11613,1.15631
0.557539,-0.915618,-0.913736,0.542556,1.08712,-0.638995,0.237655,0.953958,0.599142,-0.347713,1.11613,-0.86357
-1.06886,0.713372,3.52164,0.542556,1.08712,3.14554,0.237655,0.953958,3.81176,2.16193,1.11613,1.15631
0.789882,-0.101123,-0.805262,0.542556,1.08712,-0.514985,-3.10892,0.953958,-0.722855,-0.347713,-0.894654,-0.86357
0.092853,0.170375,1.30395,0.542556,-0.918529,0.0826515,0.237655,0.953958,-0.554126,-0.347713,1.11613,1.15631
0.789882,-0.372622,-0.922775,0.542556,1.08712,-0.365576,0.237655,-1.04674,-1.31341,-0.347713,-0.894654,1.15631
-1.06886,-1.73011,1.9568,0.542556,1.08712,4.71434,0.237655,0.953958,2.40539,-1.8535,1.11613,1.15631
-0.836519,0.170375,-0.20263,0.542556,1.08712,-0.58969,0.237655,-1.04674,-0.252099,-0.347713,-0.894654,1.15631
-0.807476,-1.73011,-0.95592,-1.78269,-0.918529,-0.664395,0.237655,-1.04674,-1.06031,-1.8535,-0.894654,1.15631
-0.720347,0.170375,-0.453727,0.542556,1.08712,-0.340177,0.237655,0.953958,-0.716106,-0.347713,1.11613,1.15631
0.383282,-1.45861,2.29126,0.542556,-0.918529,0.232061,0.237655,0.953958,0.0085881,-0.347713,1.11613,1.15631
0.743413,0.170375,-0.855481,0.542556,1.08712,-0.22812,0.237655,0.953958,-0.490852,-0.347713,1.11613,1.15631
-1.06886,0.98487,-0.855481,0.542556,-0.918529,-0.290872,0.237655,0.953958,-0.631741,1.66,1.11613,1.15631
-0.30213,0.170375,-0.93081,0.542556,-0.918529,-0.61509,0.237655,-1.04674,-1.27123,-0.347713,-0.894654,-0.86357
-0.371833,0.441873,1.05285,0.542556,-0.918529,-0.61509,0.237655,-1.04674,-1.18011,1.66,-0.894654,1.15631
1.23133,-0.101123,-0.780152,0.542556,1.08712,-0.377529,0.237655,0.953958,-0.27994,-0.347713,1.11613,1.15631
-0.441536,-0.101123,0.249344,0.542556,1.08712,-0.278919,0.237655,0.953958,0.633732,-0.347713,1.11613,1.15631
0.278727,-1.73011,-0.922775,0.542556,-0.918529,-0.664395,0.237655,0.953958,2.74285,-1.8535,1.11613,1.15631
-1.06886,1.52787,-0.654604,0.542556,1.08712,0.979107,0.237655,0.953958,0.0997022,1.66,1.11613,1.15631
1.31265,-0.101123,-0.453727,0.542556,1.08712,0.0826515,0.237655,0.953958,1.35843,0.154216,1.11613,1.15631
0.67371,0.170375,-0.747007,0.542556,1.08712,0.0826515,0.237655,0.953958,-0.244507,-0.347713,1.11613,1.15631
0.214833,-1.18712,-0.554165,0.542556,1.08712,-0.58969,0.237655,-1.04674,0.430413,-0.347713,-0.894654,-0.86357
-0.30213,0.170375,-0.604384,-1.78269,-0.918529,-0.61509,0.237655,-1.04674,-0.596308,-0.347713,-0.894654,-0.86357
-1.06886,-1.73011,-0.20263,0.542556,-0.918529,-0.664395,0.237655,-1.04674,0.303865,-1.8535,-0.894654,1.15631
0.325196,0.170375,-0.788187,-1.78269,1.08712,-0.0667578,-3.10892,-1.04674,-0.919426,-0.347713,-0.894654,-0.86357
0.209025,0.170375,1.45461,0.542556,-0.918529,-0.0667578,0.237655,0.953958,-0.0757768,-0.347713,1.11613,1.15631
-0.0233185,0.170375,-0.345253,-1.78269,1.08712,-0.054805,0.237655,0.953958,0.135135,1.66,1.11613,1.15631
0.691136,1.79936,-0.789192,0.542556,1.08712,-0.265472,0.237655,0.953958,0.0085881,-0.347713,1.11613,1.15631
-0.0233185,-0.915618,-0.486871,0.542556,-0.918529,-0.440281,0.237655,-1.04674,-0.800471,-0.347713,-0.894654,-0.86357
-1.06886,0.441873,-0.328178,0.542556,-0.918529,-0.638995,0.237655,-1.04674,-1.31341,-0.347713,-0.894654,1.15631
