0.597691,-1.23713,-1.25842,-1.04931,-1.58226,-0.892577,0.295019,-0.807277,0.00767654,-1.2949,0.152791,-1.22563,-0.119805,-0.0608568,0.431709,0.233842,-0.689304,-0.206584,-1.29165,1.1824,-1.41945,1.02623,-0.605739,-0.890437,-0.778896,1.01552,-0.719373,-1.24318,1.23351,-0.216764,0.263394,-1.01012,0.651515,-0.819527,1.23285,-0.920919,0.116482,0.690372,-0.844687,0.450278,-0.586559,0.931258,0.201378,-1.11112,-1.00496,-1.20359,-0.940991,-1.09571,0.221302,0.742798,0.14909,1.22391,0.749005,-1.32188,-0.818643,0.850562,0.759588,-0.17401
-1.386,0.596562,0.401162,0.580307,0.724335,0.335219,-0.767218,0.114942,0.83398,0.4657,0.227898,0.6593,-0.771266,-0.607276,-0.282034,0.202771,-1.19723,-0.784474,0.5251,-0.845269,0.532562,0.114931,-0.842569,0.286257,0.176615,0.130111,-0.798002,0.580138,-0.708593,-0.20937,0.599699,0.305137,0.299825,0.151662,0.875797,0.300585,-0.944623,-0.131372,0.324066,-0.389638,-0.38101,-0.610655,-0.932781,0.614077,0.528512,0.707894,0.34025,0.429801,0.245185,-0.867743,0.238639,-0.0974381,-0.952829,0.578643,0.199289,1.07038,-0.243902,-0.937237
0.187272,0.285766,1.05654,0.729498,0.580173,0.926793,-0.413139,0.941346,0.867032,1.03868,0.286315,0.407976,-0.445535,0.667702,0.743022,0.195004,0.253993,-0.371696,0.639296,-1.26273,0.633311,-0.264778,0.183692,0.898619,0.952968,-0.460162,0.224165,0.258986,-0.708593,1.19065,-0.341954,0.914941,-0.684909,0.919021,-1.47233,1.04221,0.308797,0.0447163,0.908443,-0.0842144,0.509704,-0.533559,-0.851769,0.647468,0.82116,0.474269,0.903038,0.802446,0.304894,-0.629144,0.291555,-1.4951,-0.369465,0.821488,0.905854,-1.3794,-1.01582,1.09803
-0.0179369,1.11455,1.02483,1.24593,-0.428962,1.12771,-0.236099,1.03716,0.587925,1.01784,0.282142,1.17242,-0.771266,-0.971555,-0.282034,0.174291,0.181432,-0.784474,1.03379,-1.08382,1.54005,0.418697,-0.13208,1.12675,1.02463,0.6466,0.224165,1.06705,-0.769283,0.0543672,1.00326,1.15408,0.932868,1.09887,-1.22764,1.09674,-0.458775,0.220804,1.08376,-0.389638,1.035,0.0061105,-0.527724,1.17059,1.26598,1.18576,1.1545,1.1518,0.205948,-1.28529,0.250036,-0.271873,-0.711534,1.08545,1.12142,-0.797278,0.142056,-0.973581
-0.291549,0.410084,0.422303,0.132736,-0.861448,0.190116,-0.590178,0.16285,0.37125,0.403194,0.244589,0.407976,-0.934131,0.606988,-0.282034,0.20795,-0.761865,-0.949585,0.421286,0.287839,0.759248,-1.10014,-0.447853,0.190201,0.236335,-1.41936,-0.640745,0.362583,-0.0409949,-0.860085,-1.55265,0.233396,-1.45863,0.199622,-0.508294,0.191522,-0.87377,0.0447163,0.242254,-1.00049,-0.129783,-0.841942,-0.770758,0.135473,0.118804,0.399934,0.172611,0.255124,0.245185,0.5042,0.241082,1.06256,0.475065,0.314681,0.199289,-0.199993,-1.01582,-1.26433
0.187272,0.606922,0.538579,0.408165,1.15682,-0.256356,0.11798,-0.591693,1.40321,0.55946,0.232071,0.648828,-1.01556,0.424849,-0.282034,0.187236,-0.108813,-0.949585,0.59777,0.168565,1.11187,0.418697,-0.842569,-0.530225,-0.63557,0.0563273,-0.247604,0.569778,0.0803865,0.0100003,0.263394,0.29318,0.299825,-0.531767,0.706724,0.213335,0.41845,0.2795,-0.622624,0.98477,-0.563721,1.23964,-1.01379,0.469383,0.376334,0.644178,-0.414126,0.150317,0.188889,0.325251,0.225614,0.554514,0.37287,0.557526,-0.555178,0.75051,1.06835,-0.864549
1.76054,-0.998856,-1.22671,-1.11817,0.00352447,-1.21627,1.9769,-0.98693,-2.61079,-1.14905,-4.64155,-0.995249,4.03326,1.69983,-0.282034,-5.0662,1.41497,2.02242,-1.08402,1.77877,-1.43204,-0.492603,4.36768,-0.818395,-1.06555,-0.533946,2.18987,-1.0567,1.90111,-0.490361,0.936003,-1.54819,-0.26288,-0.939426,-0.950405,-1.28083,-0.2614,1.86429,-1.13688,-1.00049,2.29113,-1.15032,3.84689,-1.03321,-1.19226,-0.959342,-0.773352,-1.15394,-5.02963,1.99544,-4.91939,-0.433226,-0.108299,-1.07904,-0.866545,-0.776055,-0.861434,-1.40971
-0.08634,-1.50649,-1.29013,-1.25588,-0.717286,-0.859092,0.472059,-0.735416,0.587925,-1.39907,0.186172,-1.51884,1.02025,0.0605696,1.64659,0.241609,0.326555,1.27942,-1.46813,0.0492901,-1.14239,0.798406,0.894181,-0.650295,-0.755009,0.499032,1.01045,-1.49181,-0.344448,0.557193,-0.207432,-0.986211,-0.051866,-0.687637,0.742429,-0.97545,0.0034551,-0.366156,-0.774562,1.21384,-0.95198,0.931258,0.930481,-1.38938,-1.15714,-1.51155,-0.701507,-1.16559,0.311717,-0.211596,0.198749,0.637371,-0.33398,-1.29021,-0.627032,1.07341,0.913971,0.661904
-1.04398,0.0164099,-0.444486,-0.188597,-0.717286,-0.323326,-0.767218,-0.304248,1.04698,-0.263541,0.0776838,-0.0737281,-0.6084,-0.789415,-0.282034,0.189826,-1.05211,-0.371696,-0.0770214,-0.845269,-1.33129,0.038989,-0.447853,-0.338111,-0.289197,-0.386377,-1.3484,-0.0310874,-0.526521,-0.0023239,0.128873,-0.32858,-0.614571,-0.327937,0.334973,-0.386511,-0.841718,-0.30746,-0.271998,-0.313282,-2.0254,-0.0709852,-0.446713,-0.231828,-0.18555,-0.0566979,-0.354255,-0.268909,0.0575302,-0.569494,0.0668678,0.399703,-1.08341,-0.0865412,-0.315665,0.14716,-0.089519,-0.828204
-0.0179369,0.130368,-0.412774,0.144213,0.580173,-0.200547,0.2065,0.114942,0.786238,-0.305211,0.173654,0.135708,1.26455,-1.15369,-0.282034,0.184647,0.181432,0.701528,-0.160073,-0.0103472,-0.122306,0.874347,1.05207,0.322279,0.0452323,1.60579,0.0669084,-8.17015e-06,0.0196958,-0.206905,0.801482,0.197525,1.21422,0.163652,1.52899,-0.331979,0.339163,0.2795,-0.0616223,0.22121,-0.906303,0.777067,1.0925,0.0798214,0.18904,0.0813535,0.316302,0.0105752,0.115533,-1.34494,0.164558,0.842332,0.0350579,0.0401605,0.295094,1.34779,0.759588,-0.755516
