Model,num_rows,num_cols,acc,std
TabPFN,3,0.444,0.01571976816340213
TabPFN,5,0.48,0.015806639423035177
TabPFN,15,0.677,0.01479492784334854
LR,3,0.488,0.01581474331458169
LR,5,0.565,0.015685057252717346
LR,15,0.726,0.014111099288259692
CatBoost,3,0.504,0.01581879370351084
CatBoost,5,0.561,0.01570113134540074
CatBoost,15,0.677,0.01479492784334854
R_Forest,3,0.452,0.01574623586588058
R_Forest,5,0.538,0.015773547629015002
R_Forest,15,0.709,0.014370995982378032
KNN,3,0.533,0.015784807891138876
KNN,5,0.609,0.015438826294681773
KNN,15,0.703,0.01445683229480096
SVC,3,0.518,0.01580904569940659
SVC,5,0.609,0.015438826294681773
SVC,15,0.727,0.014095022868717515
FTTransformer,3,0.507,0.01581774956184353
FTTransformer,5,0.562,0.015697210019694662
FTTransformer,15,0.695,0.014566646394664325
