-0.319023,-0.404269,0.138069,-0.434145,0.0404572,-0.480207,-0.129033,-0.134318,-0.35697,-0.152178,-0.384966,-0.118619,-0.889761,-0.357398,-0.292768
-0.973961,-0.935919,-0.798652,-0.537067,0.932526,-0.335091,0.201495,-0.133307,-0.35697,2.38855,-0.914569,-0.121239,0.563159,-0.933671,-0.938592
-0.665907,-0.746481,-0.0663066,0.0804665,0.0980101,-0.536301,0.305872,-0.1374,2.41015,0.934393,-0.765519,-0.087006,1.34445,-0.712475,-0.634825
-0.249128,-0.382881,0.138069,-0.00187127,0.615985,-0.26271,-0.807484,-0.0446371,5.17726,-0.0598993,-0.235917,-0.0939433,0.151956,-0.278816,-0.223846
1.81923,1.62456,2.18182,-0.578236,-2.2041,-0.554997,-0.859673,-0.138849,-0.35697,-0.657479,1.60659,-0.125326,-0.0673532,1.69739,1.81574
-0.873002,-0.880921,-0.492089,0.759754,0.50088,-0.528943,-0.0594483,0.0233769,2.41015,2.04179,-0.895541,0.202129,1.0429,-0.872551,-0.839038
-0.875591,-0.844255,-0.906517,-0.372392,1.41213,0.210462,0.0101365,-0.134378,-0.35697,0.521058,-0.733806,-0.125656,1.42669,-0.816282,-0.851802
-0.148169,-0.168999,0.01885,-0.022456,0.126786,-0.530777,1.05391,0.93703,-0.35697,-0.641425,-0.14395,-0.0542192,-0.355196,-0.144934,-0.124292
0.799291,0.622366,1.21672,-0.063625,-0.842019,-0.470236,-0.389976,-0.113728,-0.35697,-0.602391,0.686923,-0.106594,-1.15019,0.715593,0.809984
0.36698,0.243488,0.626299,-0.290054,-0.0842406,-0.394946,1.14089,-0.123074,-0.35697,-0.582908,0.350769,-0.103033,1.02919,0.330442,0.383689
-0.999848,-0.935919,-0.872454,-0.598821,0.894157,-0.492034,0.236287,-0.135905,-0.35697,2.51022,-0.936767,-0.118619,-0.108474,-0.950163,-0.964119
0.439463,0.258766,0.944217,0.430402,-0.496703,-0.433679,0.532022,-0.103135,-0.35697,-0.462302,0.334912,-0.0418583,-1.61622,0.357606,0.455164
-0.616722,-0.425657,-1.18469,0.224558,0.337813,2.48835,2.0107,-0.117941,2.41015,-0.361741,-0.587928,-0.073049,0.919536,-0.573743,-0.680773
0.348859,0.206823,0.705779,0.389234,-0.208938,-0.411334,1.1061,-0.0988312,-0.35697,-0.526336,0.300028,-0.0887102,0.631693,0.296486,0.36582
0.328149,0.18849,0.700101,0.101051,-0.247307,-0.425369,1.19308,-0.113911,-0.35697,-0.523062,0.271487,-0.0825261,1.75565,0.274173,0.345399
-0.743568,-0.755647,-0.29339,-0.0224559,0.0884179,-0.679318,0.218891,-0.10425,-0.35697,1.1747,-0.81943,-0.101668,-0.50597,-0.760983,-0.711405
-0.531295,-0.324827,-1.33798,-0.166547,0.165155,2.39148,0.86255,-0.106416,-0.35697,-0.133414,-0.549872,-0.108809,0.837295,-0.521355,-0.657799
0.260843,0.164046,0.433278,0.183389,0.136379,-0.367008,1.01912,-0.113668,-0.35697,-0.609906,0.281001,-0.0873045,-0.204421,0.244098,0.27903
-1.01538,-0.938975,-0.934902,-0.619405,0.961302,-0.473359,0.0971174,-0.139668,-0.35697,2.51022,-0.936767,-0.126647,-0.697866,-0.956954,-0.979435
0.237545,0.0693272,0.824998,0.0804666,-0.554255,-0.478486,0.636399,-0.0935693,-0.35697,-0.34931,0.103409,-0.100881,1.71453,0.150963,0.256056
-0.7591,-0.792313,-0.395578,-0.145962,0.606393,-0.389785,-1.03363,-0.106784,-0.35697,0.666855,-0.762348,-0.102102,1.27591,-0.760983,-0.726721
0.794113,0.561256,1.41542,-0.104794,-0.995493,-0.466448,-0.529145,-0.110739,-0.35697,-0.487738,0.626669,-0.110089,-1.38321,0.675817,0.804879
-1.02315,-0.935919,-0.991673,-0.434145,1.03804,-0.361117,0.375456,-0.135544,-0.35697,0.441878,-0.927254,-0.11367,0.809882,-0.955984,-0.987093
-0.984316,-0.920642,-0.883808,0.0187132,0.961302,-0.369073,0.49723,-0.126065,-0.35697,0.97142,-0.908226,-0.0892359,-1.12278,-0.93076,-0.948803
0.141764,0.08766,0.382184,0.0804664,-0.324044,-0.617089,0.653796,1.41262,-0.35697,-0.578981,0.0907244,-0.0870061,0.960656,0.116037,0.159054
2.39392,2.75508,0.438955,-0.331223,-0.57344,-0.590301,-1.83386,-0.136582,-0.35697,-1.38266,2.81485,-0.104514,1.646,2.64135,2.38243
1.95385,2.00038,1.71062,-0.475314,-2.65493,-0.693568,-1.45114,-0.127041,-0.35697,-0.75705,1.80955,-0.114506,-0.615625,1.92926,1.94847
1.95385,2.00038,1.71062,-0.475314,-2.65493,-0.693568,-1.45114,-0.127041,-0.35697,-0.75705,1.80955,-0.114506,-0.615625,1.92926,1.94847
0.587018,0.39015,1.15995,1.41846,-0.822835,-0.473481,1.47142,-0.0797618,-0.35697,-0.465586,0.439564,-0.0193495,-1.3695,0.486637,0.600666
-0.518352,-0.651761,0.206194,0.574493,-0.0746484,-0.501248,-0.529145,-0.125498,-0.35697,0.657482,-0.654524,0.173636,1.56376,-0.593146,-0.489323
-0.914421,-0.893143,-0.651047,0.574494,0.692723,-0.48924,0.0101365,-0.0307824,-0.35697,2.05193,-0.895541,0.206341,1.4541,-0.891954,-0.879881
-0.772044,-0.761758,-0.537506,-0.104794,0.654354,-0.44136,0.671192,-0.137904,2.41015,0.253657,-0.746491,-0.0813076,-1.60251,-0.751281,-0.739484
0.242723,0.081549,0.995311,7.59379,-1.18734,-0.589881,-0.7379,1.74514,-0.35697,-0.0294219,0.00827135,4.0969,1.60488,0.127679,0.261161
0.08999,0.0540499,0.240257,1.00677,-0.0746484,-0.526053,1.34964,-0.0416316,-0.35697,-0.663682,0.084382,-0.00477641,1.74194,0.0849923,0.110554
0.72163,0.512369,1.25646,0.492156,-0.803651,-0.451457,1.22787,-0.0831071,-0.35697,-0.515266,0.588614,-0.0752434,-0.711572,0.621488,0.733404
0.40581,0.212934,1.03505,0.162805,-0.746098,-0.484614,0.166702,-0.121981,2.41015,-0.384337,0.249288,-0.0795993,-0.574504,0.304247,0.421979
-0.249128,-0.27594,0.01885,-0.145963,0.0116809,-0.539382,-0.163825,-0.133545,-0.35697,-0.416124,-0.280314,-0.109254,0.247903,-0.258443,-0.223846
-0.306079,-0.41038,0.262965,0.203973,-0.180162,-0.521874,0.584211,-0.110951,-0.35697,0.0146555,-0.416679,-0.0483556,0.056008,-0.364189,-0.280004
