CatBoost,10,-3,0.536,0.015778243024904673
CatBoost,15,-3,0.555,0.015723301886761007
CatBoost,3,-3,0.498,0.01581917337430266
CatBoost,5,-3,0.511,0.015815471195292575
FTTransformer,10,-3,0.548,0.01574623586588058
FTTransformer,15,-3,0.535,0.015780495050030086
FTTransformer,3,-3,0.518,0.01580904569940659
FTTransformer,5,-3,0.503,0.015819015179246818
KNN,10,-3,0.531,0.015788865959538965
KNN,15,-3,0.573,0.01564978964446219
KNN,3,-3,0.511,0.015815471195292575
KNN,5,-3,0.515,0.01581217964181488
LR,10,-3,0.531,0.015788865959538965
LR,15,-3,0.535,0.015780495050030086
LR,3,-3,0.528,0.015794475789511517
LR,5,-3,0.504,0.015818793703510844
Model,num_rows,num_cols,acc,std
R_Forest,10,-3,0.527,0.01579621855130273
R_Forest,15,-3,0.56,0.015704987954361718
R_Forest,3,-3,0.503,0.015819015179246818
R_Forest,5,-3,0.5,0.015819299929208316
STUNT,10,-3,0.523,0.015802554246726087
STUNT,15,-3,0.552,0.01573351656634789
STUNT,3,-3,0.529,0.015792669451628764
STUNT,5,-3,0.51,0.015816135752773183
SVC,10,-3,0.54,0.0157685969143944
SVC,15,-3,0.535,0.015780495050030086
SVC,3,-3,0.519,0.015807874268505835
SVC,5,-3,0.511,0.01581547119529257
TabNet,10,-3,0.515,0.01581217964181488
TabNet,15,-3,0.507,0.01581774956184353
TabNet,3,-3,0.514,0.01581309754773093
TabNet,5,-3,0.519,0.015807874268505835
Iwata,3,-3,0.543,0.035241977767954465
Iwata,5,-3,0.538,0.03527072474480818
Iwata,10,-3,0.55,0.03519572046057218
Iwata,15,-3,0.567,0.03505401237781182
