-0.500565,-0.598197,0.184789,0.460525,-0.249168,0.171136,-0.423203,-0.614969,0.498726,-0.514158,0.457836,0.00737637,0.260842,0.358824,-0.460404,-0.202231,0.0319645,0.375946,-0.646414,-0.330068,-0.533009,-0.290748,-0.190457,-0.136033,-0.584654,0.0773621,-0.665514,-0.399794,-0.494228,-0.131116,-0.00444794,-0.559686,0.736609
0.153825,-0.929105,-0.94004,0.709343,0.795501,-0.910135,0.137633,0.434347,-1.95514,-0.946597,0.654669,-0.87854,-1.08551,0.679417,0.141541,0.742676,-0.608892,-0.0185409,-0.910954,-0.929755,-0.75546,0.32691,-0.870983,-0.803517,-0.640666,-0.883038,-0.902838,-1.01672,0.363702,-0.882278,-1.05373,-0.675339,-1.72425
-0.680687,2.75087,1.32214,-1.02736,-0.692651,1.3745,-0.730392,-1.21809,0.108537,1.56748,-1.33215,1.51051,1.21668,-0.628692,-0.732171,-0.742946,1.74332,1.19361,2.76849,1.61013,0.902028,-1.43457,2.17851,2.07862,1.44515,1.46586,1.786,1.18463,-1.35706,2.13126,1.26729,1.16304,0.20512
0.325141,-1.00328,-1.09074,0.69504,0.731652,-1.07074,0.343492,0.884857,-1.70928,-0.944098,0.651431,-1.05614,-1.1628,0.667053,0.366591,0.941149,-1.01527,-0.614839,-0.987797,-0.95991,-0.759518,0.834371,-1.11513,-1.09715,-0.643345,-1.06261,-0.833082,-0.99992,0.832392,-1.12199,-1.02878,-0.680367,-1.43236
-0.615049,0.676199,0.804006,0.0861679,-0.578067,0.784326,-0.603655,-0.699837,0.274056,0.363662,-0.0724045,0.777549,0.828115,0.238863,-0.614359,-0.610921,0.610691,0.532829,0.688043,0.261382,-0.0375416,-0.594769,0.681836,0.702226,-0.113094,0.783117,0.221202,0.344801,-0.672041,0.686394,0.795261,-0.0423191,0.809634
0.123909,-0.849454,-0.968336,0.595778,0.568202,-0.905527,0.0649282,0.578967,1.40342,-0.901499,0.528021,-0.834831,-1.05088,0.540105,0.0832593,0.414727,-0.637648,-0.176034,-0.808454,-0.916701,-0.720427,0.370358,-0.892683,-0.81647,-0.619467,-0.863497,-0.895561,-0.981599,0.441284,-0.935372,-0.979041,-0.642945,0.876711
-0.623065,1.47312,1.21759,-2.25389,-0.708183,1.15109,-0.616748,-0.802117,0.0566224,2.18689,-2.41585,1.10861,1.24792,-2.37681,-0.617208,-0.724675,0.690102,0.541615,1.48385,2.11224,2.61075,-0.594009,1.03816,0.799199,1.95634,1.11116,1.82078,2.35589,-0.63297,1.06351,1.30958,2.22925,0.668043
-0.679897,1.51545,1.26706,0.0085459,-0.667003,1.26573,-0.712711,-1.14407,-0.250457,1.16204,-0.295665,1.28105,1.25073,0.229088,-0.718928,-0.69544,1.17177,0.930804,1.52581,1.39397,0.774091,-1.06355,1.27713,1.28525,0.452599,1.27749,0.952714,1.27826,-1.09155,1.25346,1.23049,0.524253,0.20502
-0.415746,-0.766895,-0.127798,0.606963,-0.0438382,-0.146159,-0.332307,-0.269778,0.690892,-0.710022,0.559066,-0.253576,-0.0983318,0.635449,-0.36736,0.034733,-0.220202,0.0930944,-0.799389,-0.643445,-0.664844,-0.0622196,-0.473368,-0.437776,-0.615798,-0.200762,-0.728113,-0.65379,-0.214995,-0.442183,-0.309549,-0.630971,0.657388
0.75578,-1.04015,-1.18599,0.0883069,0.592011,-1.19146,0.765825,0.91952,-2.68542,-0.711982,0.322122,-1.22212,-1.3327,0.362003,0.737479,0.89935,-1.2091,-0.854941,-1.0202,-0.936701,-0.65274,0.990215,-1.14591,-1.22271,-0.5315,-1.20862,-0.843867,-0.969365,0.901838,-1.13166,-1.03434,-0.349269,-2.41832
