-0.84609,-0.261526,1.93864,-0.365159,0.215874,-0.135713,-0.657434,0.210154,0.101961
2.05214,0.789945,-1.23049,0.626414,1.80326,1.39306,-0.42043,-0.0547457,1.74971
-1.00382,0.96519,-0.174113,-0.44779,0.513509,0.0994826,0.0535775,0.541278,0.239274
-0.826374,0.351832,2.4262,-0.282528,0.910356,0.21708,-0.42043,0.210154,-0.584602
-1.02353,1.05281,1.04478,0.29589,-0.776244,-0.429707,0.646087,-0.319645,-0.813456
-0.303903,0.0889643,-0.580412,0.29589,0.910356,0.24648,-0.538932,-0.584545,-0.218435
1.85498,0.176587,-1.06797,0.874307,-0.280185,0.21708,-0.775936,-0.319645,0.513899
0.73118,-1.22537,-0.824192,-0.365159,-0.379397,-0.841299,0.646087,-0.38587,0.193503
1.5001,-0.349149,-0.580412,-0.44779,-0.57782,2.80423,1.3571,-0.319645,0.330815
1.57896,0.0889643,-1.14923,-0.365159,-0.57782,0.21708,-0.301928,-0.915669,0.0104195
0.336862,-0.0862809,-0.824192,1.28746,-0.180973,0.74627,-0.183426,0.0114792,0.285045
0.257999,0.702322,1.45108,-0.199897,0.513509,-0.370908,0.0535775,-0.51832,-0.264206
0.090414,-1.66349,1.12604,0.543783,0.513509,-0.194512,0.527585,-1.04812,-0.355747
0.356578,-1.40062,-0.255373,0.543783,0.0174502,-1.19409,0.0535775,-0.120971,-0.447289
1.57896,0.351832,-1.14923,0.0479962,-0.180973,-0.018115,0.290581,-0.78322,0.971607
0.0608402,-0.787262,-1.31175,0.874307,-0.0817616,1.51065,-0.894438,-0.452095,-0.218435
-0.648931,-1.22537,-1.14923,-1.43936,2.79538,-0.429707,-0.301928,-0.452095,-0.0353514
-0.727794,0.351832,2.18242,-1.43936,2.49774,-0.0769139,-1.72395,0.0777041,-0.447289
-0.964385,0.6147,0.638485,-0.613053,0.215874,0.628672,0.409083,0.0114792,-0.218435
0.73118,-0.261526,-0.824192,0.791676,0.811144,-0.370908,1.3571,1.4022,0.330815
0.179135,-0.874884,1.15855,-0.943577,1.3072,-0.723701,-0.657434,0.0777041,-0.49306
-1.04325,0.0889643,-0.824192,-1.19147,-0.57782,0.0406838,-0.42043,-0.915669,0.834295
0.6326,0.351832,-1.06797,-0.44779,0.711932,-0.547305,0.764589,-0.452095,0.239274
1.79584,-0.436771,2.0199,-0.530422,0.0174502,-0.25331,-1.01294,0.0114792,-0.447289
0.277715,-0.349149,-0.742932,1.45272,0.711932,1.04026,-0.538932,-0.452095,0.422357
-0.0180232,-0.787262,0.882265,-0.530422,0.811144,0.275879,-1.84245,1.20353,-0.813456
-0.924953,-0.349149,0.0696664,-0.365159,-0.776244,-1.13529,0.646087,0.607503,0.0561903
2.15072,-0.261526,-1.39301,-0.860946,-0.57782,0.0994826,-0.301928,-0.716995,0.0561903
1.32266,-1.22537,-1.14923,0.213258,-0.974667,2.15744,0.646087,1.53465,0.468128
-0.984101,2.19191,0.394706,0.0479962,-1.07388,-1.31169,0.764589,-0.915669,-0.49306
1.02692,-0.962507,0.963524,-0.530422,0.215874,-0.7825,-0.0649244,-1.51169,-0.813456
0.494589,-0.261526,-0.499152,-0.613053,-0.875455,0.393477,1.12009,-0.0547457,-0.309976
0.928338,0.00134171,1.2073,-0.613053,0.811144,0.481675,2.06811,-1.04812,-0.721914
0.691748,0.264209,-0.742932,-0.117266,-0.280185,0.334678,-0.42043,-0.0547457,-0.0353514
-1.04325,-0.962507,-0.661672,0.709045,-0.677032,-0.135713,-0.42043,-0.452095,0.60544
-0.74751,-1.05013,0.557225,0.213258,-1.17309,-0.429707,0.172079,-0.51832,-0.767685
-0.727794,-0.524394,-0.986711,-2.26567,2.39853,-0.312109,-2.07946,0.872403,0.285045
1.89442,-0.261526,-1.31175,-1.10884,-0.57782,0.334678,-1.36845,0.210154,-0.0811222
1.67754,0.439455,-1.23049,-0.282528,-0.478608,-0.135713,-0.301928,-0.981894,0.239274
-1.00382,0.351832,0.638485,1.28746,-0.974667,-1.37049,0.290581,-0.915669,-0.584602
-0.491204,0.877568,-0.174113,-0.365159,-0.0817616,-0.429707,0.172079,2.32935,0.60544
