<<<<<<< HEAD
Model,num_rows,num_cols,acc,std
LR,1,-3,0.494,0.015818160898606833
LR,2,-3,0.485,0.01581217964181488
LR,3,-3,0.487,0.01581395210189664
LR,6,-3,0.539,0.015771104201283047
CatBoost,1,-3,0.494,0.015818160898606833
CatBoost,2,-3,0.485,0.015812179641814878
CatBoost,3,-3,0.495,0.015818508944436743
CatBoost,6,-3,0.532,0.015786868759359005
R_Forest,1,-3,0.494,0.015818160898606833
R_Forest,2,-3,0.491,0.015816736995005295
R_Forest,3,-3,0.471,0.015792669451628764
R_Forest,6,-3,0.525,0.01579951342999602
KNN,1,-3,0.494,0.015818160898606833
KNN,2,-3,0.481,0.015807874268505835
KNN,3,-3,0.496,0.01581879370351084
KNN,6,-3,0.54,0.0157685969143944
TabNet,1,-3,0.494,0.015818160898606833
TabNet,2,-3,0.52,0.015806639423035177
TabNet,3,-3,0.487,0.01581395210189664
TabNet,6,-3,0.498,0.01581917337430266
FTTransformer,1,-3,0.494,0.015818160898606833
FTTransformer,2,-3,0.488,0.01581474331458169
FTTransformer,3,-3,0.505,0.01581850894443674
FTTransformer,6,-3,0.528,0.015794475789511517
LR,5,-3,0.522,0.01580397942816194
LR,10,-3,0.501,0.015819268290576817
LR,15,-3,0.532,0.015786868759359005
CatBoost,5,-3,0.53,0.015790799515836722
CatBoost,10,-3,0.502,0.01581917337430266
CatBoost,15,-3,0.541,0.015766025737882314
R_Forest,5,-3,0.532,0.015786868759359005
R_Forest,10,-3,0.515,0.015812179641814878
R_Forest,15,-3,0.553,0.0157301760460091
KNN,5,-3,0.526,0.015797897758042797
KNN,10,-3,0.528,0.015794475789511517
KNN,15,-3,0.534,0.015782683329937694
TabNet,5,-3,0.488,0.01581474331458169
TabNet,10,-3,0.502,0.01581917337430266
TabNet,15,-3,0.519,0.015807874268505835
FTTransformer,5,-3,0.517,0.015810153729833274
FTTransformer,10,-3,0.539,0.015771104201283043
FTTransformer,15,-3,0.533,0.015784807891138876
=======
CatBoost,10,-3,0.515,0.015812179641814878
CatBoost,15,-3,0.525,0.01579951342999602
CatBoost,3,-3,0.477,0.015802554246726087
CatBoost,5,-3,0.545,0.015755101498347232
FTTransformer,10,-3,0.539,0.015771104201283043
FTTransformer,15,-3,0.533,0.015784807891138876
FTTransformer,3,-3,0.479,0.015805341148131185
FTTransformer,5,-3,0.517,0.015810153729833274
KNN,10,-3,0.528,0.015794475789511517
KNN,15,-3,0.534,0.015782683329937694
KNN,3,-3,0.496,0.01581879370351084
KNN,5,-3,0.526,0.015797897758042797
LR,10,-3,0.501,0.015819268290576817
LR,15,-3,0.532,0.015786868759359005
LR,3,-3,0.487,0.01581395210189664
LR,5,-3,0.522,0.01580397942816194
Model,num_rows,num_cols,acc,std
R_Forest,10,-3,0.521,0.015805341148131185
R_Forest,15,-3,0.528,0.015794475789511517
R_Forest,3,-3,0.481,0.015807874268505835
R_Forest,5,-3,0.528,0.015794475789511517
STUNT,10,-3,0.515,0.01581217964181488
STUNT,15,-3,0.526,0.0157978977580428
STUNT,3,-3,0.496,0.01581879370351084
STUNT,5,-3,0.526,0.0157978977580428
SVC,10,-3,0.497,0.015819015179246818
SVC,15,-3,0.528,0.015794475789511514
SVC,3,-3,0.493,0.01581774956184353
SVC,5,-3,0.531,0.015788865959538965
TabNet,10,-3,0.502,0.01581917337430266
TabNet,15,-3,0.519,0.015807874268505835
TabNet,3,-3,0.487,0.01581395210189664
TabNet,5,-3,0.488,0.01581474331458169
>>>>>>> max_tests
