-1.32826,0.2475,0.524919,-0.953102,0.453383,0.252533,1.46754,-2.93513,-0.623369,-2.98783,0.872485,-0.247464,0.902937,-4.55693,-3.06912,-4.11782,-4.57268,-3.13864,1.32193,-0.023143,0.672449,-2.79437,-0.778528,-4.01527,-3.14358,0.364899,-0.557708,0.0269369,0.0279738,-0.863867,-1.76556,-2.75901,-0.146004,1.20989,0.0989002,0.782623
-0.136491,-0.190505,-0.194728,0.600882,-0.670242,0.0303039,-1.04394,0.351513,-1.10756,0.962539,0.714695,-1.05617,0.457424,-0.457548,0.293724,-0.550738,-0.144597,0.43201,-0.432824,-0.407831,1.27411,-0.087411,-0.191966,1.59621,0.312422,0.215094,-0.392559,0.358331,-0.35479,0.998302,-0.0113907,-0.152338,-0.146004,0.592395,-0.513495,0.662762
1.33045,1.21688,1.16606,1.09238,0.476623,1.29706,0.728477,1.32957,1.24131,1.20289,1.25751,1.3586,1.26515,1.25968,1.27939,1.1539,1.22044,1.12788,0.74517,1.09712,1.07081,1.22205,1.40257,1.06779,1.30434,1.18887,1.18493,0.718632,1.23409,1.16877,1.30355,1.1318,1.17805,0.849648,1.21859,1.15031
0.558708,1.26951,0.956707,0.959494,0.555531,0.141418,0.51725,-1.25529,1.43446,0.456082,-0.074254,0.381527,-0.656356,0.173126,-1.31764,0.180971,0.703334,1.65942,0.0789797,-0.215487,0.552116,0.641385,0.863846,1.20242,-0.42815,0.215094,0.185461,0.42461,0.410737,0.843121,-0.387285,-0.52472,0.848834,-0.0250959,-0.268537,-0.655712
1.33045,1.10166,1.16606,1.2332,1.32667,1.16061,1.21616,1.38772,1.27123,1.04725,1.22967,0.911143,1.38132,1.17601,1.24858,0.770003,1.1362,0.806719,1.26163,1.03525,1.12832,0.9124,1.03736,1.18609,1.02738,1.29361,0.994517,1.45701,1.04395,1.19721,1.24282,0.897841,1.26282,1.27221,1.15569,1.2666
0.459394,0.539504,-1.92188,-0.235878,-0.363799,-0.858612,-0.500915,-0.597962,-2.07595,-0.556832,-0.547624,0.561239,-2.66116,-1.19333,-0.967341,0.821216,-1.36938,-2.58072,-1.38332,-0.311659,-1.01221,-0.712094,-1.01315,-1.25875,-1.49787,-0.908442,0.268035,-0.238179,-1.37549,-0.863867,-0.888476,0.220044,-1.36192,-0.210343,-1.49333,-1.37488
1.27138,1.27449,1.03754,1.40219,1.16925,1.13332,1.11862,1.18421,1.24131,1.14063,1.09046,1.07095,1.17802,1.31546,0.878801,1.12437,1.24853,1.12788,1.19707,1.18993,1.35835,1.22205,0.976491,1.03821,0.811963,0.630282,1.18493,0.61315,1.36991,1.28253,0.665899,1.10256,1.40411,1.1213,1.18714,1.41196
0.658022,0.101499,-0.0507986,0.481345,0.249088,-0.525268,-0.568793,0.278476,-1.59176,-0.556832,0.0835358,1.63951,-1.77014,0.698688,0.994316,-0.0934201,1.08019,1.21309,-1.01774,-0.600175,-1.37321,-1.33678,0.863846,1.30087,1.05299,-1.73237,0.0203124,-1.76259,0.155562,-0.0879634,-1.38967,-0.152338,0.185609,-1.01308,-0.880932,-0.655712
0.757337,0.2475,0.38099,0.839957,-0.159504,0.585876,0.313617,0.570622,1.07131,0.557374,0.556905,-0.33732,0.0119121,-0.352435,0.433842,0.180971,0.326476,-0.237486,0.371439,0.650061,0.552116,0.849613,0.981159,0.513293,0.0655646,0.364899,0.846055,0.756005,0.665913,0.532759,0.740397,0.220044,0.406684,0.839391,0.833775,0.42304
1.33045,0.669591,1.13393,0.979725,1.2637,1.16061,1.47625,1.21328,1.24131,1.23402,1.1183,1.19879,1.23611,1.00867,1.34102,1.21296,1.08003,0.865112,1.4553,1.2518,1.15707,1.12916,1.28083,1.06779,1.21202,1.01431,1.40709,0.894435,1.26126,0.969694,0.878448,1.24878,0.838958,1.24203,1.21859,1.20845
1.00554,1.15927,1.13393,1.09238,0.94887,1.21519,1.11862,1.27143,1.00195,0.984987,1.06262,0.879183,1.2942,1.00867,1.40265,0.770003,0.967705,1.15707,1.22935,1.15899,1.30084,0.97433,0.946057,1.24525,1.30434,1.22379,0.994517,1.38669,0.935303,1.02657,1.15172,0.897841,1.34759,1.21185,1.15569,1.20845
0.658022,0.977509,0.38099,-0.116341,0.657679,0.474762,1.39966,0.935805,1.07131,-0.252958,0.872485,0.201815,1.12569,-0.142211,1.13443,-0.276347,0.232261,0.543593,1.32193,0.650061,0.552116,0.537272,0.0426591,-0.37273,1.05299,0.964118,0.515758,0.822284,0.0279738,0.843121,0.113907,-0.0592426,1.06991,0.839391,0.0989002,0.782623
1.03508,1.15927,1.06967,1.14871,1.57853,0.996871,0.370845,0.748117,1.39092,1.29628,1.14615,1.32664,0.713338,1.34336,0.971246,1.24249,0.967705,1.21547,0.874284,1.03525,1.0133,1.31495,1.40257,0.979054,1.36589,0.94449,1.08973,0.788953,1.15261,1.19721,1.15172,1.27803,0.951988,0.396901,1.02987,1.12123
0.558708,-0.336507,-1.20223,-1.9094,0.861974,-0.0808105,1.39966,1.00884,0.102924,-1.97491,-1.17878,0.651095,0.457424,0.278239,0.714079,-0.642202,0.232261,-0.460652,0.883243,0.265373,1.03345,-2.37791,0.0426591,-0.569624,0.559279,0.514703,0.680907,0.954842,0.793501,-2.88122,-0.763178,-1.17639,0.627759,0.654144,-0.268537,0.42304
1.35999,1.18807,1.23031,1.28953,1.01184,1.13332,1.08611,1.03884,1.30115,1.45193,1.22967,0.943104,1.14898,1.25968,1.24858,1.39014,1.47318,1.04029,1.0034,1.09712,1.09957,1.31495,1.37213,1.09736,1.05815,1.01431,1.40709,0.648311,1.31558,1.14033,1.15172,1.16105,1.17805,1.18166,1.06133,1.17938
0.260766,-1.35852,-0.914375,-0.355416,0.555531,-2.08087,-0.297282,-0.23278,0.708168,-0.0503749,-1.49436,0.381527,1.34845,0.593576,-0.827223,-0.00195644,0.609119,0.208845,1.24882,0.361545,-0.651213,0.0167027,1.68503,-0.569624,-0.263579,0.739411,-0.144836,-0.039342,1.17626,-0.0879634,-0.261987,0.592426,-1.58299,-0.704336,-0.513495,0.662762
0.757337,0.393502,0.38099,1.07903,0.453383,0.585876,0.51725,0.570622,0.587119,0.152208,0.556905,0.471383,-0.322222,0.698688,0.573961,0.363898,0.514905,-0.460652,0.590784,1.03475,-0.0495488,0.329044,0.277284,-0.668071,0.312422,1.18882,1.0112,1.0874,1.04868,0.843121,1.36689,0.685521,0.296146,1.20989,0.466337,-0.176267
-0.235805,0.2475,0.23706,0.600882,-0.261651,0.91922,-0.229405,-0.23278,-0.50232,0.557374,0.241326,0.471383,-0.767734,0.488463,0.363783,0.363898,0.609119,-0.460652,-0.140365,-0.215487,-0.290215,0.120816,0.394596,0.217952,0.0655646,-0.309223,-0.144836,-0.238179,0.410737,-0.398325,0.113907,0.126948,0.738296,-0.210343,1.07873,-0.176267
0.459394,-0.336507,-0.0507986,0.122733,-0.363799,0.141418,-0.161527,0.424549,0.708168,0.354791,-0.232044,0.111959,1.23707,0.908913,0.153606,0.821216,1.08019,0.543593,0.225209,0.265373,0.672449,0.745499,0.746534,0.513293,0.230136,0.364899,0.598332,0.490889,0.283149,0.68794,0.865695,0.685521,-0.256542,0.530646,-0.146058,0.902485
-0.434433,1.56152,0.956707,-0.116341,0.0447921,0.808105,-0.772426,0.278476,-0.381271,0.0509165,0.399116,-0.966311,-0.4336,0.278239,0.433842,-0.733666,-0.0503821,1.10151,-0.798398,-0.215487,0.913114,-0.295639,-0.426591,0.316399,0.888423,0.289996,-0.392559,0.623447,-0.227202,-0.708686,0.615099,-0.338529,0.406684,0.530646,0.956254,0.183317
1.55185,-0.190505,1.24457,0.361808,0.657679,0.252533,0.653005,-1.10922,0.102924,0.0509165,1.03027,0.201815,-0.767734,0.908913,0.293724,0.0895072,0.0438324,0.43201,0.590784,0.842405,-0.0495488,-0.295639,-0.543903,0.217952,0.14785,0.364899,1.3415,-0.1719,-0.609965,-0.398325,0.615099,-0.245434,-0.146004,-0.766085,-0.268537,-0.775573
0.0621377,-1.06652,-0.194728,0.481345,-0.77239,0.585876,-1.31545,-0.0867065,-0.744418,0.354791,-0.074254,1.54965,-0.544978,-0.247323,0.363783,0.0895072,0.138047,-0.572234,-1.89512,-0.888691,0.191117,-0.399752,0.629221,0.0210582,-0.181293,-2.03198,-1.46602,-2.02771,1.68662,-1.32941,-0.387285,-0.338529,0.627759,-1.69232,-0.268537,-1.0153
0.36008,-3.25654,-1.0583,-0.953102,0.555531,-0.636383,0.653005,-1.03618,0.345021,-0.556832,-1.96773,0.561239,0.234668,-1.40356,-1.31764,0.272434,-0.144597,-0.349069,0.517669,0.169201,-0.891879,-0.712094,0.511909,-0.963412,-1.82701,-1.20805,0.350609,-0.370737,0.665913,-0.553506,0.113907,0.778617,-2.68837,-0.889583,0.343858,-0.775573
-0.533747,-0.920514,0.668849,-4.06107,0.351235,0.808105,-0.704548,-3.6655,-0.623369,-3.79816,0.872485,1.10037,-0.544978,-0.877997,-2.78888,-3.11172,-2.31153,-0.906982,-1.09086,-0.215487,0.31145,-1.96146,-0.191966,-2.04633,-2.56758,-0.683735,0.185461,0.0269369,0.0279738,-2.72604,-1.01377,-3.41068,-2.02514,-0.39559,0.711296,-0.775573
-0.533747,-0.920514,-1.20223,-1.43125,1.27057,-0.747497,-0.704548,0.862768,-0.865467,-0.860706,-0.389834,1.10037,-1.88152,-0.0370985,0.503902,0.363898,0.891763,0.320427,-0.286595,-0.792519,-1.97488,-0.399752,-0.661216,-0.0773888,0.312422,0.589606,-0.722856,0.490889,0.665913,-1.48459,1.11629,0.49933,-1.14084,0.0984023,-1.00341,-2.21391
-1.82483,0.101499,1.10064,-0.116341,0.14694,-0.191925,0.177861,-0.744035,-0.260223,0.0509165,0.241326,0.471383,-0.099466,-1.40356,-1.17752,-2.10562,-1.84046,-0.7954,0.00586483,-2.2351,-0.891879,-0.60798,0.159972,1.00553,-1.16872,-0.384125,-1.46602,0.0932158,0.410737,-0.708686,0.489801,-2.75901,0.627759,-0.704336,1.07873,-0.176267
-0.831689,-0.0445032,0.23706,0.361808,-0.874538,-0.525268,-0.36516,0.570622,-1.95491,0.861248,-0.705413,-0.876455,-0.656356,-0.352435,0.924257,0.455362,-0.144597,0.543593,-0.798398,-0.023143,-0.891879,0.537272,-2.30359,0.414846,0.476994,0.364899,0.268035,0.225774,-2.14102,0.68794,0.489801,0.778617,0.185609,-0.086845,0.588817,-0.895434
-0.335119,-0.0445032,-0.0507986,0.959494,0.453383,0.585876,0.177861,1.08188,1.07131,0.152208,0.241326,0.471383,1.45983,0.593576,0.714079,0.455362,0.609119,-0.0143208,1.02947,-0.215487,0.913114,0.22493,0.394596,0.61174,0.14785,0.739411,0.0203124,0.0932158,1.17626,0.68794,0.990993,0.126948,0.296146,0.345399,0.0989002,0.662762
0.955965,-0.62851,-0.338657,-0.714027,-0.0573557,-0.525268,0.449372,0.935805,0.829217,0.456082,-0.863203,-0.157608,-0.767734,0.278239,0.0835465,1.09561,0.797548,0.0972619,0.0789797,0.938577,-0.651213,0.22493,0.863846,0.0210582,-0.099007,0.814313,0.598332,0.888563,0.410737,-1.01905,1.36689,0.685521,-0.256542,0.839391,-0.268537,-1.13516
