0.89393,1.01735,-0.21896,-0.224857,-0.364864,-0.286643,1.39364,0.53486,0.638718,-0.372504,-0.132406,0.98605,0.306425,-0.769803,0.601408,-0.966735,-0.266953,0.182568,-0.528293,-0.906837,-0.00957936,-0.764217,-0.407262,1.38423,1.79008,-0.318869,-0.658176,-0.986863,1.03781,-0.444695,0.207713,0.432773,0.635054,0.722248,1.27207,-1.08025,1.21689,1.36192,0.146323,-0.35199,-0.722665,-0.369069,0.847739,-0.431914,-0.11903,-0.0694978,0.167887,-0.720036,-0.0163324,-0.656484,0.636091,0.195114,-0.0497456,0.0400005,-0.882251,0.126008,0.198119,1.35856,1.66847,1.80068,0.573841,-0.291346,1.543,0.550822,0.953704,0.332438,-0.273827,-0.410825,1.70364,1.40121,-0.571497,1.10679
-0.64051,-0.609425,0.507049,-0.550013,0.985989,0.892755,-0.668999,0.646411,-0.585819,-1.07995,0.846795,0.707289,-1.427,-0.375785,-0.726541,-0.515144,1.0498,0.981201,-0.537845,-0.26895,-0.205181,-0.267952,-0.0124533,-0.683893,-0.610989,0.174172,-0.271958,-0.310222,-1.44034,-1.30293,0.763278,-0.872327,-0.592331,0.873608,0.751385,-0.515029,-0.653088,-0.680104,-1.32252,1.02869,-0.516377,-0.42941,-1.48556,-1.35351,1.02453,-1.41734,-0.466007,-0.520613,-1.27787,0.947123,-0.498432,-0.579067,0.562737,-0.978051,-0.511841,0.782833,0.754227,-0.680152,-0.623513,-0.592076,-1.45283,-0.433581,-0.549591,-0.566664,-0.52006,-0.394747,0.342404,-0.525795,-0.568172,-0.67152,-1.19446,0.806926
1.32785,-0.805969,0.620035,-0.983572,0.41864,0.303056,1.13947,0.662308,-0.860273,0.492243,0.25678,0.645343,0.386996,0.818242,0.48807,-1.40908,0.523065,0.548028,-1.01647,1.04942,0.512214,1.11751,0.530471,1.18342,-0.457493,0.568534,1.16115,0.998673,0.58726,0.428831,0.183018,0.497227,1.3334,0.570828,0.617437,-1.27484,1.27954,1.11885,0.610844,0.49021,-1.06965,0.705162,0.44771,0.400552,0.542295,0.356869,0.562595,-1.41787,0.553753,0.355651,0.413867,-0.925394,0.659455,0.517175,-1.11381,0.200374,0.185788,1.22535,-0.59015,-0.332241,0.413827,1.25286,0.0250862,0.469872,0.262216,0.477847,0.585618,-1.37461,-0.0966457,1.16434,0.503013,0.592788
0.523588,0.56973,-1.23548,0.376196,-1.13483,-1.1584,0.38678,-1.20145,0.501463,-1.66168,-1.17441,-1.16644,-1.54791,0.877935,-1.55251,-0.109627,-1.09859,-1.03561,0.323688,0.81554,-1.44437,0.78669,-1.41088,0.410429,0.682729,-1.33775,0.754593,0.843376,-1.10904,-1.71672,-1.22451,-1.59734,0.571598,-1.03927,-1.10846,0.0501963,0.475172,0.379843,-0.832885,-1.12518,0.252585,0.874143,-1.41892,-1.69541,-1.06968,-1.60991,0.849706,-0.185305,-0.707782,-1.15602,0.811573,0.449804,-1.22639,-1.63025,0.192063,-1.21248,-1.22298,0.436553,0.655958,0.685493,-1.4795,0.683972,0.708118,-1.52218,0.772363,-1.47739,-1.26294,-0.269387,0.68563,0.394468,-1.69276,-1.06332
0.132017,0.187591,-0.251232,0.1003,-0.0406315,-0.0687177,0.0153118,-0.277519,0.110876,-0.0737953,-0.3584,-0.0204856,0.0107872,0.113789,-0.0626016,0.0285943,-0.00361408,-0.209965,0.151361,0.305175,-0.205181,0.300742,-0.160498,-0.0614211,0.16743,-0.121652,0.23622,0.277645,0.163214,-0.000252264,-0.199733,-0.0989422,0.190642,0.00658431,-0.0520448,0.0872744,0.0259204,0.0200424,0.271877,-0.0206574,0.177536,0.12577,0.0477391,-0.327815,0.0325075,0.0680494,0.120087,-0.0131065,0.165609,-0.0518381,0.168241,0.0932592,-0.339902,-0.103207,0.164244,-0.14667,-0.1973,-0.0449482,0.210907,0.122498,0.0272137,0.165823,0.187702,-0.0969869,0.216851,-0.200822,0.0180718,0.00475786,0.16053,-0.0200882,-0.0731942,-0.0210675
-1.94215,0.940918,-0.267403,1.194,-0.0541704,-0.478981,-1.97894,0.471135,1.03984,-0.105174,-0.672254,0.738263,0.924519,-0.411588,-1.00191,1.49391,0.523065,0.940562,1.24268,-0.672954,-1.18347,-0.712527,-1.11472,-1.98899,0.463482,-0.926917,-0.739518,-0.643009,0.507741,0.505498,-0.928219,-0.727269,-1.68219,1.01124,0.944787,1.32886,-2.03206,-1.98307,0.184016,0.269341,1.23719,-0.272535,0.847739,0.742515,0.776506,0.906998,-0.155027,1.56391,0.0200348,-0.32787,-0.0422523,1.13229,0.127537,-0.421301,1.23861,-0.90265,-0.926427,-2.01195,0.633755,0.317403,0.893869,-0.911076,0.187702,-1.16592,0.0581337,-1.2027,-0.630523,1.60515,0.214104,-1.99413,0.175991,1.00682
1.55009,0.100213,-0.0415006,-0.303713,0.432179,0.354339,1.38388,-0.197898,-0.026324,1.184,0.344639,-0.2373,1.24697,1.05701,0.876709,-0.625731,0.329003,0.0878411,-0.432529,1.29397,0.430648,1.33464,0.267289,1.41434,0.342862,0.174172,1.34406,1.23156,1.02459,1.34837,0.220034,1.01286,1.59795,-0.0621998,-0.230599,-0.598431,1.55115,1.36192,0.774036,0.393584,-0.525783,0.946528,1.18107,1.35195,0.211662,1.27835,0.837709,-0.647501,0.614435,0.421351,0.729697,-0.151213,-0.13031,1.12168,-0.595155,0.26232,0.235222,1.46099,0.299952,0.371531,1.20053,1.3443,0.458728,0.745186,0.624957,0.542489,0.050505,-0.729176,0.428454,1.37162,1.2505,-0.163846
-0.312459,-0.29282,0.813665,-0.747104,0.648276,0.495339,-0.12155,0.837583,-0.522458,0.680922,0.419971,0.81573,0.588596,-0.781717,0.714746,-0.52434,0.786404,0.791688,-0.825039,-0.896228,0.593709,-0.815906,0.64568,-0.201974,0.397674,0.683613,-0.708988,-0.909215,0.547472,0.704712,0.33119,0.706739,-0.401853,0.763506,0.810839,-0.93199,-0.287443,-0.125798,0.610844,0.724917,-0.891477,-0.694926,0.647753,0.653316,0.790315,0.56316,-0.5856,-0.321237,0.66296,0.5791,-0.428227,-0.650376,0.868978,0.708073,-0.956372,0.361475,0.33409,-0.270365,0.233169,0.44732,0.613873,-0.565626,0.166009,0.648004,-0.247931,0.623326,0.747784,-0.0660069,0.321251,-0.138526,0.674294,0.77837
-0.0267011,-1.89775,-2.38103,-1.76195,-2.21555,-2.17115,-0.014052,-2.39617,-1.82083,-1.67743,-2.16619,-2.35881,-0.996982,-0.60264,-2.02217,-1.52891,-2.23517,-2.15907,-1.70572,-0.205134,-2.29221,-0.1232,-2.38152,-0.0514038,-1.75121,-2.38943,-0.0788492,-0.321348,-0.327127,-1.56345,-2.1752,-1.88738,-0.0209518,-2.18149,-2.3136,-1.58062,-0.0472086,0.000586947,-0.00434079,-2.25738,-1.6792,-0.743224,-0.725592,-1.42788,-2.21324,-1.15603,-0.884645,-1.46318,0.141346,-2.19445,-1.01302,-1.71996,-2.40303,-1.75751,-1.65099,-2.1792,-2.1745,-0.0552234,-1.84742,-1.64228,-0.879474,-0.0170655,-1.33021,-2.12143,-1.13225,-2.20458,-2.39803,-1.40999,-1.43615,-0.0299878,-1.55263,-2.24829
0.290735,0.602468,-2.49394,0.987081,-0.202748,-1.2994,-1.73453,-2.0139,0.870931,-1.8346,-1.56359,-1.46065,0.602005,-0.829495,-2.54038,-0.616535,0.828018,1.08944,0.888474,0.454025,-2.29221,0.662623,-2.18408,-1.17578,-1.10435,-2.11007,0.754593,0.144542,-1.30781,-0.551949,-1.57024,-2.51578,0.560985,0.570828,-0.706744,0.263324,-0.120338,-1.79832,-1.37274,0.365967,0.758924,-1.40704,-0.0189035,0.0140843,1.06589,0.673198,-1.93718,-1.10974,-1.29002,-0.827407,-2.27623,0.979512,-2.38694,-2.28238,0.664364,-1.65863,-1.61845,-0.64938,-0.478901,-1.63147,0.373853,0.775364,-2.3169,-2.59111,-2.46995,-2.51159,-2.34934,-1.40117,-2.13272,-1.54998,-1.21,0.050291
-0.17486,-1.3846,0.765223,-1.52548,-0.0541704,-0.427698,0.230359,1.10838,-1.47249,0.272117,-0.396038,1.24929,1.04543,-0.650419,-0.143548,-1.18791,0.536956,0.940562,-1.5334,-0.492169,-0.417195,-0.454025,-0.209822,0.0590457,-1.1811,0.0919633,-0.465067,-0.532099,0.308971,0.827326,0.553395,0.0783425,-0.200817,1.1488,1.27207,-1.20998,-0.10986,0.418704,0.146323,0.227887,-1.47287,-0.791522,0.687727,1.09925,0.817873,1.16831,-0.860714,-1.18223,0.153504,-0.314752,-0.849335,-1.50603,0.949611,0.199082,-1.36389,-0.0598819,0.358807,-0.024451,-1.27996,-1.04682,0.933843,-0.423443,-0.831492,-0.3723,-0.803442,-0.459389,0.439634,-1.19779,-0.889614,0.147694,0.549701,1.24951
-0.0055824,0.264019,1.15248,0.967366,1.99919,1.85423,-0.0629241,1.49065,0.670371,0.209224,1.80094,1.69837,-0.687935,0.292865,0.504231,-0.782392,2.01999,1.68505,0.869321,-0.981262,0.724157,-0.970976,0.908862,-0.0514038,-0.983732,1.06158,-0.932627,-0.787237,-1.33432,-0.444695,1.70165,0.545603,0.0531169,1.68552,1.77798,-0.366765,-0.0367307,-0.0869377,-1.2974,2.06421,0.627685,0.765503,-1.20557,-0.595414,1.82364,-0.550883,0.873575,-0.801613,-1.56902,1.90673,0.823243,0.928585,1.20753,0.469485,0.275376,1.72476,1.70575,-0.0449482,-0.757022,-1.02515,-0.946175,-0.362463,-0.256815,0.469872,0.658951,0.542489,1.10448,-0.693793,-0.610997,-0.0496848,-0.13549,1.73496
