0.861781,0.811643,-0.528779,0.059999,1.43014,1.51022,-0.454645,-1.97223,-0.72929,-1.35634,-0.695706,0.156781,0.327915,0.588589,0.326969,0.33058,1.62143,0.847036,-1.4621,-0.522914,0.807091,1.00238,0.425324,-0.0543142,0.666904,0.267846,-0.471583,-1.56314,-0.760394,2.50942,2.33865,-1.16296
1.23696,0.501854,-0.912348,3.00004,-0.102054,0.431911,-0.0457988,1.89375,-0.130351,-0.670181,0.594057,-0.760408,-0.431589,-1.71289,0.296842,-0.489318,-1.00618,-1.26801,-0.312925,-0.895764,1.94853,0.532271,-0.648844,0.730774,0.991371,-0.652124,-0.0685327,0.995949,1.22687,-0.110509,0.137942,0.410537
0.547442,0.811643,-0.444873,0.143208,0.104746,0.262178,-0.295095,0.0614389,-0.1848,-0.997898,-0.0709772,-0.911593,-0.148192,-0.832327,0.170307,0.82252,1.16703,0.625346,0.503591,-0.923904,-0.813348,2.13195,1.35762,-1.36611,-0.571061,0.0169452,0.193096,-0.556285,-0.21115,1.0052,1.36864,-0.480124
-1.01411,-1.177,0.789737,1.04741,1.48654,0.551723,0.48271,0.87692,-1.95439,0.76358,1.26917,-0.972067,0.197553,1.03888,0.152231,-0.410608,1.34484,0.259857,-0.252443,-0.593263,0.593071,0.747738,1.01308,-0.292822,0.96142,-0.170001,1.35982,0.228822,0.0784521,0.537002,-0.110622,-0.588982
-0.213055,1.33129,-1.17006,-1.12711,-0.261853,2.31894,-1.18259,1.28969,-0.691176,0.435863,-0.101206,-0.0246411,0.633984,2.82003,1.12233,-0.220391,-0.0479943,0.954885,-1.62338,0.0609828,-0.558562,1.55737,0.0909132,0.442577,0.761748,-0.922704,1.52245,-0.346523,-0.490765,-0.718173,0.75026,1.0439
-1.02425,0.721705,0.60994,-0.350497,-0.365253,-0.586488,-0.37487,0.0715066,-0.397151,1.10154,-1.11891,-0.145589,-0.00649319,-0.482101,1.42963,1.32758,0.949706,0.691254,-2.52054,-1.19826,-0.976411,1.12644,-0.182696,0.820214,-0.186693,0.0710611,0.023391,-0.262619,0.348081,0.606734,1.82939,-0.777011
0.95304,-0.247635,0.0585601,-1.02726,-0.0832538,-0.656378,-0.773745,-0.46208,1.24176,-0.762351,-1.38089,-0.145589,-0.488268,0.548564,0.0618489,1.49812,1.01885,0.0201918,-0.101236,1.16546,-1.64905,0.917499,0.30372,-0.789713,-0.945446,0.198971,0.0658174,-1.62307,0.707587,-0.170279,0.780573,0.984519
0.476462,-1.05708,-0.313022,0.664649,0.518345,0.601644,-1.23245,-2.06284,0.3488,-0.444876,0.473141,1.36626,0.169213,-0.642204,0.664394,-1.2633,0.949706,-0.453147,1.00761,0.511217,-1.54713,0.519213,0.506393,-0.253071,0.577052,0.61222,-0.393801,1.15177,-0.680504,-1.22622,-0.268249,-0.0644819
0.212823,0.941555,1.28718,-0.971788,-0.985652,0.571691,0.412907,-0.532553,1.42689,-1.01838,-0.151587,-0.246379,-1.48016,0.378454,-1.36016,-0.0432933,0.663238,1.05075,0.866487,0.750403,-0.477031,-0.819291,0.769869,1.37673,-1.10019,1.26653,-0.768567,-1.02975,-0.181191,0.327806,-0.3895,-0.0446894
0.415623,-1.78659,-0.504806,-0.760993,-0.0362539,-0.816127,1.09099,0.846717,-1.97617,-0.475599,0.352226,-1.14341,-0.119852,-0.972417,1.15848,1.11112,0.939828,0.679271,-1.50242,-0.375181,-0.212053,0.225395,1.02321,0.820214,-0.306496,-0.789874,-1.75144,-0.664162,-0.251095,0.756159,1.23526,-0.391058
