-1.32918,-0.546493,-0.225274,0.824409,-0.680896,-1.2125,-1.04059,-0.3597,-1.48203,0.100764,-0.326431,1.20629,0.958206,0.260572,-2.00206,-0.631067
1.01834,0.758019,0.113899,0.244671,1.37867,-0.697818,0.471085,-0.638411,2.06182,-0.297611,0.058558,0.237807,2.23879,-0.000283872,0.418665,0.585838
-0.365692,-0.138746,-0.288178,-0.402337,0.0442281,-0.30926,0.354717,0.272001,0.114193,-0.75917,-0.784565,0.778443,-1.13978,-0.293017,0.12589,-0.168856
1.46973,0.763358,0.994101,0.731,-0.0466556,-0.0317835,0.410455,-0.785682,1.01219,-0.728597,0.829353,1.2504,1.53955,-0.14438,1.44356,0.209448
0.00709152,-0.776045,0.707408,-1.65422,-0.00709665,-0.046093,-1.63101,0.210884,-1.3157,-1.76697,-0.0475706,0.00949777,0.608956,-1.58191,-1.11107,-0.840283
-0.845489,1.00755,-0.218295,-1.42618,-0.68034,1.0762,1.51922,-0.0095627,-0.384176,-1.38332,1.48939,0.997072,0.496687,-0.527927,2.32704,0.238815
0.941176,1.11652,0.862764,0.720215,0.503557,0.687453,-0.649589,1.17735,0.973734,-0.722761,-0.652812,0.0692235,-0.862705,0.413935,-0.00131646,-0.817392
0.0743029,-0.656299,1.26004,-2.23587,-0.789475,-2.15253,-0.984204,0.126387,0.364383,-2.0348,0.878329,-1.87022,-1.68988,0.0585593,0.61997,-0.422853
0.557356,-0.766105,0.895757,-0.77058,-0.356179,0.515464,0.0662432,-0.740672,-0.735209,-0.16031,0.365313,0.0311415,-0.675682,-0.670725,-0.497115,0.0621574
1.96997,1.02209,0.368597,0.0401216,1.17606,1.03941,0.745255,1.13105,-0.721873,-0.371357,-0.0276715,-2.10547,1.88253,0.752816,0.877821,1.07185
0.401314,0.192329,-0.110071,-1.12484,-1.45151,0.200196,-0.0394198,0.814144,-1.42677,0.853138,-1.1591,0.687302,-0.180797,-0.627543,0.797389,-0.882145
-0.0581297,0.767131,0.770765,0.560634,2.21006,0.0404979,-0.586376,0.960402,-0.952698,-0.41944,0.118346,-0.234702,1.07278,-0.461392,0.296163,0.539051
-0.433989,0.336283,1.2798,-0.463391,-0.664591,-0.0260964,0.163324,1.15692,1.18529,-1.2828,1.12593,0.139269,1.62011,-0.466025,-0.577456,1.08809
1.79294,0.555987,2.10716,0.339725,0.374596,-0.187812,0.209465,0.292527,1.95175,-0.531911,0.0617382,0.499358,0.308651,1.26841,0.162261,1.8975
1.40731,1.04712,1.02619,0.356268,1.20052,0.288713,-1.46998,1.23525,0.605073,0.761511,1.19272,1.30629,1.3835,0.438862,-0.159827,0.273563
-0.783795,0.913018,-0.338393,0.51265,1.82596,1.34367,0.609508,0.159063,-3.10511,1.35926,-0.251923,0.767302,-0.863626,0.0202881,-0.020497,-0.226313
0.620316,-0.0822326,1.02583,0.412752,1.83707,0.634526,2.09746,0.739956,-1.04879,0.581594,-0.514791,1.22465,-0.91294,0.0552233,0.255992,0.846401
0.748407,0.12072,-0.755517,0.734016,-0.32783,-1.2447,-1.02518,1.02198,1.28887,0.0777883,-0.84508,-0.535796,-0.594384,-0.810837,-0.916553,0.50403
-0.880406,-0.38726,-2.04614,0.112783,-0.0768575,0.513629,-2.51692,-1.97269,-0.482188,-0.185788,-0.64836,-0.313788,1.0125,-0.507911,1.40628,-0.632708
0.4242,3.04876,-0.806003,-0.773961,-0.434556,0.568574,1.35542,-0.643473,-0.193543,1.8462,0.83535,0.255706,-0.651809,0.782933,-0.20244,-0.0265818
-0.374647,-0.453346,-0.164365,0.949898,-1.25168,1.03978,-0.716493,0.657024,-0.819793,0.642091,1.15819,0.86794,0.0546175,1.2003,0.495839,1.10778
1.38814,1.19457,-0.242496,-0.312309,0.927496,1.15563,-0.261727,0.892474,0.0670599,-0.182267,0.412471,-0.891776,0.275929,0.480562,0.516829,-0.48715
1.39537,-0.224622,-0.220108,-0.857134,-0.914359,1.08454,-1.68712,-1.8325,-0.789467,1.21269,1.35991,-1.77524,-1.05129,-0.0450418,0.0870768,-1.24194
