0.485933,-1.01168,0.42249
-2.04427,1.26625,0.42249
0.485933,-0.726939,-2.35125
0.485933,-0.726939,-2.35125
0.485933,1.26625,0.42249
0.485933,0.98151,-2.35125
0.485933,1.26625,0.42249
0.485933,-1.01168,0.42249
0.485933,-0.86931,0.42249
0.485933,1.97811,0.42249
0.485933,0.412027,0.42249
0.485933,0.98151,0.42249
-2.04427,1.12388,0.42249
0.485933,0.127285,0.42249
0.485933,-0.86931,0.42249
0.485933,-0.726939,-2.35125
0.485933,-0.726939,-2.35125
0.485933,-0.726939,-2.35125
0.485933,0.554397,0.42249
-2.04427,-0.726939,0.42249
-2.04427,-0.726939,-2.35125
0.485933,-0.86931,0.42249
-2.04427,-0.726939,-2.35125
0.485933,-0.726939,0.42249
0.485933,-0.726939,-2.35125
0.485933,-0.86931,0.42249
0.485933,0.412027,0.42249
0.485933,-1.01168,0.42249
0.485933,-0.0150856,0.42249
0.485933,0.127285,0.42249
-2.04427,-0.726939,-2.35125
0.485933,-0.86931,0.42249
0.485933,2.40522,0.42249
0.485933,-0.726939,-2.35125
0.485933,-0.726939,-2.35125
-2.04427,-0.726939,0.42249
-2.04427,-0.86931,0.42249
0.485933,1.26625,0.42249
0.485933,-0.726939,0.42249
-2.04427,-0.726939,-2.35125
0.485933,2.12048,0.42249
-2.04427,-0.726939,0.42249
0.485933,1.26625,0.42249
0.485933,-1.01168,0.42249
-2.04427,1.26625,0.42249
0.485933,1.83573,0.42249
-2.04427,-0.157456,0.42249
0.485933,0.98151,0.42249
0.485933,-0.726939,0.42249
0.485933,-0.86931,0.42249
0.485933,0.269656,0.42249
-2.04427,-0.726939,-2.35125
0.485933,-0.86931,0.42249
0.485933,-0.726939,0.42249
0.485933,0.412027,0.42249
0.485933,-0.299827,0.42249
0.485933,0.98151,0.42249
0.485933,-0.726939,0.42249
0.485933,-0.726939,0.42249
0.485933,0.696768,0.42249
0.485933,1.83573,0.42249
0.485933,-0.726939,-2.35125
0.485933,-0.157456,0.42249
-2.04427,-0.726939,0.42249
0.485933,0.412027,0.42249
0.485933,1.69336,0.42249
0.485933,1.83573,0.42249
-2.04427,-0.726939,-2.35125
0.485933,1.12388,0.42249
0.485933,-0.726939,0.42249
-2.04427,-0.726939,-2.35125
0.485933,-0.157456,0.42249
0.485933,-1.01168,0.42249
-2.04427,-0.726939,0.42249
0.485933,0.98151,0.42249
0.485933,-1.01168,0.42249
0.485933,0.127285,0.42249
0.485933,-0.86931,0.42249
0.485933,-0.726939,-2.35125
0.485933,-0.726939,0.42249
0.485933,-0.726939,0.42249
0.485933,0.412027,0.42249
0.485933,-1.01168,0.42249
0.485933,-1.01168,0.42249
0.485933,-1.01168,0.42249
-2.04427,-0.726939,0.42249
0.485933,-0.584569,0.42249
0.485933,-0.86931,0.42249
0.485933,2.54759,0.42249
0.485933,-0.442198,0.42249
0.485933,1.26625,0.42249
0.485933,0.839139,0.42249
0.485933,-0.726939,0.42249
0.485933,-0.157456,0.42249
0.485933,-0.157456,0.42249
0.485933,-1.01168,0.42249
0.485933,-0.86931,0.42249
0.485933,-0.0150856,0.42249
-2.04427,-1.01168,0.42249
0.485933,-0.0150856,0.42249
0.485933,1.55099,0.42249
0.485933,0.412027,0.42249
-2.04427,0.696768,0.42249
-2.04427,-0.726939,0.42249
0.485933,1.97811,0.42249
0.485933,-0.442198,0.42249
-2.04427,-0.726939,0.42249
0.485933,-0.442198,0.42249
0.485933,-0.726939,-2.35125
0.485933,2.26285,0.42249
-2.04427,1.40862,0.42249
0.485933,-0.86931,0.42249
0.485933,-1.01168,0.42249
0.485933,-1.01168,0.42249
0.485933,0.98151,-2.35125
0.485933,0.412027,0.42249
0.485933,2.40522,0.42249
0.485933,-0.726939,0.42249
0.485933,-0.86931,0.42249
0.485933,1.97811,0.42249
0.485933,2.40522,0.42249
0.485933,0.412027,-2.35125
0.485933,1.40862,0.42249
0.485933,0.98151,0.42249
0.485933,-1.01168,0.42249
0.485933,-0.157456,0.42249
0.485933,-0.299827,0.42249
0.485933,0.98151,0.42249
-2.04427,-0.86931,0.42249
0.485933,-0.86931,0.42249
-2.04427,0.98151,0.42249
-2.04427,-0.726939,0.42249
-2.04427,-0.726939,-2.35125
0.485933,-0.0150856,0.42249
0.485933,1.12388,0.42249
0.485933,-0.157456,0.42249
0.485933,-0.726939,0.42249
0.485933,1.26625,0.42249
0.485933,-0.86931,0.42249
0.485933,0.412027,0.42249
-2.04427,1.26625,0.42249
0.485933,-0.442198,0.42249
0.485933,1.26625,0.42249
0.485933,0.696768,0.42249
0.485933,-0.726939,0.42249
0.485933,0.98151,0.42249
0.485933,-0.726939,0.42249
0.485933,-0.442198,0.42249
0.485933,-0.726939,0.42249
