0.172257,-0.500078,-0.0383074,-0.936656,0.858495,-0.731626,1.14501,0.447213,-0.396831,1.18252,-0.110505,0.352348,0.0314704,-0.524872,0.427157,-1.0206,-0.595846
0.252437,0.479994,0.601586,0.240969,1.17113,0.0786545,0.406331,0.652179,-0.665336,1.82452,0.913993,1.37735,0.75359,-0.292493,-0.256428,-0.456609,-0.116789
-0.898722,-0.539677,0.575468,-0.452243,1.57395,0.960592,-0.968104,-0.412321,-0.191918,-0.641227,0.760022,0.162533,1.36539,1.04816,-0.925152,0.705037,-0.386259
-1.66043,-1.74744,-1.38992,2.01158,-0.915113,-1.23874,0.357893,0.539778,-0.665336,1.2791,-0.228944,-0.995339,1.235,-0.322285,1.60114,-0.456609,1.50602
-1.67762,-0.965365,-1.44868,0.399656,-0.903088,-0.858404,0.109647,0.295141,-1.30127,0.415523,-0.092739,-0.482838,-0.69065,-0.858545,1.40795,0.191555,1.22457
1.05424,-0.935665,1.28719,-0.101461,0.533834,-0.108757,-0.459502,1.01583,0.797314,-0.175348,-0.382915,-0.0272821,0.131765,-0.524872,-0.974687,1.91719,-0.398235
-0.440549,-1.97514,-0.913263,-0.0513494,-1.37204,0.0566061,-2.02164,-0.266861,0.345094,0.438249,-1.22383,-1.21363,-0.570296,0.208016,0.0506903,0.763961,1.512
0.687701,0.569091,-0.528021,-1.78855,1.3515,0.751132,-1.90659,-1.39748,0.712523,-1.39686,0.102685,0.238459,0.191942,1.83467,-1.92081,1.31953,0.0209396
-0.463458,-1.63854,-1.64457,0.41636,-0.602477,0.310163,-0.828844,-0.366038,1.12235,0.529152,-1.3778,0.99772,0.863914,-0.0601135,0.734275,0.275733,1.39823
-1.7578,1.17297,-1.16791,0.29108,-2.26786,-0.676505,1.28427,1.33319,-0.545215,0.563241,0.144139,-0.985849,-0.590355,-0.518913,1.04635,1.19326,0.841324
0.258164,0.885882,1.50266,-0.552466,0.936654,-0.0536361,0.563756,1.53155,-2.39649,-0.584412,1.26931,0.675034,-0.0688241,-0.232908,-0.523917,0.873391,-0.931185
