2.15986,-0.295962,-0.418305,-0.132432,-0.625112,0.528691,0.264505,0.347094,-0.446718,-0.626933,0.551211,0.2054,-0.353873,0.0388104,-0.774999
-0.889946,-0.386201,-0.373028,-0.576269,-0.147327,-0.557978,0.00847383,-1.55787,0.160485,0.716665,-1.51552,-0.195296,1.12486,1.43329,0.659028
-0.483306,-0.596759,-0.672984,-1.08351,-0.59326,-0.557978,0.648551,-0.113785,-0.81104,-0.0671005,-0.275483,1.94175,-1.83261,-0.721814,-1.34263
-0.0766656,0.516191,0.458925,0.438217,0.680835,-0.12331,-0.759619,-0.267412,0.646248,0.044866,-0.275483,-0.595992,0.452709,0.165581,0.77853
-0.279986,-0.686998,-0.701282,-0.132432,-0.879931,0.0940239,0.648551,-0.421038,0.281926,-0.291034,8.14316e-05,-1.13025,1.52815,0.165581,-0.207363
-0.889946,-0.566679,-0.60507,-0.0690264,-0.497703,0.0940239,0.39252,0.777248,-0.446718,-1.4107,0.551211,0.338965,-0.0850121,-0.214731,-0.745123
1.95654,-0.656919,-0.706942,-0.449459,-0.688817,-0.557978,0.648551,-1.18917,-2.02545,0.828632,-1.10218,1.00679,-1.16045,-0.341502,-0.745123
-0.279986,1.6893,1.70403,1.19908,1.15862,0.963359,-1.3997,0.900149,0.889129,-0.291034,1.99792,-0.195296,0.318279,-0.595044,0.420023
0.736615,1.50882,1.52292,1.32589,1.03121,0.528691,-1.3997,1.26885,1.61777,-0.626933,1.65347,-0.328861,0.183849,0.799435,1.31629
0.329975,-0.626839,-0.678644,-1.02011,-0.656965,-0.775311,0.648551,-0.0216094,-1.05392,-1.18677,-0.206592,1.94175,-1.96704,-0.975356,-1.46214
-1.09327,-0.265882,-0.418305,-0.259243,-0.625112,0.528691,0.264505,0.316369,-0.446718,0.156833,1.30901,0.472531,-0.488303,-0.721814,-1.04388
-0.483306,1.65922,1.61913,1.13568,1.09492,0.963359,-1.3997,1.17668,0.646248,-0.626933,2.75573,-0.0617305,0.318279,-0.975356,0.24077
1.34658,0.63651,0.583435,0.882054,0.61713,0.0940239,-0.759619,1.85263,0.160485,-1.4107,0.895666,-0.595992,0.318279,0.165581,0.808406
0.939935,1.5389,1.59649,1.70632,1.5727,0.528691,-1.3997,0.9616,0.767689,0.716665,1.03345,0.0718348,0.318279,1.05298,1.85405
-1.29659,-0.566679,-0.616389,-0.322648,-0.46585,-0.340644,0.520535,-1.3428,-0.932481,2.17223,-1.37774,-0.863122,0.990431,-0.214731,-0.117737
2.5665,1.50882,1.50028,1.3893,1.19047,0.528691,-1.27168,1.29958,1.61777,-0.179067,1.65347,-0.195296,0.0494182,1.17975,1.85405
-0.279986,1.14787,1.10411,1.57951,1.22233,0.311358,-1.14366,0.777248,1.49633,1.72436,0.344537,-0.328861,0.990431,-0.0879604,0.987659
1.95654,0.00483551,-0.0730724,0.184595,-0.0199171,-0.12331,-0.247557,0.469995,-0.568159,-0.850866,0.344537,-1.13025,0.72157,0.292352,0.599277
-0.889946,-0.777237,-0.752218,-0.576269,-0.497703,-0.12331,0.648551,0.0398412,-1.05392,-1.4107,8.14316e-05,-0.195296,0.452709,0.926206,-0.0579854
-0.483306,0.486111,0.407989,0.882054,0.426016,0.0940239,-0.631603,-0.298137,0.403367,-0.514967,-0.275483,-0.863122,0.452709,0.165581,0.77853
